編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPSNMLOJKIJGFGF38DA,坡道平面,2100000,26.88,地下二樓
RPWNMLOJKIJGFGF78DA,坡道平面,1980000,26.88,地下三樓
RPPRMLOJKIJGFGF48DA,坡道平面,2400000,26.88,地下一樓
RPROMLOJKIJGFGF38DA,坡道平面,2400000,26.88,地下一樓
RPTTMLOJKIJGFGF09DA,坡道平面,2300000,26.88,地下一樓
RPUQMLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下三樓
RPXPMLOJKIJGFGF09DA,坡道平面,2300000,26.88,地下二樓
RPWPMLOJKIJGFGF98DA,坡道平面,2200000,26.88,地下三樓
RPVRMLOJKIJGFGF09DA,坡道平面,2000000,26.88,地下二樓
RPVRMLOJKIJGFGF09DA,坡道平面,2000000,26.88,地下二樓
RPXTMLOJKIJGFGF86DA,坡道平面,2200000,26.88,地下三樓
RPVTMLOJKIJGFGF66DA,坡道平面,2000000,26.88,地下四樓
RPPWMLOJKIJGFGF98DA,坡道平面,2100000,25.87,地下一樓
RPPWMLOJKIJGFGF98DA,坡道平面,2200000,26.88,地下一樓
RPSWMLOJKIJGFGF66DA,坡道平面,2000000,25.87,地下四樓
RPOQMLTJIIJGFBF08DA,坡道平面,2100000,24.75,地下二樓
RPONNLOJKIJGFGF08DA,坡道平面,2400000,26.88,地下一樓
RPQWMLOJKIJGFGF09DA,坡道平面,2400000,26.88,地下一樓
RPWNNLOJKIJGFGF88DA,坡道平面,2400000,26.88,地下一樓
RPQNNLOJKIJGFGF28DA,坡道平面,2400000,26.88,地下一樓
RPRONLOJKIJGFGF48DA,坡道平面,2100000,26.88,地下三樓
RPRONLOJKIJGFGF48DA,坡道平面,2000000,25.87,地下三樓
RPUVMLOJKIJGFAF78DA,坡道平面,2050000,33.04,地下五樓含以下
RPUONLOJKIJGFGF78DA,坡道平面,2200000,26.88,地下三樓
RPXUMLOJKIJGFAF98DA,坡道平面,2100000,33.04,地下四樓
RPRVMLOJKIJGFAF48DA,坡道平面,2300000,33.04,地下三樓
RPOVMLOJKIJGFAF18DA,坡道平面,1950000,33.04,地下五樓含以下
RPVONLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下三樓
RPPVMLOJKIJGFAF28DA,坡道平面,2250000,33.04,地下三樓
RPSPNLOJKIJGFGF68DA,坡道平面,2450000,26.88,地下一樓
RPSVMLOJKIJGFAF58DA,坡道平面,2100000,33.04,地下四樓
RPXRNLOJKIJGFGF76DA,坡道平面,2000000,26.88,地下三樓
RPXRNLOJKIJGFGF76DA,坡道平面,1990000,26.88,地下三樓
RPWRNLOJKIJGFGF66DA,坡道平面,2100000,26.88,地下四樓
RPWRNLOJKIJGFGF66DA,坡道平面,1700000,26.88,地下四樓
RPXNMLPJKIJGFGF98DA,坡道平面,1940000,26.88,地下四樓
RPRNMLSJKIJGFIF88DA,坡道平面,1800000,29.73,地下一樓
RPWNMLPLKIJGFCF68DA,坡道平面,2600000,25.76,地下二樓
RPVPMLRKKIJGFAF68DA,坡道平面,2200000,33.04,地下三樓
RPPUMLOJRHJGFGF76DA,坡道平面,2350000,19.91,地下四樓
RPXPMLRKIIJGFIF86DA,坡道平面,1800000,29.73,地下一樓
RPPNMLMJJHKGFCF37DA,坡道平面,2350000,25.76,地下三樓
RPUNMLLLJIJGFGF38DA,坡道平面,2200000,35.25,地下二樓
RPVPMLRKKIJGFEF09DA,坡道平面,1500000,37.54,地下二樓
RPVRMLOJRHJGFGF07DA,坡道平面,2350000,19.91,地下四樓
RPQOMLMKKIJGFGF18DA,坡道平面,2200000,26.88,地下四樓
RPUOMLMKKIJGFGF58DA,坡道平面,2200000,26.88,地下二樓
RPRUMLOJKIJGFGF98DA,坡道平面,2100000,26.88,地下四樓
RPWOMLMKKIJGFGF78DA,坡道平面,2200000,26.88,地下三樓
RPQQMLTJJHKGFBF38DA,坡道平面,2150000,25.36,地下四樓
RPPOMLMKKIJGFGF08DA,坡道平面,2400000,26.88,地下一樓
RPXPMLTJJHKGFBF98DA,坡道平面,2150000,25.36,地下四樓
RPVUMLOJKIJGFGF76DA,坡道平面,2400000,26.88,地下一樓
RPQOMLOJRHJGFGF88DA,坡道平面,2450000,19.91,地下三樓
RPUQMLRKIIJGFIF66DA,坡道平面,1550000,29.73,地下三樓
RPSPMLQKRHJGFCF09DA,坡道平面,2500000,24.75,地下二樓
RPWQMLTJJHKGFBF98DA,坡道平面,2350000,25.36,地下三樓
RPRRMLTJJHKGFBF58DA,坡道平面,2150000,25.36,地下四樓
RPVRMLTJJHKGFBF98DA,坡道平面,2150000,25.36,地下四樓
RPUQMLTJJHKGFBF78DA,坡道平面,2350000,25.36,地下三樓
RPSRMLSJJHKGFBF58DA,坡道平面,2000000,25.36,地下五樓含以下
RPOQMLTJJHKGFBF18DA,坡道平面,2150000,25.36,地下四樓
RPVWMLTJJHKGFBF86DA,坡道平面,2250000,23.29,地下三樓
RPSUMLTJJHKGFBF98DA,坡道平面,2000000,25.36,地下五樓含以下
RPRQNLTJJHKGFBF58DA,坡道平面,2350000,25.36,地下三樓
RPUWMLTJJHKGFBF76DA,坡道平面,2050000,23.29,地下四樓
RPQUMLOJKIJGFGF88DA,坡道平面,1970000,26.88,地下三樓
RPSOMLMKKIJGFGF38DA,坡道平面,2100000,26.88,地下四樓
RPTQMLQKRHJGFCF66DA,坡道平面,2500000,24.75,地下二樓
RPVPMLMKKIJGFGF78DA,坡道平面,2100000,26.88,地下四樓
RPTQNLTJJHKGFBF78DA,坡道平面,2350000,25.36,地下三樓
RPSNMLLLJHKGFGF18DA,坡道平面,2050000,33.49,地下三樓
RPQPMLQKRHJGFCF88DA,坡道平面,2600000,24.75,地下二樓
RPOOMLOJKIJGFGF08DA,坡道平面,2400000,26.88,地下一樓
RPWNMLOJKHKGFBF38EA,坡道平面,1850000,29.38,地下四樓
RPQQMLMKKIJGFGF38DA,坡道平面,2100000,26.88,地下四樓
RPXPMLOJKHKGFBF58DA,坡道平面,2150000,25.36,地下四樓
RPWTMLLLJHKGFAF58DA,坡道平面,2050000,33.04,地下四樓
RPRSMLOKJHKGFEF58DA,坡道平面,1600000,29.11,地下二樓
RPQPMLMKKIJGFGF28DA,坡道平面,2300000,26.88,地下一樓
RPQPMLMKKIJGFGF28DA,坡道平面,2300000,26.88,地下一樓
RPUTMLLLJHKGFAF38DA,坡道平面,2100000,33.04,地下五樓含以下
RPRSMLOJKHKGFBF28DA,坡道平面,2000000,25.36,地下五樓含以下
RPUNMLOLJHKGFEF48DA,坡道平面,1600000,29.11,地下二樓
RPUNMLOKKHKGFEF48DA,升降機械,1000000,18.58,地下三樓
RPVNMLOKKHKGFBF28DA,坡道平面,2150000,25.36,地下四樓
RPWOMLOKJHKGFIF09DA,升降平面,1400000,59.88,地下二樓
RPUQMLSJJHKGFGF56DA,其他,1100000,18.05,地下一樓
RPPPMLNKKHKGFBF77DA,坡道平面,2450000,23.29,地下二樓
RPRQMLPKJHKGFIF88DA,升降平面,1500000,59.88,地下一樓
RPOVMLQKRHJGFCF66DA,坡道平面,2600000,24.75,地下二樓
RPXQMLNKKHKGFBF68DA,坡道平面,2150000,25.36,地下四樓
RPUPMLPKJHKGFIF09DA,升降平面,1500000,59.88,地下一樓
RPSQMLPKJHKGFIF98DA,升降平面,1300000,59.88,地下三樓
RPSOMLOKJHKGFIF68DA,升降平面,1400000,59.88,地下二樓
RPXQMLPKJHKGFIF86DA,升降平面,1400000,59.88,地下二樓
RPUNMLSJJIJGFAF28DA,坡道平面,2300000,36.74,地下二樓
RPWNMLQKJHKGFIF56DA,升降平面,1400000,54.88,地下二樓
RPUNMLQKJHKGFIF98DA,升降平面,1300000,59.88,地下三樓
RPQNMLRKKHKGFIF78DA,升降平面,1300000,54.88,地下三樓
RPUPMLSJJHKGFGF09DA,其他,1100000,18.05,一樓
RPRNMLKLJIJGFGF97DA,坡道平面,2050000,33.49,地下三樓
RPXRMLOJKIJGFAF68DA,坡道平面,2050000,33.04,地下五樓含以下
RPPSMLOJKIJGFAF97DA,坡道平面,2250000,33.04,地下二樓
RPPTMLOJKIJGFAF08DA,坡道平面,2350000,33.04,地下二樓
RPPTMLOJKIJGFAF08DA,坡道平面,2300000,33.04,地下二樓
RPOTMLOJKIJGFAF97DA,坡道平面,2250000,33.04,地下三樓
RPVTMLOJKIJGFAF68DA,坡道平面,2350000,33.04,地下二樓
RPOSMLOJKIJGFAF87DA,坡道平面,2150000,33.04,地下三樓
RPVRMLPKJHKGFIF76DA,升降平面,1300000,59.88,地下三樓
RPWVMLOJKIJGFAF98DA,坡道平面,2050000,33.04,地下五樓含以下
RPPUMLOJKIJGFAF18DA,坡道平面,2050000,33.04,地下五樓含以下
RPQWMLOJKIJGFAF48DA,坡道平面,2200000,33.04,地下三樓
RPOPMLPJKIJGFAF67DA,坡道平面,2000000,33.04,地下五樓含以下
RPTSMLPJKIJGFAF48DA,坡道平面,2100000,33.04,地下五樓含以下
RPOSMLPJKIJGFAF97DA,坡道平面,2150000,33.04,地下四樓
RPTUMLOJKIJGFAF58DA,坡道平面,1950000,30.99,地下五樓含以下
RPQVMLOJKIJGFAF38DA,坡道平面,2100000,33.04,地下五樓含以下
RPPWMLOJKIJGFAF38DA,坡道平面,2150000,33.04,地下四樓
RPTUMLQJIIJGFIF76DA,坡道平面,1600000,29.73,地下三樓
RPWWMLQJIIJGFIF27DA,坡道平面,1600000,29.73,地下三樓
RPVUNLSLIIJGFBF76DA,坡道平面,1900000,20.64,地下四樓
RPSONLQJIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPSUMLSLIIJGFBF98DA,坡道平面,2200000,20.64,地下一樓
RPTONLQJIIJGFIF88DA,坡道平面,1600000,29.73,地下三樓
RPXWMLQJIIJGFIF37DA,坡道平面,1700000,29.73,地下二樓
RPXUMLQJIIJGFIF17DA,坡道平面,1600000,29.73,地下三樓
RPUONLQJIIJGFIF98DA,坡道平面,1600000,29.73,地下三樓
RPUPNLQJIIJGFIF09DA,坡道平面,1700000,29.73,地下二樓
RPSVMLSLIIJGFBF09DA,坡道平面,2100000,20.64,地下二樓
RPVPNLQJIIJGFIF56DA,坡道平面,1800000,29.73,地下一樓
RPTQNLQJIIJGFIF09DA,坡道平面,1800000,29.73,地下一樓
RPRUMLQJIIJGFIF56DA,坡道平面,1600000,29.73,地下三樓
RPUQMLRJIIJGFIF56DA,坡道平面,1800000,29.73,地下一樓
RPRSNLSLIIJGFBF78DA,坡道平面,2100000,20.64,地下二樓
RPVPMLRKIIJGFIF66DA,坡道平面,1700000,29.73,地下二樓
RPPQMLRKIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPQVMLQJIIJGFIF56DA,坡道平面,1600000,29.73,地下三樓
RPSRMLRJIIJGFIF09DA,坡道平面,1650000,29.73,地下二樓
RPWPMLTJJHKGFBF88DA,坡道平面,2150000,25.36,地下四樓
RPSOMLMLIIJGFIF48DA,坡道平面,1700000,29.73,地下二樓
RPVNMLRKJIJGFIF56DA,坡道平面,1700000,29.73,地下二樓
RPWNMLRKJIJGFIF66DA,坡道平面,1650000,29.73,地下二樓
RPSNMLRKJIJGFIF88DA,坡道平面,1550000,29.73,地下三樓
RPUTMLRJIIJGFIF86DA,坡道平面,1700000,29.73,地下二樓
RPWNMLQJKIJGFAF48EA,坡道平面,2150000,33.04,地下三樓
RPUNMLRKJIJGFIF09DA,坡道平面,1700000,29.73,地下二樓
RPWOMLNKRHJGFCF09DA,坡道平面,2500000,24.75,地下一樓
RPXRMLOJRHJGFGF27DA,坡道平面,2450000,19.91,地下三樓
RPUNMLOJKIJGFGF58DA,坡道平面,2200000,25.87,地下二樓
RPVNMLOJKIJGFGF68DA,坡道平面,2200000,26.88,地下二樓
RPWRMLRKIIJGFIF96DA,坡道平面,1600000,29.73,地下三樓
RPVRMLRKIIJGFIF86DA,坡道平面,1700000,29.73,地下二樓
RPUVMLPKIIJGFCF98DA,坡道平面,2350000,25.76,地下三樓
RPTNMLOJKIJGFGF48DA,坡道平面,2000000,26.88,地下四樓
RPSOMLOJKIJGFGF48DA,坡道平面,2100000,26.88,地下二樓
RPSOMLOJKIJGFGF48DA,坡道平面,2100000,26.88,地下二樓
RPXNMLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下二樓
RPXWMLOJRHJGFGF77DA,坡道平面,2450000,19.91,地下三樓
RPQUMLPKIIJGFCF48DA,坡道平面,2700000,25.76,地下三樓
RPOPMLOJKIJGFGF18DA,坡道平面,2000000,26.88,地下四樓
RPUOMLOJKIJGFGF68DA,坡道平面,2300000,26.88,地下一樓
RPSPMLOJKIJGFGF58DA,坡道平面,2000000,26.88,地下四樓
RPOQMLOJKIJGFGF28DA,坡道平面,2000000,25.87,地下三樓
RPVPMLOJKIJGFGF88DA,坡道平面,2000000,26.88,地下四樓
RPXQMLOJKIJGFGF56DA,坡道平面,2000000,26.88,地下四樓
RPQRMLOJKIJGFGF58DA,坡道平面,2300000,26.88,地下一樓
RPWRMLOJKIJGFGF56DA,坡道平面,2000000,26.88,地下四樓
RPTQMLOJKIJGFGF78DA,坡道平面,1900000,25.87,地下四樓
RPSQMLOJKIJGFGF68DA,坡道平面,2000000,26.88,地下四樓
RPXRMLOJKIJGFGF66DA,坡道平面,1900000,26.88,地下四樓
RPRQMLOJKIJGFGF58DA,坡道平面,2000000,26.88,地下四樓
RPPQMLOJKIJGFGF38DA,坡道平面,2100000,26.88,地下四樓
RPTRMLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下三樓
RPVPMLOJRHJGFGF86DA,坡道平面,2450000,19.91,地下三樓
RPPQMLSJIIJGFCF18DA,坡道平面,2700000,25.76,地下三樓
RPQQMLOJKIJGFGF48DA,坡道平面,2000000,26.88,地下四樓
RPVOMLRKIIJGFIF56DA,坡道平面,1550000,29.73,地下三樓
RPTRMLSJJHKGFGF56DA,其他,1100000,18.05,地下一樓
RPQPMLRKIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPUNMLRKIIJGFIF98DA,坡道平面,1700000,29.73,地下二樓
RPWSMLOJKIJGFGF66DA,坡道平面,2200000,26.88,地下二樓
RPPSMLOJKIJGFGF58DA,坡道平面,2200000,26.88,地下二樓
RPQOMLRKIIJGFIF68DA,坡道平面,1700000,29.73,地下二樓
RPOSMLOJKIJGFGF48DA,坡道平面,1900000,26.88,地下四樓
RPUSMLOJKIJGFGF09DA,坡道平面,2200000,26.88,地下二樓
RPPTMLOJKIJGFGF68DA,坡道平面,2200000,26.88,地下二樓
RPUTMLOJKIJGFGF56DA,坡道平面,2100000,26.88,地下二樓
RPOUMLOJKIJGFGF68DA,坡道平面,1800000,25.87,地下四樓
RPSUMLOJKIJGFGF09DA,坡道平面,2200000,26.88,地下二樓
RPRTMLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下二樓
RPWUMLOJKIJGFGF86DA,坡道平面,2400000,26.88,地下一樓
RPOVMLOJKIJGFGF78DA,坡道平面,2200000,26.88,地下三樓
RPVVMLOJKIJGFGF86DA,坡道平面,2300000,26.88,地下二樓
RPTVMLOJKIJGFGF66DA,坡道平面,2100000,26.88,地下四樓
RPOONLOJKIJGFGF18DA,坡道平面,2200000,26.88,地下二樓
RPVNNLOJKIJGFGF78DA,坡道平面,2200000,26.88,地下三樓
RPSNNLOJKIJGFGF48DA,坡道平面,2200000,26.88,地下三樓
RPWONLOJKIJGFGF98DA,坡道平面,2200000,26.88,地下二樓
RPRWMLOJKIJGFGF56DA,坡道平面,2200000,26.88,地下三樓
RPWVMLOJKIJGFGF96DA,坡道平面,2000000,25.87,地下三樓
RPTPNLOJKIJGFGF78DA,坡道平面,2100000,26.88,地下三樓
RPWPNLOJKIJGFGF09DA,坡道平面,2100000,26.88,地下二樓
RPXPNLOJKIJGFGF56DA,坡道平面,2200000,26.88,地下二樓
RPPQNLOJKIJGFGF48DA,坡道平面,1900000,26.88,地下四樓
RPSNMLQJKIJGFGF58DA,坡道平面,2100000,26.88,地下四樓
RPQQMLRKIIJGFIF88DA,坡道平面,1550000,29.73,地下三樓
RPVONLQJIIJGFIF09DA,坡道平面,1650000,29.73,地下二樓
RPWPNLQJIIJGFIF66DA,坡道平面,1700000,29.73,地下二樓
RPORMLRKIIJGFIF78DA,坡道平面,1700000,29.73,地下二樓
RPQPNLOJKIJGFGF48DA,坡道平面,2200000,26.88,地下二樓
RPOPNLOJKIJGFGF28DA,坡道平面,2100000,26.88,地下三樓
RPRPNLOJKIJGFGF58DA,坡道平面,2200000,26.88,地下二樓
RPTPMLRKKIJGFAF48DA,坡道平面,2100000,33.04,地下五樓含以下
RPOQMLRKKIJGFAF08DA,坡道平面,2000000,33.04,地下五樓含以下
RPXPMLRKKIJGFAF88DA,坡道平面,2100000,33.04,地下五樓含以下
RPPQMLRKKIJGFAF18DA,坡道平面,2150000,33.04,地下三樓
RPWOMLRKKIJGFEF09DA,坡道平面,1350000,37.54,地下一樓
RPQNNLOJRHJGFGF88DA,坡道平面,2350000,19.91,地下四樓
RPWNMLLMKIJGFAF18DA,坡道平面,2000000,33.04,地下五樓含以下
RPUQMLOJRHJGFGF86DA,坡道平面,2350000,19.91,地下四樓
RPTOMLOJKIJGFGF58DA,坡道平面,2100000,26.88,地下三樓
RPTOMLOJKIJGFGF58DA,坡道平面,2100000,26.88,地下三樓
RPRRNLQJIIJGFIF98DA,坡道平面,1700000,29.73,地下二樓
RPWOMLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下二樓
RPWOMLOJKIJGFGF88DA,坡道平面,2200000,26.88,地下二樓
RPQTMLOJKIJGFGF78DA,坡道平面,1900000,26.88,地下四樓
RPWTMLOJKIJGFGF76DA,坡道平面,2200000,25.87,地下二樓
RPRNNLOJKIJGFGF38DA,坡道平面,2600000,31.22,地下二樓
RPTPMLPJKIJGFGF78DA,坡道平面,2000000,26.88,地下四樓
RPVWMLOJKIJGFGF96DA,坡道平面,2100000,26.88,地下三樓
RPPUMLOJKIJGFGF78DA,坡道平面,2300000,26.88,地下一樓
RPXOMLMKKIJGFGF88DA,坡道平面,2100000,26.88,地下三樓
RPXPMLMKKIJGFGF98DA,坡道平面,1900000,25.87,地下四樓
RPVPMLQKRHJGFCF76DA,坡道平面,2600000,24.75,地下二樓
RPTPMLMKKIJGFGF58DA,坡道平面,2100000,26.88,地下三樓
RPOQMLMKKIJGFGF18DA,坡道平面,2100000,26.88,地下三樓
RPUPMLSJJHKGFBF58DA,坡道平面,2150000,25.36,地下四樓
RPRQMLSJJHKGFBF38DA,坡道平面,2350000,25.36,地下三樓
RPOPMLTJJHKGFBF08DA,坡道平面,2350000,25.36,地下三樓
RPWOMLTJJHKGFBF78DA,坡道平面,2150000,25.36,地下四樓
RPPPNLTJJHKGFBF28DA,坡道平面,2050000,23.29,地下四樓
RPPRMLTJJHKGFBF38DA,坡道平面,2150000,25.36,地下四樓
RPTPMLSJJHKGFBF48DA,坡道平面,2050000,23.29,地下四樓
RPPNMLSKIIJGFIF58DA,坡道平面,1700000,29.73,地下二樓
RPPPMLTJJHKGFBF18DA,坡道平面,2350000,25.36,地下三樓
RPXQMLTJJHKGFBF09DA,坡道平面,2000000,25.36,地下五樓含以下
RPWPMLSJJHKGFBF78DA,坡道平面,2150000,25.36,地下四樓
RPTONLTJJHKGFBF58DA,坡道平面,2150000,25.36,地下四樓
RPQWMLTJJHKGFBF98DA,坡道平面,2150000,25.36,地下四樓
RPSQNLTJJHKGFBF68DA,坡道平面,2350000,25.36,地下三樓
RPTVMLTJJHKGFBF56DA,坡道平面,2150000,25.36,地下四樓
RPUPMLRKKIJGFEF98DA,坡道平面,1600000,37.54,地下二樓
RPTRNLTJJHKGFBF88DA,坡道平面,2150000,25.36,地下四樓
RPUPMLOKJHKGFEF58DA,坡道平面,1450000,28.02,地下二樓
RPPPMLOKJHKGFEF08DA,坡道平面,1400000,29.11,地下三樓
RPOQMLOKJHKGFEF08DA,坡道平面,1450000,28.02,地下二樓
RPVPMLOKJHKGFEF68DA,坡道平面,1400000,29.11,地下三樓
RPPQMLOKJHKGFEF18DA,坡道平面,1450000,28.02,地下三樓
RPQQMLOKJHKGFEF28DA,坡道平面,1500000,29.11,地下二樓
RPTQMLOKJHKGFEF58DA,坡道平面,1550000,28.02,地下二樓
RPUQMLOKJHKGFEF68DA,坡道平面,1500000,29.11,地下三樓
RPQSMLOKJHKGFEF48DA,坡道平面,1400000,29.11,地下三樓
RPWQNLTJJHKGFBF09DA,坡道平面,2250000,23.29,地下三樓
RPPNMLPKJHKGFEF97DA,坡道平面,1500000,29.11,地下二樓
RPQNMLPKJHKGFEF08DA,坡道平面,1400000,29.11,地下三樓
RPUOMLPKJHKGFEF58DA,坡道平面,1400000,29.11,地下三樓
RPWNMLPKJHKGFEF68DA,坡道平面,1500000,29.11,地下二樓
RPUPMLPKJHKGFEF68DA,坡道平面,1500000,29.11,地下二樓
RPWOMLPKJHKGFEF78DA,坡道平面,1450000,30.34,地下三樓
RPROMLNLRHJGFCF68DA,坡道平面,2550000,24.75,地下二樓
RPTNMLPKJHKGFEF38DA,坡道平面,1450000,28.02,地下三樓
RPQQMLPKJHKGFEF38DA,坡道平面,1450000,28.02,地下二樓
RPORMLOJKIJGFGF38DA,坡道平面,2300000,26.88,地下二樓
RPQPMLOJKIJGFGF38DA,坡道平面,2040000,26.88,地下三樓
RPQPMLOJKIJGFGF38DA,坡道平面,2040000,26.88,地下三樓
RPTONLOJKIJGFGF68DA,坡道平面,2000000,26.88,地下四樓
RPPPNLOJKIJGFGF38DA,坡道平面,1900000,26.88,地下四樓
RPUNMLSLJIJGFEF88DA,坡道平面,1850000,38.20,地下四樓
RPSPMLMKKIJGFGF48DA,坡道平面,2200000,26.88,地下二樓
RPOOMLMKKIJGFGF97DA,坡道平面,1920000,26.88,地下四樓
RPQOMLOLKIJGFGF48DA,坡道平面,2000000,26.88,地下四樓
RPQOMLOLKIJGFGF48DA,坡道平面,2450000,26.88,地下二樓
RPXNMLMKKIJGFGF78DA,坡道平面,2100000,26.88,地下三樓
RPXPMLOJKHKGFBF68EA,坡道平面,2100000,31.91,地下二樓
RPXUMLOJKIJGFGF96DA,坡道平面,2000000,26.88,地下三樓
RPPNMLOJKHKGFBF67EA,坡道平面,1850000,29.38,地下四樓
RPSNMLOJKHKGFBF97EA,坡道平面,2000000,31.91,地下三樓
RPVTMLLLJHKGFAF48DA,坡道平面,2250000,33.04,地下四樓
RPPOMLOLKIJGFGF38DA,坡道平面,1900000,26.88,地下四樓
RPOPMLSJJHKGFGF48DA,其他,1100000,18.05,地下一樓
RPPPMLSJJHKGFGF58DA,其他,1100000,18.05,地下一樓
RPUUMLOJKIJGFGF66DA,坡道平面,2000000,25.87,地下三樓
RPWPMLOKJHKGFEF78DA,坡道平面,1400000,29.11,地下三樓
RPPRMLOJKHKGFBF97DA,坡道平面,2550000,25.36,地下二樓
RPRVMLOJKIJGFGF09DA,坡道平面,2000000,26.88,地下四樓
RPVNNLPKJHKGFAF28DA,坡道平面,2550000,29.08,地下三樓
RPVOMLNKKHKGFBF28DA,坡道平面,2350000,25.36,地下三樓
RPROMLLKIIJGFAF37DA,坡道平面,1750000,36.74,地下三樓
RPVVMLPKJHKGFAF98DA,坡道平面,2300000,29.08,地下五樓含以下
RPWNMLNKKHKGFEF58DA,坡道平面,0,31.93,地下三樓
RPWNMLNKKHKGFEF58DA,坡道平面,0,31.93,地下三樓
RPTNMLPJKHKGFCF18DA,坡道平面,3100000,25.76,地下一樓
SPPNMLOJLHKGFBF87EA,坡道平面,2000000,31.91,地下三樓
RPPNMLOJLHKGFBF77EA,坡道平面,2100000,31.91,地下二樓
RPXVMLPKJHKGFAF56DA,坡道平面,2650000,29.08,地下二樓
RPOOMLOLRHJGFGF88DA,坡道平面,2350000,19.91,地下四樓
RPXNMLQLRHJGFGF27DA,坡道平面,2350000,19.91,地下四樓
RPRNMLTKJHKGFAF18DA,坡道平面,0,40.57,地下三樓
RPTQNLPKJHKGFAF38DA,坡道平面,2550000,29.08,地下三樓
RPRONLPKJHKGFAF97DA,坡道平面,2200000,29.08,地下五樓含以下
RPSVMLOKJHKGFAF58DA,坡道平面,2550000,29.08,地下三樓
RPWOMLTKJHKGFAF78DA,坡道平面,0,40.57,地下二樓
RPTPNLPKJHKGFAF28DA,坡道平面,2550000,29.08,地下三樓
RPWRMLOJKIJGFAF58DA,坡道平面,2050000,33.04,地下四樓
RPTNMLPJLHKGFBF18DA,坡道平面,1950000,33.05,地下二樓
RPTNMLPJLHKGFBF18DA,坡道平面,1950000,33.05,地下二樓
RPWOMLNKJHKGFGF78DA,坡道平面,1750000,32.42,地下五樓含以下
RPXVMLOJKIJGFAF09DA,坡道平面,2050000,33.04,地下四樓
RPXSMLOJKIJGFAF78DA,坡道平面,2100000,33.04,地下四樓
RPSTNLSLIIJGFBF98DA,坡道平面,2000000,20.64,地下二樓
RPVUMLQJIIJGFIF96DA,坡道平面,1600000,29.73,地下三樓
RPWVMLQJIIJGFIF17DA,坡道平面,1700000,29.73,地下二樓
RPPUMLQJIIJGFIF98DA,坡道平面,1700000,29.73,地下二樓
RPVWMLQJIIJGFIF17DA,坡道平面,1600000,29.73,地下三樓
RPWRMLPJLHKGFBF88DA,坡道平面,2000000,33.05,地下二樓
RPUNNLQJIIJGFIF88DA,坡道平面,1600000,29.73,地下三樓
RPPWMLQJIIJGFIF56DA,坡道平面,1700000,29.73,地下二樓
RPXVMLQJIIJGFIF27DA,坡道平面,1700000,29.73,地下二樓
RPTNNLQJIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPSPNLQJIIJGFIF88DA,坡道平面,1600000,29.73,地下三樓
RPXTMLSLIIJGFBF76DA,坡道平面,2000000,20.64,地下二樓
RPRPNLQJIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPSRNLQJIIJGFIF09DA,坡道平面,1600000,29.73,地下三樓
RPVQNLQJIIJGFIF66DA,坡道平面,1600000,29.73,地下三樓
RPVSMLRJIIJGFIF86DA,坡道平面,1600000,29.73,地下三樓
RPWSMLRJIIJGFIF96DA,坡道平面,1700000,29.73,地下二樓
RPOPMLNLRHJGFGF88DA,坡道平面,2550000,19.91,地下二樓
RPVTMLRJIIJGFIF96DA,坡道平面,1600000,29.73,地下三樓
RPUNMLQKIIJGFIF88DA,坡道平面,1600000,29.73,地下三樓
RPPOMLTJKIJGFGF68DA,坡道平面,2050000,26.88,地下三樓
RPRNMLRKIIJGFIF68DA,坡道平面,1700000,29.73,地下二樓
RPWRMLRJIIJGFIF86DA,坡道平面,1600000,29.73,地下三樓
RPVNMLQKIIJGFIF98DA,坡道平面,1700000,29.73,地下二樓
RPSNMLRKIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPOSMLRJIIJGFIF78DA,坡道平面,1700000,29.73,地下二樓
RPVRMLRJIIJGFIF76DA,坡道平面,1700000,29.73,地下二樓
RPPNMLRKIIJGFIF48DA,坡道平面,1800000,29.73,地下一樓
RPTPMLRJIIJGFIF98DA,坡道平面,1700000,29.73,地下二樓
RPTOMLRKIIJGFIF98DA,坡道平面,1700000,29.73,地下二樓
RPROMLRKIIJGFIF78DA,坡道平面,1600000,29.73,地下三樓
RPXOMLRKIIJGFIF76DA,坡道平面,1700000,29.73,地下二樓
RPROMLQKIIJGFIF68DA,坡道平面,1550000,29.73,地下三樓
RPWNMLRKIIJGFIF56DA,坡道平面,1600000,29.73,地下三樓
RPXQMLKMIIJGFIF09DA,坡道平面,1700000,29.73,地下二樓
RPOOMLRKJIJGFIF58DA,坡道平面,1700000,29.73,地下二樓
RPPOMLRKJIJGFIF68DA,坡道平面,1600000,29.73,地下三樓
RPTOMLQKIIJGFIF88DA,坡道平面,1800000,29.73,地下一樓
