抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_39_37,16,獨家潤泰青安小宅,台北市大安區復興南路一段,華廈,19.5年,建坪16.58,主+陽8.11,7/10樓,1房(室)1廳1衛, 全天管理，潤泰建設捷運公園小宅 ,永慶房屋新上近捷運忠孝復興站,"1,988","1,988",含車位價
2025_10_16 23_39_37,16,獨家潤泰青安小宅,台北市大安區復興南路一段,華廈,19.5年,建坪16.58,主+陽8.11,7/10樓,1房(室)1廳1衛, 全天管理，潤泰建設捷運公園小宅 ,永慶房屋新上近捷運忠孝復興站,"1,988","1,988",含車位價
2025_10_16 23_39_37,16,新生青田高樓3房,台北市大安區和平東路一段,住宅大樓,41.6年,建坪39.68,主+陽33.47,9/12樓,3房(室)2廳2衛, 近森林公園、新生金華、管理代收 ,永慶房屋新上有天然瓦斯房間都有窗近捷運台電大樓站,"4,688","4,688",無
2025_10_16 23_39_37,16,誠售南港方正頂佳,台北市南港區東新街,公寓,39.3年,建坪38.00,主+陽28.33,5/5樓,5房(室)3廳2.5衛(含加蓋2房(室)1廳1衛), 格局方正好利用 ,永慶房屋新上有天然瓦斯房間都有窗近捷運昆陽站,"2,168","2,168",無
2025_10_16 23_39_37,16,捷運邊間方正二樓,台北市文山區辛亥路五段,公寓,44.4年,建坪37.99,主+陽38.00,2~3/5樓,3房(室)2廳2衛, 邊間採光佳、雙層空間好規劃 ,永慶房屋房間都有窗近捷運萬芳醫院站,"1,980","1,980",無
2025_10_16 23_39_37,16,介壽捷運採光三房,台北市松山區八德路三段,公寓,38.8年,建坪37.07,主+陽33.89,2/5樓,3房(室)2廳2衛, 臥室廁所皆開窗 巨蛋生活圈 ,永慶房屋近捷運台北小巨蛋站近捷運南京三民站,"3,150","3,300萬",無
2025_10_16 23_39_37,16,靜巷大房戶數單純,台北市中山區新生北路二段,套房,35.8年,建坪13.23,主+陽7.10,5/6樓,1房(室)2廳1衛(含加蓋1房(室)1廳--衛), 實際使用大空間，有代收垃圾 ,永慶房屋新上房間都有窗近捷運中山國小站近捷運SB02站(規劃中),"1,280","1,280",無
2025_10_16 23_39_37,16,靜巷島嶼採光邊間,台北市中山區新生北路二段,辦公商業大樓,30.9年,建坪16.24,主+陽+露11.05,2/8樓,1房(室)2廳1衛, 鬧中取靜，雙面開窗、廁有窗 ,永慶房屋新上廁所有窗房間都有窗近捷運SB02站(規劃中)近捷運雙連站,"1,500","1,500",無
2025_10_16 23_39_37,16,大安賦寓5D面後,台北市大安區羅斯福路三段,套房,0.6年,建坪14.91,主+陽9.69,5/15樓,1房(室)1廳1衛, 後棟安靜採光佳、金華國中學區 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運台電大樓站近捷運古亭站,"2,468","2,468",無
2025_10_16 23_39_37,16,邊間三樓大坪公寓,台北市萬華區桂林路,公寓,44.3年,建坪30.30,主+陽27.94,3/5樓,3房(室)2廳1衛, 邊間採光好 不用爬高  ,永慶房屋有天然瓦斯房間都有窗近捷運龍山寺站,"1,480","1,550萬",無
2025_10_16 23_39_37,16,中研光寓光亮宜居,台北市南港區合順街,公寓,48.3年,建坪23.29,主23.29,3/4樓,3房(室)2廳1衛, 低樓層低總價公寓三房 ,永慶房屋新上有天然瓦斯,"1,280","1,380萬",無
2025_10_16 23_39_37,16,社中靜巷兩房一樓,台北市士林區社中街,公寓,49.8年,建坪22.18,主22.18,1/4樓,2房(室)2廳1衛, 有天然瓦斯、一樓有後門 ,永慶房屋有天然瓦斯房間都有窗近捷運Y24站(施工中)近捷運L004站(規劃中),"1,890","1,998萬",無
2025_10_16 23_39_37,16,美校全新華厦1樓,台北市士林區天母東路,華廈,0.9年,建坪13.11,主8.04,1/5樓,1房(室)1廳1衛, 全新成屋、挑高、庭院 ,永慶房屋有天然瓦斯近捷運LR10站(規劃中)近捷運LR09站(規劃中),"2,250","2,250",無
2025_10_16 23_39_37,16,中山稀有四房好寓,台北市中山區五常街,公寓,47.5年,建坪29.86,主+陽29.86,4/5樓,4房(室)2廳2衛, 稀有四房空間 ,永慶房屋房間都有窗近捷運中山國中站,"1,888","2,290萬",無
2025_10_16 23_39_37,16,大安師大庭院一樓,台北市大安區龍泉街,公寓,53.3年,建坪30.21,主30.21,1/4樓,3房(室)2廳3衛(含加蓋--房(室)--廳2衛), 車庫-院子-門前停車-電動樁 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運台電大樓站,"4,480","5,288萬",無
2025_10_16 23_39_37,16,捷運露臺美妝三房,台北市文山區萬芳路,住宅大樓,17.3年,建坪50.52,主+陽25.72,2/15樓,3房(室)2廳2衛, 大陸工程三房稀有釋出露臺戶 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運萬芳醫院站近捷運萬芳社區站,"3,988","4,188萬",含車位價250萬元
2025_10_16 23_39_37,16,仁愛中正國中一樓,台北市中正區仁愛路二段,華廈,15.0年,建坪39.65,主+陽21.40,1/7樓,3房(室)2廳1衛, 中正國中學區仁愛杭南庭前後臨路 ,永慶房屋有天然瓦斯近捷運東門站,"4,588","5,500萬",含車位價
2025_10_16 23_39_37,16,金華東門雙主臥,台北市中正區臨沂街,華廈,14.2年,建坪80.26,主+陽45.23,5/7樓,3房(室)2廳3衛(含加蓋--房(室)--廳2衛), 東門、臨沂生活圈頂級華廈 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運東門站,"8,800","8,800",含車位價
2025_10_16 23_39_37,16,奧斯卡靜巷大戶,台北市內湖區新富街,住宅大樓,12.2年,建坪90.88,主+陽51.66,2/13樓,3房(室)2廳3衛, 坐南朝北格局方正無走道空間浪費 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運Y35站(施工中),"9,300","9,300",含車位價300萬元
2025_10_16 23_39_37,16,紐約兩房高樓平車,台北市內湖區新豐街,華廈,10.4年,建坪50.53,主+陽22.04,8/10樓,2房(室)2廳1衛, 坐北朝南-通風好採光佳 ,永慶房屋有天然瓦斯房間都有窗近捷運Y35站(施工中)近捷運SB07站(規劃中),"4,380","4,380",含車位價250萬元
2025_10_16 23_39_37,16,師大高樓電梯三房,台北市大安區師大路,華廈,41.8年,建坪38.47,主+陽30.12,6/7樓,3房(室)2廳1衛, 近捷運師大公園明星金華國中學區 ,永慶房屋,"4,500","4,500",無
2025_10_16 23_39_37,16,國泰懷石森林坡車,台北市大安區瑞安街,華廈,16.6年,建坪104.75,主+陽58.75,2/10樓,4房(室)2廳2衛, 管理綠蔭靜巷四房 ,永慶房屋廁所有窗房間都有窗近捷運科技大樓站近捷運大安站,"15,000","15,000",含車位價
2025_10_16 23_39_37,16,新敦化站輕奢小宅,台北市大安區敦化南路一段,華廈,12.0年,建坪27.05,主+陽9.49,3/7樓,1房(室)1廳1衛, 近忠孝敦化站 高級住宅街 ,永慶房屋廁所有窗房間都有窗近捷運忠孝敦化站近捷運忠孝復興站,"2,188","2,398萬",含車位價
2025_10_16 23_39_37,16,圓環幸福電梯兩房,台北市松山區三民路,華廈,51.2年,建坪29.63,主25.42,5/8樓,2房(室)2廳1衛, 裝潢有管理、保留陽台採光佳 ,永慶房屋近捷運SB06站(規劃中)近捷運南京三民站,"2,880","2,980萬",無
2025_10_16 23_39_37,16,冠德山水大戶雙車,台北市北投區大度路三段,住宅大樓,23.6年,建坪72.86,主+陽34.38,3/14樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛), 標準大空間含雙坡車、近關渡站 ,永慶房屋近捷運關渡站,"3,288","3,388萬",含車位價
2025_10_16 23_39_37,16,大安邊間三房車位,台北市大安區復興南路一段,住宅大樓,1.9年,建坪48.72,主+陽28.12,4/15樓,3房(室)2廳2衛, 後棟面公園林蔭景觀 ,永慶房屋新上有天然瓦斯房間都有窗,"6,868","6,868",含車位價250萬元
2025_10_16 23_39_37,16,景觀樹海豪邸,台北市大安區仁愛路四段,住宅大樓,38.8年,建坪89.18,主+陽67.39,5/17樓,5房(室)2廳3衛, 六十米仁愛路樹海、社區管理嚴謹 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運國父紀念館站近捷運忠孝敦化站,"13,888","13,888",含車位價
2025_10_16 23_39_37,16,延吉街電梯大四房,台北市大安區延吉街,華廈,44.1年,建坪57.88,主+陽55.38,6/7樓,4房(室)2廳2衛, 近國父紀念館捷運站，三面採光 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運國父紀念館站近捷運忠孝敦化站,"5,580","5,880萬",無
2025_10_16 23_39_37,16,國館仁愛捷運店面,台北市大安區仁愛路四段,店面,43.7年,建坪33.31,主+平28.21,1/14樓,2房(室)1廳1衛(含加蓋1房(室)--廳1衛), 仁愛路四段一巷純一樓金店面 ,永慶房屋近捷運國父紀念館站近捷運信義安和站,"5,888","5,888",無
2025_10_16 23_39_37,16,公園電梯雅緻三房,台北市萬華區水源路,住宅大樓,43.3年,建坪30.78,主+陽23.30,3/12樓,3房(室)2廳1衛, 鄰近青年公園 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"2,098","2,458萬",無
2025_10_16 23_39_37,16,天母士科捷運美宅,台北市士林區福國路,公寓,51.8年,建坪22.58,主22.58,4/4樓,5房(室)2廳4衛(含加蓋2房(室)1廳3衛), 近捷運站超划買一送一 ,永慶房屋廁所有窗近捷運LR08站(規劃中)近捷運芝山站,"2,750","4,500萬",無
2025_10_16 23_39_40,17,天母靜巷電梯四房,台北市士林區中山北路六段,華廈,29.2年,建坪100.18,主+陽63.75,5/6樓,4房(室)2廳2.5衛, 未來北士科商圈可直接入住 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運明德站近捷運芝山站,"9,200","9,200",含車位價
2025_10_16 23_39_40,17,天母靜巷電梯四房,台北市士林區中山北路六段,華廈,29.2年,建坪100.18,主+陽63.75,5/6樓,4房(室)2廳2.5衛, 未來北士科商圈可直接入住 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運明德站近捷運芝山站,"9,200","9,200",含車位價
2025_10_16 23_39_40,17,中山國小美妝3樓,台北市文山區木柵路一段,公寓,57.7年,建坪19.28,主19.28,3/4樓,2房(室)2廳2衛(含加蓋--房(室)--廳1衛), 屋況佳，近中山、永健、再興國小 ,永慶房屋新上近捷運Y3站(施工中)近捷運Y4站(施工中),"1,388","1,388",無
2025_10_16 23_39_40,17,北士科魔術大空間,台北市士林區華齡街,公寓,52.4年,建坪29.19,主29.19,4/4樓,5房(室)3廳3衛(含加蓋2房(室)1廳1衛), 正邊間採光通風佳魔術空間 ,永慶房屋有天然瓦斯房間都有窗近捷運劍潭站近捷運L003站(規劃中),"2,288","2,488萬",無
2025_10_16 23_39_40,17,愛迪生精緻辦公,台北市內湖區內湖路一段,廠辦,28.2年,建坪90.55,主49.78,7/8樓,5房(室)1廳--衛, 交通便利，大樓備有卸貨區 ,永慶房屋新上近捷運Y31站(施工中)近捷運西湖站,"5,000","5,000",含車位價360萬元
2025_10_16 23_39_40,17,加碼科技邊間大戶,台北市內湖區內湖路一段,廠辦,26.9年,建坪290.89,主158.95,6/10樓,14房(室)3廳--衛, 大樓規劃新穎，地點便利 ,永慶房屋近捷運Y31站(施工中)近捷運西湖站,"18,000","18,000",含車位價
2025_10_16 23_39_40,17,美妝捷運電梯兩房,台北市內湖區安康路,華廈,27.8年,建坪34.41,主+陽23.02,8/9樓,2房(室)2廳1衛, 鄰近捷運站 生活機能佳 ,永慶房屋新上近捷運SB11站(施工中)近捷運東湖站,"2,620","2,620",含車位價
2025_10_16 23_39_40,17,萬芳捷運邊間頂加,台北市文山區興隆路二段,公寓,42.9年,建坪36.54,主+陽36.54,5/5樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛), 近萬芳捷運~近興隆公園 ,永慶房屋近捷運萬芳醫院站近捷運辛亥站,"2,350","2,350",無
2025_10_16 23_39_40,17,天母河畔毛胚新廈,台北市士林區至誠路一段,住宅大樓,7.3年,建坪109.13,主+陽49.99,3/14樓,#NAME?, 心態好大坪數四房雙主臥新屋 ,永慶房屋近捷運Y27站(施工中),"8,662","8,662",含車位價
2025_10_16 23_39_40,17,文湖邊間空間小宅,台北市文山區萬安街,華廈,30.5年,建坪17.15,主+陽+露12.66,5/5樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛), 近捷運，魔術空間，有管理 ,永慶房屋新上房間都有窗近捷運木柵站近捷運萬芳社區站,"1,320","1,428萬",無
2025_10_16 23_39_40,17,加碼科技高指名,台北市內湖區內湖路一段,廠辦,26.9年,建坪195.21,主106.90,6/10樓,12房(室)2廳--衛, 大樓規劃新穎，地點便利 ,永慶房屋近捷運Y31站(施工中)近捷運西湖站,"12,000","12,000",含車位價
2025_10_16 23_39_40,17,靜心靜巷採光三房,台北市文山區興隆路二段,華廈,32.6年,建坪33.18,主+陽26.81,5/7樓,3房(室)2廳2衛, 近靜心、靜巷 ,永慶房屋新上有天然瓦斯房間都有窗近捷運景美站,"2,750","2,750",無
2025_10_16 23_39_40,17,鄰近大直美妝豪邸,台北市內湖區內湖路一段,公寓,35.3年,建坪70.71,主+陽53.74,4~5/5樓,5房(室)2廳3衛(含加蓋1房(室)--廳--衛), 大空間、三代同堂首選。 ,永慶房屋新上有天然瓦斯房間都有窗近捷運劍南路站近捷運Y29站(施工中),"3,988","3,988",含車位價250萬元
2025_10_16 23_39_40,17,近中研院裝潢鼎家,台北市南港區研究院路三段,公寓,47.1年,建坪24.71,主+陽24.72,4/4樓,4房(室)3廳2衛(含加蓋2房(室)1廳1衛), 正面綠意樹海 精美裝潢大空間 ,永慶房屋有天然瓦斯,"1,688","1,750萬",無
2025_10_16 23_39_40,17,政大華府雅致套房,台北市文山區指南路二段,套房,16.4年,建坪11.42,主+陽7.47,4/7樓,1房(室)--廳1衛, 近政大、有管理、免爬坡 ,永慶房屋新上近捷運Y1A站(施工中)近捷運Y2A站(施工中),"1,130","1,130",無
2025_10_16 23_39_40,17,永泰金城捷運三房,台北市內湖區安康路,華廈,27.9年,建坪36.43,主+陽+露26.87,9/9樓,3房(室)2廳2衛(含加蓋2房(室)--廳--衛), 鄰近捷運站 生活機能佳 ,永慶房屋新上近捷運SB11站(施工中)近捷運東湖站,"2,320","2,320",無
2025_10_16 23_39_40,17,1比1露台三房車,台北市中山區南京東路三段,住宅大樓,4.9年,建坪59.72,主+陽30.40,2/20樓,2房(室)2廳2衛, 鋼骨制震全新未住大露臺坡車 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運南京復興站,"8,890","8,890",含車位價
2025_10_16 23_39_40,17,全新純住2房豪邸,台北市中山區南京東路三段,住宅大樓,4.9年,建坪42.28,主+陽22.28,2/20樓,2房(室)2廳2衛, 鋼骨制震全新裝潢南京復興捷運 ,永慶房屋有天然瓦斯房間都有窗近捷運南京復興站,"5,860","5,860",含車位價
2025_10_16 23_39_40,17,敦南璞真看101,台北市大安區敦化南路二段,住宅大樓,10.4年,建坪156.67,主+陽76.47,10/12樓,--房(室)1廳--衛, 敦南一巷豪宅一層一戶低調奢華 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運信義安和站近捷運大安站,"22,418","25,045萬",含車位價
2025_10_16 23_39_40,17,世貿捷運高樓遠景,台北市信義區基隆路二段,住宅大樓,36.1年,建坪71.06,主45.89,12/12樓,3房(室)2廳2衛, 近捷運使用空間大24H管理 ,永慶房屋廁所有窗有天然瓦斯近捷運台北101/世貿站近捷運信義安和站,"5,118","5,580萬",含車位價
2025_10_16 23_39_40,17,文化大展鴻圖美居,台北市士林區格致路,公寓,37.5年,建坪46.25,主+陽40.36,3/3樓,11房(室)--廳3.5衛(含加蓋4房(室)--廳1衛), 文化大學 格致一條街 ,永慶房屋房間都有窗,"1,450","2,080萬",無
2025_10_16 23_39_40,17,涵碧電梯四房車位,台北市文山區萬芳路,住宅大樓,17.3年,建坪70.85,主+陽38.39,4/15樓,4房(室)2廳2衛, 近萬芳醫院、捷運站 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運萬芳社區站近捷運萬芳醫院站,"5,700","5,980萬",含車位價
2025_10_16 23_39_40,17,大安黃金免爬高宅,台北市大安區辛亥路三段,公寓,50.4年,建坪30.73,主30.73,2/4樓,3房(室)2廳1衛, 採光好 低樓層免爬高 靜巷安靜 ,永慶房屋廁所有窗房間都有窗近捷運六張犁站,"1,997","2,398萬",無
2025_10_16 23_39_40,17,文德高樓景觀豪邸,台北市內湖區文德路,住宅大樓,17.9年,建坪115.82,主+陽66.92,11/11樓,3房(室)2廳2衛, 高樓綠意樹海，一層一戶隱私佳 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運文德站近捷運內湖站,"9,880","9,880",含車位價600萬元
2025_10_16 23_39_40,17,首購族電梯三房,台北市信義區松山路,住宅大樓,41.4年,建坪26.50,主+陽19.35,4/15樓,3房(室)2廳1衛, 24小時管理 近永春捷運站 ,永慶房屋房間都有窗近捷運Y37站(施工中)近捷運永春站,"2,050","2,480萬",無
2025_10_16 23_39_40,17,青安首購邊間大套,台北市中山區新生北路三段,住宅大樓,44.5年,建坪13.40,主+陽11.49,5/12樓,--房(室)1廳1衛, 捷運站5分鐘，廁所開窗 ,永慶房屋廁所有窗房間都有窗近捷運中山國小站,"1,088","1,280萬",無
2025_10_16 23_39_40,17,邊間採光三房美寓,台北市內湖區陽光街,公寓,42.3年,建坪24.79,主+陽24.79,4/5樓,3房(室)2廳2衛, 捷運站步行約8分鐘邊間三面採光 ,永慶房屋有天然瓦斯房間都有窗近捷運文德站近捷運Y33站(施工中),"2,179","2,258萬",無
2025_10_16 23_39_40,17,木柵透天別墅豪邸,台北市文山區木柵路二段,透天厝,38.0年,建坪70.24,主+平47.51,1~3/3樓,4房(室)4廳3衛(含加蓋--房(室)1廳1衛), 中庭式社區 ,永慶房屋新上有天然瓦斯房間都有窗近捷運Y3站(施工中)近捷運Y2A站(施工中),"4,900","4,900",無
2025_10_16 23_39_40,17,海關捷運三房坡車,台北市大安區新生南路一段,華廈,39.2年,建坪54.20,主+陽37.39,4/6樓,3房(室)2廳2衛, 超低公設 電梯三房坡平車位 ,永慶房屋有天然瓦斯房間都有窗近捷運忠孝新生站,"5,800","5,800",含車位價350萬元
2025_10_16 23_39_40,17,大安方正四房電梯,台北市大安區安居街,華廈,42.2年,建坪43.68,主+陽38.90,2/7樓,4房(室)2廳2衛, 公設比低、裝潢免整理 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運六張犁站近捷運麟光站,"3,580","4,150萬",無
2025_10_16 23_39_40,17,中正超值電梯管理,台北市中正區杭州南路一段,辦公商業大樓,33.4年,建坪22.59,主14.67,4/11樓,2房(室)2廳1衛, 近華山文創平面電梯兩房日班管理 ,永慶房屋有天然瓦斯近捷運善導寺站近捷運忠孝新生站,"2,488","2,488",無
2025_10_16 23_39_47,18,小坡電梯捷運美屋,台北市文山區辛亥路四段,華廈,36.7年,建坪40.64,主+陽+露38.48,4/5樓,2房(室)2廳2衛, 離城不離塵採光明亮 ,永慶房屋有天然瓦斯房間都有窗近捷運辛亥站近捷運萬芳醫院站,"2,780","2,780",無
2025_10_16 23_39_47,18,小坡電梯捷運美屋,台北市文山區辛亥路四段,華廈,36.7年,建坪40.64,主+陽+露38.48,4/5樓,2房(室)2廳2衛, 離城不離塵採光明亮 ,永慶房屋有天然瓦斯房間都有窗近捷運辛亥站近捷運萬芳醫院站,"2,780","2,780",無
2025_10_16 23_39_47,18,逸仙坡車極致稀有,台北市松山區光復南路,華廈,38.0年,建坪59.26,主+陽45.70,2/6樓,3房(室)2廳2衛, 稀有釋出 外觀質感佳 坡平車位 ,永慶房屋有天然瓦斯房間都有窗近捷運南京三民站近捷運國父紀念館站,"4,790","5,280萬",含車位價350萬元
2025_10_16 23_39_47,18,天玉街美景兩房車,台北市士林區天玉街,住宅大樓,28.5年,建坪32.65,主+陽+露20.58,10~11/11樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛), 視野看出去很舒服管理社區含車位 ,永慶房屋有天然瓦斯房間都有窗,"2,988","2,988",含車位價
2025_10_16 23_39_47,18,東初和風美宅美景,台北市北投區光明路,公寓,40.1年,建坪32.79,主+陽28.22,5/5樓,2房(室)2廳2衛, 與公園為鄰，景色佳 ,永慶房屋廁所有窗房間都有窗近捷運新北投站,"1,450","1,500萬",無
2025_10_16 23_39_47,18,獨戶獨立梯廳面寬,台北市中山區民權東路一段,辦公商業大樓,45.4年,建坪84.82,主+陽71.39,2/12樓,4房(室)3廳1衛(含加蓋1房(室)--廳1衛),  中山國小捷運站旁獨戶面內水線 ,永慶房屋近捷運中山國小站近捷運民權西路站,"7,200","7,200",無
2025_10_16 23_39_47,18,松菸大巨蛋旺店面,台北市大安區市民大道四段,店面,44.5年,建坪17.52,主+平17.52,1/5樓,1房(室)1廳1衛(含加蓋1房(室)--廳1衛), 松菸大巨蛋東區商圈稀有店面 ,永慶房屋正面大馬路近捷運國父紀念館站近捷運忠孝敦化站,"3,388","3,388",無
2025_10_16 23_39_47,18,香榭邊間名邸坡車,台北市大安區仁愛路四段,住宅大樓,48.9年,建坪85.81,主+陽58.86,4/12樓,2房(室)2廳2衛, 台北都心佔有一席之地 ,永慶房屋有天然瓦斯房間都有窗近捷運忠孝復興站,"7,905","8,915萬",含車位價400萬元
2025_10_16 23_39_47,18,信義低樓層邊間寓,台北市信義區富陽街,公寓,45.3年,建坪32.30,主+陽32.30,3/5樓,4房(室)2廳2衛, 近捷運免爬高採光佳 ,永慶房屋廁所有窗房間都有窗近捷運六張犁站近捷運麟光站,"2,180","2,180",無
2025_10_16 23_39_47,18,捷運兩房茵緣首選,台北市內湖區港墘路,住宅大樓,28.6年,建坪23.72,主+陽17.39,4/12樓,3房(室)1廳1衛(含加蓋1房(室)--廳--衛), 邊間、採光通風佳 ,永慶房屋有天然瓦斯房間都有窗近捷運港墘站近捷運Y32站(施工中),"2,396","2,396",無
2025_10_16 23_39_47,18,友座臻璽正面公園,台北市大安區和平東路三段,住宅大樓,8.1年,建坪54.01,主+陽27.67,4/14樓,2房(室)2廳2衛, 24H管理、正面公園、近捷運 ,永慶房屋廁所有窗有天然瓦斯近捷運六張犁站近捷運麟光站,"5,980","6,380萬",含車位價300萬元
2025_10_16 23_39_47,18,久康景觀電梯兩房,台北市文山區久康街,華廈,5.7年,建坪25.33,主+陽14.98,6/7樓,2房(室)2廳1衛, 邊間一層三戶屋齡新屋況好面學校 ,永慶房屋房間都有窗近捷運Y2A站(施工中),"2,460","2,660萬",無
2025_10_16 23_39_47,18,專約勿擾邊間美宅,台北市內湖區內湖路一段,華廈,15.9年,建坪26.99,主+陽10.83,4/9樓,2房(室)1廳1衛, 麗山學區，近內科園區，明亮邊間 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運西湖站近捷運港墘站,"2,168","2,260萬",含車位價180萬元
2025_10_16 23_39_47,18,麗山學區邊間三房,台北市內湖區環山路二段,公寓,44.2年,建坪32.83,主+陽32.17,3/5樓,3房(室)2廳2衛, 邊間採光佳，房間與廁所皆有窗戶 ,永慶房屋廁所有窗有天然瓦斯近捷運港墘站近捷運西湖站,"2,250","2,250",無
2025_10_16 23_39_47,18,長虹公園泳池美宅,台北市中山區北安路,住宅大樓,19.4年,建坪101.44,主+陽46.98,6/14樓,4房(室)2廳3衛(含加蓋1房(室)--廳--衛), 純住宅區，中高樓層，一層一戶 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運大直站近捷運Y29站(施工中),"11,928","11,928",含車位價
2025_10_16 23_39_47,18,晴光吉林方正採光,台北市中山區吉林路,華廈,45.9年,建坪14.03,主+陽12.02,5/7樓,1房(室)1廳1衛, 生活交通機能便利 ,永慶房屋新上近捷運中山國小站近捷運行天宮站,"1,788","1,788",無
2025_10_16 23_39_47,18,無公設坪邊間美屋,台北市中山區新生北路二段,套房,53.5年,建坪12.48,主12.48,12/12樓,1房(室)1廳1衛, 近雙連捷運站和馬偕醫院機能便利 ,永慶房屋新上房間都有窗近捷運SB03站(規劃中)近捷運中山國小站,"1,048","1,048",無
2025_10_16 23_39_47,18,北市三房綠意景觀,台北市文山區木柵路二段,住宅大樓,29.1年,建坪34.60,主+陽27.25,4/17樓,3房(室)2廳2衛, 指標社區、雙拼華廈、戶數單純 ,永慶房屋有天然瓦斯房間都有窗近捷運Y3站(施工中),"1,968","2,100萬",無
2025_10_16 23_39_47,18,景觀露台成家小屋,台北市文山區興隆路三段,華廈,31.2年,建坪40.79,主+陽+露32.36,5/5樓,2房(室)1廳1衛(含加蓋1房(室)--廳1衛), 有管理有平面車位 ,永慶房屋房間都有窗近捷運Y3站(施工中)近捷運萬芳醫院站,880,"1,080萬",含車位價
2025_10_16 23_39_47,18,西藏便利黃金三樓,台北市萬華區西藏路,其他,51.6年,建坪29.89,主29.89,3/4樓,3房(室)2廳2衛, 格局方正好規劃，生活機能齊全 ,永慶房屋有天然瓦斯,"1,598","1,688萬",無
2025_10_16 23_39_47,18,古亭捷運兩房名邸,台北市中正區廈門街,住宅大樓,17.5年,建坪19.36,主+陽11.28,6/15樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛), 管理嚴謹品質社區 ,永慶房屋近捷運古亭站,"2,083","2,083",含車位價200萬元
2025_10_16 23_39_47,18,未來迦納方正美寓,台北市萬華區德昌街,公寓,40.7年,建坪35.14,主+陽33.91,5/5樓,4房(室)4廳3衛(含加蓋1房(室)2廳1衛), 邊間方正格局，雙陽台便利 ,永慶房屋有天然瓦斯房間都有窗近捷運加蚋站(施工中),"2,450","2,668萬",無
2025_10_16 23_39_47,18,湖畔美景第一排,台北市內湖區內湖路二段,華廈,9.0年,建坪86.70,主+陽58.03,5/10樓,4房(室)2廳3衛, 正面碧湖公園景觀、一層一戶獨立 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運文德站近捷運港墘站,"13,600","13,600",含車位價
2025_10_16 23_39_47,18,捷運社區裝潢坡車,台北市內湖區文德路,辦公商業大樓,15.6年,建坪43.40,主+陽17.71,2/12樓,2房(室)1廳1衛, 社區24H管理、近捷運公園全聯 ,永慶房屋有天然瓦斯房間都有窗近捷運文德站近捷運Y33站(施工中),"2,980","3,588萬",含車位價300萬元
2025_10_16 23_39_47,18,復興興安獨棟三房,台北市松山區興安街,公寓,43.3年,建坪29.66,主+陽29.66,4/5樓,3房(室)2廳2衛, 一層一戶靜巷邊間獨棟4樓 ,永慶房屋有天然瓦斯房間都有窗近捷運SB04站(規劃中)近捷運南京復興站,"2,750","2,980萬",無
2025_10_16 23_39_47,18,捷運邊間三房坡車,台北市北投區豐年路一段,住宅大樓,15.2年,建坪51.83,主+陽23.63,5/12樓,3房(室)2廳2衛, 邊間採光通風佳，近捷運站 ,永慶房屋廁所有窗有天然瓦斯近捷運北投站近捷運L009站(規劃中),"3,600","4,000萬",含車位價250萬元
2025_10_16 23_39_47,18,邊間中正H25,台北市中正區齊東街,華廈,1.2年,建坪17.63,主+陽10.98,3/7樓,1房(室)1廳1衛, 六米巷面林蔭，近板南捷運站 ,永慶房屋廁所有窗近捷運善導寺站近捷運忠孝新生站,"2,638","2,638",無
2025_10_16 23_39_47,18,天際名邸龍門三房,台北市大安區建國南路二段,住宅大樓,39.5年,建坪32.92,主+陽26.05,17/18樓,3房(室)2廳1衛, 近大安森林公園清幽純住環境 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運大安森林公園站近捷運大安站,"3,780","3,780",無
