物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
近中豐路整新透天,桃園市龍潭區建龍一街,透天厝,46.0年,25.82,4房(室)3廳2衛,1~2/2樓,898 萬
龍潭民族路全新整理透天,桃園市龍潭區民族路,透天厝,48.6年,24.78,3房(室)2廳3衛,1~2/2樓,"1,098 萬"
高原交流道896挑高鋼構廠,桃園市龍潭區高楊北路,廠房,5.6年,578.12,#NAME?,1~2/2樓,"29,800 萬"
平鎮南勢精美透天大3房,桃園市平鎮區新光路四段,透天厝,44.7年,22.14,3房(室)2廳2衛,1~2/2樓,"1,450 萬"
八德低總價原味屋透天,桃園市八德區建國路,透天厝,45.9年,36.7,4房(室)2廳2衛,1~2/2樓,858 萬
楊梅富岡三房,桃園市楊梅區新明街,華廈,31.1年,26.38,3房(室)2廳2衛,6/7樓,480 萬
中壢SOGO戶政四房車,桃園市中壢區普義路,華廈,27.6年,44.33,4房(室)2廳2衛,2/8樓,"1,228 萬"
近龍安商圈邊間店面,桃園市桃園區國強二街,電梯大樓,31.6年,63.57,6房(室)2廳3衛,1/13樓,"1,760 萬"
近體育園區低樓層3房美寓,桃園市中壢區龍和一街,公寓,31.8年,33.94,3房(室)2廳1衛,2/5樓,838 萬
平鎮家樂福前院停車美別墅,桃園市平鎮區長福街,透天厝,18.2年,61.83,4房(室)2廳3衛,1~4/4樓,"2,180 萬"
（富台國小整新一樓美寓）,桃園市中壢區中山東路三段,公寓,41.2年,17.15,3房(室)2廳1衛,1/5樓,698 萬
（富台國小整新一樓美寓）,桃園市中壢區中山東路三段,公寓,41.2年,17.15,3房(室)2廳1衛,1/5樓,698 萬
（中原商圈智能大四房車）,桃園市中壢區民享街,華廈,34.4年,57.86,4房(室)2廳2衛,6/6樓,"1,498 萬"
（中原商圈智能大四房車）,桃園市中壢區民享街,華廈,34.4年,57.86,4房(室)2廳2衛,6/6樓,"1,498 萬"
（富台國小整新一樓美寓）,桃園市中壢區中山東路三段,公寓,41.2年,17.15,3房(室)2廳1衛,1/5樓,698 萬
璟都劍橋店面,桃園市桃園區大有路,電梯大樓,1.4年,214.61,#NAME?,1/14樓,"7,653 萬"
（林森國小漂亮三房車）,桃園市中壢區自忠街,華廈,28.3年,36.86,3房(室)2廳1衛,6/7樓,"1,098 萬"
璟都劍橋收租店面,桃園市桃園區大有路,電梯大樓,1.4年,212.82,#NAME?,1/14樓,"17,466 萬"
藝文中路雙特區千萬內電梯三房,桃園市桃園區慈華街,華廈,34.4年,32.69,3房(室)2廳2衛,6/6樓,938 萬
（林森國小漂亮三房車）,桃園市中壢區自忠街,華廈,28.3年,36.86,3房(室)2廳1衛,6/7樓,"1,098 萬"
（中原商圈智能大四房車）,桃園市中壢區民享街,華廈,34.4年,57.86,4房(室)2廳2衛,6/6樓,"1,498 萬"
南崁51店面廠辦,桃園市蘆竹區南崁路一段,廠房,37.3年,119.65,#NAME?,1~3/3樓,"8,300 萬"
小富翁漂亮套房,桃園市楊梅區富民街,公寓,20.0年,9.03,1房(室)--廳1衛,2/4樓,199 萬
小富翁漂亮套房,桃園市楊梅區富民街,公寓,20.0年,9.03,1房(室)--廳1衛,2/4樓,199 萬
低總價小富翁美套房,桃園市楊梅區富民街,公寓,20.0年,8.83,1房(室)--廳1衛,2/4樓,218 萬
南崁新穎241科技廠房,桃園市蘆竹區安中街,廠房,9.4年,547.71,#NAME?,1~4/4樓,"14,900 萬"
（林森國小漂亮三房車）,桃園市中壢區自忠街,華廈,28.3年,36.86,3房(室)2廳1衛,6/7樓,"1,098 萬"
藝文特區~中國江山整新漂亮3房,桃園市桃園區明德街,電梯大樓,31.0年,30.35,3房(室)3廳2衛,9/17樓,"1,198 萬"
（富台國小整新一樓美寓）,桃園市中壢區中山東路三段,公寓,41.2年,17.15,3房(室)2廳1衛,1/5樓,698 萬
A7獨棟廠面寬近10米百坪土地,桃園市龜山區文工一路,廠房,4.7年,192.82,#NAME?,1~3/3樓,"12,000 萬"
（中原商圈智能大四房車）,桃園市中壢區民享街,華廈,34.4年,57.86,4房(室)2廳2衛,6/6樓,"1,498 萬"
南崁長榮芳鄰邊間採光三房學區宅,桃園市蘆竹區中山路,電梯大樓,32.9年,31.05,3房(室)2廳2衛,7/12樓,980 萬
前後臨路近巨蛋大地坪平房,桃園市龜山區山鶯路,透天厝,68.4年,16.67,#NAME?,1/1樓,"1,800 萬"
富豪城堡別墅,桃園市桃園區蓮埔街,別墅,31.7年,97.74,6房(室)2廳4衛,1~5/5樓,"3,180 萬"
富台國小公寓一樓全新裝潢美三房,桃園市中壢區中山東路三段,公寓,41.2年,17.15,3房(室)2廳1衛,1/5樓,698 萬
（林森國小漂亮三房車）,桃園市中壢區自忠街,華廈,28.3年,36.86,3房(室)2廳1衛,6/7樓,"1,098 萬"
快樂小鎮透天社區邊間,桃園市楊梅區快速路五段,透天厝,17.5年,55.17,4房(室)2廳3衛,1~4/4樓,"1,358 萬"
中興商圈孝親透天,桃園市龍潭區民主街,透天厝,43.9年,26.68,4房(室)2廳2衛,1~2/2樓,799 萬
龍潭廠辦,桃園市龍潭區梅龍路,廠房,8.4年,261.03,4房(室)--廳1衛,1/1樓,"16,800 萬"
過嶺民族路雙學區新整別墅,桃園市新屋區新榮路,別墅,23.8年,59.41,5房(室)3廳2衛,1~5/5樓,"1,980 萬"
過嶺商圈雙車位美墅,桃園市新屋區新榮路,別墅,23.8年,59.41,5房(室)2廳3衛,1~5/5樓,"1,980 萬"
中壢區後站大地坪電梯店面,桃園市中壢區龍岡路一段,透天厝,34.8年,97.49,6房(室)2廳7衛,1~3/3樓,"4,980 萬"
G06陽明公園旁景觀宅,桃園市桃園區陽明十二街,公寓,44.8年,30.74,3房(室)2廳1衛,4/5樓,798 萬
內壢高中超值透天,桃園市中壢區忠孝路,透天厝,45.8年,24.09,4房(室)2廳3衛,1~2/2樓,"1,280 萬"
彩虹雙棟平車86美套房,桃園市觀音區白玉三路,不限,0.4年,1133.88,86房(室)2廳88衛,1~4/4樓,"35,800 萬"
大有梯田 全球鳳凰城2+1房車,桃園市桃園區大有路,電梯大樓,32.9年,42.49,3房(室)1廳1衛,2/15樓,938 萬
桃園延壽街稀有一樓三房車,桃園市桃園區延壽街,華廈,33.4年,39.62,3房(室)2廳2衛,1/7樓,"1,298 萬"
新潤麗蒔美裝潢(事務所),桃園市蘆竹區機捷路二段,電梯大樓,1.2年,16.26,#NAME?,3/11樓,950 萬
中路特區旁整新一樓3房車,桃園市桃園區延壽街,華廈,33.4年,39.62,3房(室)2廳2衛,1/7樓,"1,298 萬"
（龍岡圓環獨棟大地坪透天）,桃園市平鎮區建明路,透天厝,42.3年,46.97,4房(室)2廳2衛,1~2/2樓,"1,080 萬"
璟都凱悅2房車,桃園市大園區溪福路,電梯大樓,0.7年,40.84,#NAME?,2/14樓,"1,098 萬"
（龍岡圓環獨棟大地坪透天）,桃園市平鎮區建明路,透天厝,42.3年,46.97,2房(室)2廳--衛,1~2/2樓,"1,080 萬"
渴望園區四房雙車位別墅,桃園市龍潭區渴望路,別墅,26.4年,72.7,4房(室)2廳3衛,1~4/4樓,"1,860 萬"
正南崁路大地坪黃金透店,桃園市蘆竹區南崁路,透天厝,53.8年,113.19,28房(室)3廳23衛,1~6/6樓,"15,688 萬"
正南崁路大地坪黃金透店,桃園市蘆竹區南崁路,透天厝,53.8年,113.19,28房(室)3廳23衛,1~6/6樓,"15,688 萬"
龍潭483挑高工業廠房,桃園市龍潭區高原路,廠房,12.0年,110.49,#NAME?,1/1樓,"17,500 萬"
南勢重劃區低總價景觀套房,桃園市平鎮區中庸路,電梯大樓,18.0年,13.02,1房(室)--廳1衛,11/13樓,498 萬
中山路電梯店墅,桃園市蘆竹區中山路,透天厝,12.8年,101.04,#NAME?,1~5/5樓,"3,998 萬"
龍岡圓環大地坪獨棟透天,桃園市平鎮區建明路,透天厝,42.3年,46.97,4房(室)2廳2衛,1~2/2樓,"1,180 萬"
桃園復興路收租店面14間套房,桃園市桃園區復興路,透天厝,56.9年,53.74,14房(室)1廳15衛,1~2/2樓,"5,600 萬"
石門山獨棟電梯別墅,桃園市龍潭區民治十二街,別墅,18.5年,219.22,6房(室)2廳6衛,1~4/4樓,"3,380 萬"
平鎮國中旁整新收租套房,桃園市平鎮區振平街,公寓,43.7年,9.17,1房(室)1廳1衛,3/5樓,488 萬
近南崁台茂整新景觀四房車,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
市府中路特區雙車位黃金店面,桃園市桃園區廈門街,電梯大樓,4.8年,50.95,#NAME?,1/15樓,"3,580 萬"
MIT透天244廠房,桃園市蘆竹區安中街,廠房,9.4年,244.74,#NAME?,1~4/4樓,"6,800 萬"
MIT透天246廠房,桃園市蘆竹區安中街,廠房,9.4年,246.88,#NAME?,1~4/4樓,"6,850 萬"
藝文特區低總價精緻兩房,桃園市桃園區永安北路,華廈,32.4年,19.17,2房(室)1廳1衛,6/7樓,798 萬
遠雄新未來3文青學區兩房兩衛,桃園市龜山區樂善二路,電梯大樓,1.5年,43.82,2房(室)2廳2衛,13/19樓,"2,150 萬"
平鎮山仔頂市場大坪數透天,桃園市平鎮區湧光路,透天厝,46.3年,39.03,4房(室)2廳2衛,1~2/2樓,"1,398 萬"
南崁台茂全新整理四房車,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,450 萬"
愛七街低總價大面寬金店面,桃園市桃園區愛七街,公寓,45.4年,25.58,#NAME?,1/4樓,"1,588 萬"
石門雲品邊間雙面採光面湖景觀宅,桃園市龍潭區民有一街,電梯大樓,4.9年,45.65,2房(室)2廳2衛,6/15樓,"1,158 萬"
（南崁台茂旁整新景觀四房車）,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
泰山街低總價大面寬金店面,桃園市桃園區泰山街,透天厝,43.7年,21.66,#NAME?,1/5樓,"1,198 萬"
平鎮國中整新 1+1房,桃園市平鎮區振平街,公寓,43.7年,9.17,1房(室)1廳1衛,3/5樓,488 萬
平鎮南勢美麗殿陽台大套房,桃園市平鎮區中庸路,電梯大樓,18.0年,13.02,1房(室)1廳1衛,11/13樓,498 萬
（平鎮國中精美大套房）,桃園市平鎮區振平街,公寓,43.7年,9.17,1房(室)1廳1衛,3/5樓,488 萬
（南崁台茂旁整新景觀四房車）,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
中路重劃區旁整新三房車,桃園市桃園區延壽街,華廈,33.4年,39.62,3房(室)2廳2衛,1/7樓,"1,298 萬"
南崁台茂旁全新四房車,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
A8紐約時上挑高精品宅,桃園市龜山區文化三路,電梯大樓,6.7年,20.61,#NAME?,4/11樓,"1,150 萬"
（平鎮國中精美大套房）,桃園市平鎮區振平街,公寓,43.7年,9.17,1房(室)1廳1衛,3/5樓,488 萬
（南崁台茂旁整新景觀四房車）,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
（南崁台茂旁整新景觀四房車）,桃園市蘆竹區南山路一段,電梯大樓,30.2年,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
（平鎮國中精美大套房）,桃園市平鎮區振平街,公寓,43.7年,9.17,1房(室)1廳1衛,3/5樓,488 萬
（平鎮國中精美大套房）,桃園市平鎮區振平街,公寓,43.7年,9.17,1房(室)1廳1衛,3/5樓,488 萬
石門雲享面湖高樓層景觀房,桃園市龍潭區民有一街,電梯大樓,3.3年,23.51,1房(室)1廳1衛,14/15樓,658 萬
莒光櫻花公園邊間3房採光屋,桃園市中壢區大勇四街,公寓,43.8年,25.84,3房(室)2廳2衛,4/5樓,658 萬
中壢延平大樓大套房B,桃園市中壢區延平路,華廈,43.3年,10.43,#NAME?,1/7樓,425 萬
桃園平鎮平安南街2房,桃園市平鎮區平安南街,公寓,43.9年,24.47,2房(室)1廳1衛,5/5樓,520 萬
中壢延平大樓大套房A,桃園市中壢區延平路,華廈,43.3年,6.96,#NAME?,1/7樓,350 萬
中壢延平大樓美三房,桃園市中壢區延平路,華廈,43.3年,28.71,3房(室)2廳1衛,5/7樓,725 萬
楊梅薪家坡C區2房,桃園市楊梅區湖山街,公寓,29.1年,20.81,2房(室)2廳1衛,5/5樓,368 萬
龜山萬壽路店面,桃園市龜山區萬壽路二段,公寓,44.3年,13.24,#NAME?,1/5樓,"1,280 萬"
青埔A18國家大院精裝兩房車,桃園市中壢區青峰路一段,電梯大樓,2.4年,31.36,2房(室)2廳1衛,3/15樓,"1,690 萬"
華勛商圈低總價活巷原始透天厝,桃園市中壢區華勛街,透天厝,49.1年,14.91,2房(室)2廳1衛,1~2/2樓,798 萬
紐約大時代1+1房,桃園市桃園區大興西路二段,電梯大樓,14.6年,20.58,1房(室)--廳1衛,11/14樓,958 萬
（中原商圈四套房）,桃園市中壢區新中北路,華廈,31.0年,18.14,4房(室)--廳4衛,7/7樓,688 萬
楊光大綠地,桃園市楊梅區三民路二段,華廈,34.9年,54.69,5房(室)2廳2衛,2/5樓,880 萬
戶政旁全新整理商辦,桃園市桃園區國豐三街,華廈,20.7年,86.13,#NAME?,4/5樓,"2,288 萬"
中央大學商圈大地坪美透天,桃園市中壢區中央路,透天厝,54.8年,77.57,2房(室)2廳2衛,1~2/2樓,"2,380 萬"
八德RC丁建廠房2,桃園市八德區廣福路,廠房,40.7年,399.34,#NAME?,1~2/2樓,"26,880 萬"
八德RC丁建廠房1,桃園市八德區廣福路,廠房,30.4年,145.92,#NAME?,1~2/2樓,"9,980 萬"
A18玉帶環腰老街溪第一排透店,桃園市大園區致善路一段,別墅,19.1年,71.36,5房(室)4廳4衛,1~5/5樓,"3,688 萬"
華勛6米活巷原汁原味低總價透天,桃園市中壢區華勛街,透天厝,49.1年,14.91,2房(室)1廳1衛,1~2/2樓,798 萬
竹城福岡美裝潢2房車,桃園市桃園區龍安街,電梯大樓,22.8年,32.92,2房(室)2廳1衛,2/14樓,"1,480 萬"
中壢火車站典雅大套房,桃園市中壢區東明街,華廈,31.3年,13.2,1房(室)1廳1衛,7/7樓,470 萬
中壢後站精美大套房,桃園市中壢區東明街,華廈,31.4年,13.2,1房(室)1廳1衛,7/7樓,470 萬
中壢後站美套房,桃園市中壢區東明街,華廈,31.3年,13.2,1房(室)1廳1衛,7/7樓,470 萬
成家大璽2房車,桃園市中壢區領航南路四段,電梯大樓,6.2年,35.23,2房(室)2廳1衛,9/14樓,"1,876 萬"
中壢戶政超大四房車,桃園市中壢區普義路,華廈,32.9年,54.07,4房(室)2廳2衛,6/7樓,"1,318 萬"
中原大學旁高投報鼎佳電梯四套房,桃園市中壢區新中北路,華廈,31.0年,18.14,5房(室)--廳5衛,7/7樓,688 萬
近體育園區3房收租中,桃園市中壢區同慶路,華廈,31.7年,32.91,3房(室)2廳2衛,2/10樓,850 萬
客運園區景觀三房車-璟都文華,桃園市大園區環區西路,電梯大樓,1.9年,45.24,3房(室)2廳2衛,5/11樓,"1,458 萬"
國際名邸美別墅,桃園市桃園區國際路一段,別墅,31.0年,74.02,4房(室)2廳3衛,1~4/4樓,"1,880 萬"
龍安商圈甲桂林溫馨美三房,桃園市桃園區江南十街,電梯大樓,32.0年,32.59,3房(室)2廳2衛,13/13樓,968 萬
龍安商圈甲桂林溫馨美三房,桃園市桃園區江南十街,電梯大樓,32.0年,32.59,3房(室)2廳2衛,13/13樓,968 萬
龜山幸福社區三套房加大兩房,桃園市龜山區幸福十九街,公寓,38.6年,25.35,5房(室)4廳4衛,5/5樓,898 萬
站前璞麗二房車,桃園市桃園區復興路,電梯大樓,10.5年,43.19,2房(室)2廳1衛,3/15樓,"1,880 萬"
桂冠A+三房車,桃園市楊梅區環南路,電梯大樓,14.5年,41.56,3房(室)2廳2衛,12/12樓,"1,108 萬"
龍潭交流道全新鋼構廠房,桃園市龍潭區龍源路,不限,1.4年,106.62,#NAME?,1/1樓,"12,500 萬"
小富翁收租經典三套房,桃園市楊梅區富民街,公寓,20.0年,26.96,3房(室)--廳3衛,1/4樓,568 萬
（中原體育園區3房美寓）,桃園市中壢區大勇四街,公寓,43.8年,25.84,3房(室)2廳2衛,4/5樓,688 萬
水美國小旁大地坪低總價透天,桃園市楊梅區楊新路二段,透天厝,46.7年,29.64,#NAME?,1~2/4樓,938 萬
泰山街稀有大面寬1樓店住,桃園市桃園區泰山街,公寓,24.0年,21.66,#NAME?,1/5樓,"1,198 萬"
滿庭芳河岸景觀美三房,桃園市桃園區三民路一段,華廈,43.5年,41.32,3房(室)2廳2衛,7/10樓,"1,190 萬"
（中原體育園區3房美寓）,桃園市中壢區大勇四街,公寓,43.8年,25.84,3房(室)2廳2衛,4/5樓,688 萬
（中原體育園區3房美寓）,桃園市中壢區大勇四街,公寓,43.8年,25.84,3房(室)2廳2衛,4/5樓,688 萬
（中原體育園區3房美寓）,桃園市中壢區大勇四街,公寓,43.8年,25.84,3房(室)2廳2衛,4/5樓,688 萬
中壢體育園區整新美三房,桃園市中壢區龍岡路二段,電梯大樓,31.4年,34.79,3房(室)2廳2衛,16/16樓,838 萬
泰山街超值大面寬金店面,桃園市桃園區泰山街,公寓,43.7年,21.66,--房(室)1廳1衛,1/5樓,"1,198 萬"
（過嶺好市多邊間透天）,桃園市楊梅區新榮路,透天厝,43.9年,27.02,4房(室)2廳2衛,1~2/2樓,750 萬
長庚捷運商圈 黃金店面雙車位,桃園市龜山區興華二街,華廈,14.3年,44.25,#NAME?,1/7樓,"2,180 萬"
（過嶺好市多邊間透天）,桃園市楊梅區新榮路,透天厝,43.9年,27.02,4房(室)2廳2衛,1~2/2樓,750 萬
近桃園醫院稀有乙工作業廠房,桃園市八德區華康街,廠房,37.8年,599.54,--房(室)3廳3衛,1~3/3樓,"19,000 萬"
（過嶺好市多邊間透天）,桃園市楊梅區新榮路,透天厝,43.9年,27.02,4房(室)2廳2衛,1~2/2樓,750 萬
（內壢環中商圈電梯美3房）,桃園市中壢區榮民路,華廈,33.5年,31.23,3房(室)2廳1衛,4/5樓,770 萬
（過嶺好市多邊間透天）,桃園市楊梅區新榮路,透天厝,43.9年,27.02,4房(室)2廳2衛,1~2/2樓,750 萬
大湳市場景觀樓2+1房,桃園市桃園區永福西街,電梯大樓,32.0年,32.36,2房(室)2廳2衛,10/13樓,870 萬
楊梅交流道 投資四套房,桃園市楊梅區青山三街,華廈,30.6年,34.39,4房(室)--廳4衛,5/10樓,668 萬
龍潭大清城心景觀溫馨三房車,桃園市龍潭區武中路,電梯大樓,2.5年,36.87,3房(室)2廳2衛,5/15樓,"1,188 萬"
龍岡整新美三房,桃園市中壢區同慶路,華廈,31.2年,32.95,3房(室)2廳2衛,7/7樓,738 萬
春虹福星三房,桃園市桃園區至善街,華廈,26.9年,25.68,3房(室)2廳2衛,4/8樓,798 萬
南門市場電梯大陽台精美套房,桃園市桃園區南華街,套房,45.2年,10.39,1房(室)1廳1衛,4/6樓,385 萬
陽光山林獨棟豪宅,桃園市楊梅區迎旭二街,別墅,15.8年,217.28,5房(室)2廳4衛,1~5/5樓,"9,580 萬"
中路市府全新裝潢三房車,桃園市桃園區延壽街,華廈,33.4年,39.62,3房(室)2廳2衛,1/7樓,"1,298 萬"
龍安商圈整新低樓層美寓,桃園市桃園區德華街,公寓,42.1年,22.1,3房(室)2廳1衛,3/5樓,728 萬
龍安商圈整新低樓層美寓,桃園市桃園區德華街,公寓,42.1年,22.1,3房(室)2廳1衛,3/5樓,728 萬
內壢低總價電梯三房,桃園市中壢區榮民路,華廈,33.5年,31.23,3房(室)2廳1衛,4/5樓,770 萬
市府中路雙特區~全新裝潢3房車,桃園市桃園區延壽街,華廈,33.4年,39.62,3房(室)2廳2衛,1/7樓,"1,298 萬"
桃園富榮庭園精美3房,桃園市桃園區宏昌十三街,華廈,31.7年,33.11,3房(室)2廳2衛,3/6樓,"1,038 萬"
臻愛歐洲樹梢戶2房車,桃園市桃園區大業路一段,電梯大樓,20.6年,31.51,2房(室)2廳1衛,4/13樓,"1,398 萬"
近青埔前院停車整新別墅,桃園市大園區聖德北路,別墅,30.9年,54.5,4房(室)2廳4衛,1~4/4樓,"1,288 萬"
觀音長榮旁收租華廈,桃園市觀音區長春街,華廈,13.8年,75.4,10房(室)--廳10衛,2/5樓,"1,650 萬"
桃園車站整新美套房,桃園市桃園區鎮江街,華廈,44.3年,13.65,1房(室)1廳1衛,5/6樓,498 萬
八德忠勇重劃區電梯別墅A7,桃園市八德區忠勇街,別墅,0.8年,118.91,8房(室)2廳9衛,1~6/6樓,"4,980 萬"
八德忠勇重劃區電梯別墅-2,桃園市八德區忠勇街,別墅,0.8年,79.95,5房(室)2廳6衛,1~5/5樓,"3,980 萬"
八德忠勇重劃區電梯別墅-3,桃園市八德區忠勇街,別墅,N/A,79.95,5房(室)2廳6衛,1~5/5樓,"3,980 萬"
東門國小雙陽台套房,桃園市桃園區鎮江街,華廈,44.3年,13.65,1房(室)1廳1衛,5/6樓,398 萬
來來大亨套房,桃園市桃園區朝陽街,電梯大樓,27.9年,14.35,1房(室)1廳1衛,5/14樓,650 萬
觀音交通用地廠房,桃園市觀音區保障二路,不限,N/A,142.07,#NAME?,1/1樓,"9,000 萬"
中原夜市旁溫馨套房,桃園市中壢區大智街,公寓,36.4年,6.79,1房(室)1廳1衛,5/5樓,208 萬
近中壢火車站電梯套房,桃園市中壢區中央西路一段,電梯大樓,43.8年,8.84,1房(室)--廳1衛,12/12樓,438 萬
八德忠勇重劃區電梯別墅,桃園市八德區忠勇街,別墅,0.8年,81.14,5房(室)2廳6衛,1~5/5樓,"3,980 萬"
草漯10間收租套房,桃園市觀音區長春街,華廈,13.8年,75.4,10房(室)--廳10衛,3/5樓,"1,650 萬"
八德忠勇重劃區電梯別墅,桃園市八德區忠勇街,別墅,0.8年,79.95,5房(室)2廳6衛,1~5/5樓,"3,980 萬"
觀音工業區長春街套房分層出售,桃園市觀音區長春街,華廈,13.8年,75.4,10房(室)--廳10衛,2~5/5樓,"1,650 萬"
觀音-工業區收租電梯套房,桃園市觀音區長春街,華廈,13.8年,75.4,10房(室)10廳10衛,2/5樓,"1,650 萬"
近國道低樓層公寓全新裝潢3房,桃園市桃園區德華街,公寓,42.1年,22.1,3房(室)2廳1衛,3/5樓,728 萬
藝文特區中國江山大三房5F,桃園市桃園區明德街,電梯大樓,31.0年,37.24,3房(室)2廳2衛,5/17樓,"1,388 萬"
武陵高中全新裝潢電梯2格間車位,桃園市桃園區中山路,電梯大樓,30.5年,28.7,#NAME?,16/17樓,898 萬
楊梅國寶江山精美電梯大三房,桃園市楊梅區中山北路二段,電梯大樓,32.0年,29.67,3房(室)2廳2衛,12/12樓,698 萬
宏普画時代-時尚苑低總價店面,桃園市中壢區青峰路二段,電梯大樓,1.0年,29.3,#NAME?,1/11樓,"1,988 萬"
專約~長庚收租雙套房,桃園市龜山區文二三街,華廈,28.8年,20.82,2房(室)2廳2衛,8/8樓,"1,088 萬"
上湖國小全新整理美透天,桃園市楊梅區上湖二路,透天厝,42.8年,36.21,3房(室)2廳2衛,1~2/2樓,898 萬
中央大學旁透天,桃園市中壢區中央路,透天厝,108.8年,77.57,2房(室)2廳2衛,1~2/2樓,"2,680 萬"
山仔頂自由街透天,桃園市平鎮區自由街,透天厝,43.9年,25.33,#NAME?,1~2/2樓,890 萬
八德市區2182工業廠房,桃園市八德區廣福路,廠房,40.4年,1582.52,#NAME?,1~2/2樓,"76,388 萬"
八德市區2182工業廠房,桃園市八德區廣福路,廠房,40.4年,1582.52,#NAME?,1~2/2樓,"76,388 萬"
楊梅蘋果路全新整理店面,桃園市楊梅區蘋果路,透天厝,18.6年,28.61,1房(室)1廳1衛,1/4樓,788 萬
石門渡假高樓層湖景房,桃園市龍潭區民強街,電梯大樓,27.5年,13.67,1房(室)1廳1衛,14/14樓,258 萬
幸福一街美公寓,桃園市龜山區幸福一街,公寓,44.0年,24.8,3房(室)2廳1衛,4/5樓,598 萬
海湖邊間透天,桃園市蘆竹區金海街,透天厝,43.2年,34.24,#NAME?,1~2/2樓,698 萬
龍科園區大庭院別墅,桃園市龍潭區梅龍三街,別墅,N/A,55.41,#NAME?,1~3/3樓,"2,280 萬"
（楊梅體育園區景觀三房）,桃園市楊梅區裕成南路,電梯大樓,29.0年,30.35,3房(室)2廳2衛,12/12樓,588 萬
（楊梅體育園區景觀三房）,桃園市楊梅區裕成南路,電梯大樓,29.0年,30.35,3房(室)2廳2衛,12/12樓,568 萬
（楊梅體育園區景觀三房）,桃園市楊梅區裕成南路,電梯大樓,29.0年,30.35,3房(室)2廳2衛,12/12樓,568 萬
龜山幸福一街美裝潢3房,桃園市龜山區幸福一街,公寓,44.0年,24.8,3房(室)2廳1衛,4/5樓,598 萬
（楊梅體育園區景觀三房）,桃園市楊梅區裕成南路,電梯大樓,29.0年,30.35,3房(室)2廳2衛,12/12樓,568 萬
G07後站低總價買到賺到大二房,桃園市桃園區建國東路,公寓,47.2年,18.56,2房(室)2廳1衛,2/4樓,598 萬
龍科旁百萬庭院別墅-櫻花山莊,桃園市龍潭區梅龍三街,別墅,29.7年,55.41,4房(室)2廳4衛,1~3/3樓,"2,280 萬"
山子頂低總價透天,桃園市平鎮區自由街,透天厝,43.9年,25.33,2房(室)1廳2衛,1~2/3樓,890 萬
太平洋水鄉休閒套房+平面車位,桃園市龍潭區民強街,電梯大樓,27.5年,23.61,1房(室)1廳1衛,7/14樓,368 萬
南門市場三民路角窗綜合大樓,桃園市桃園區三民路三段,華廈,38.9年,238.01,#NAME?,5/7樓,"5,576 萬"
藝文展演中心旁全新德億樂一樓,桃園市桃園區新埔五街,電梯大樓,1.7年,31.26,1房(室)2廳2衛,1/12樓,"1,900 萬"
成家大璽露台戶二房車,桃園市中壢區領航南路四段,電梯大樓,6.2年,35.29,#NAME?,1/14樓,"1,588 萬"
藝文特區上城1+1房車,桃園市桃園區大興西路二段,電梯大樓,17.5年,28.44,1房(室)1廳1衛,3/12樓,"1,198 萬"
中壢平鎮山仔頂自由街透天,桃園市平鎮區自由街,透天厝,43.9年,25.33,2房(室)1廳2衛,1~2/2樓,890 萬
中壢交流道大面寬黃金店面,桃園市中壢區環西路,電梯大樓,19.0年,47.58,#NAME?,1/14樓,"2,680 萬"
永豐捷運便宜透天,桃園市桃園區雙龍街,透天厝,51.2年,12.61,4房(室)2廳2衛,1/1樓,888 萬
A22稀有高投報精美收租大套房,桃園市中壢區民權路,華廈,30.7年,13.46,1房(室)1廳1衛,7/10樓,538 萬
國立中央大學旁透天厝,桃園市中壢區中央路,透天厝,54.8年,77.57,2房(室)2廳2衛,1~2/2樓,"2,380 萬"
海湖健身公寓5樓,桃園市蘆竹區海山路二段,公寓,29.7年,35.15,3房(室)2廳2衛,5/5樓,498 萬
中央大學旁大地坪透天店面,桃園市中壢區中央路,透天厝,54.8年,77.57,#NAME?,1~2/2樓,"2,680 萬"
青埔全新鋼骨大地坪農業設施,桃園市中壢區山大路,不限,0.8年,206.91,#NAME?,1/1樓,"6,980 萬"
觀音工業區低總價兩房,桃園市觀音區育仁路一段,公寓,29.1年,28.6,2房(室)2廳1衛,3/4樓,350 萬
白馬豪景精美三房車,桃園市楊梅區福羚路,華廈,32.6年,36.45,3房(室)2廳2衛,2/7樓,868 萬
中壢區中央大學大地坪大透天,桃園市中壢區中央路,透天厝,54.8年,77.57,2房(室)2廳2衛,1~2/2樓,"2,380 萬"
石門稀有景觀大兩房+平面車位,桃園市龍潭區民治路,華廈,4.5年,58.47,2房(室)2廳2衛,2/6樓,"1,380 萬"
