抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_52_21,18,觀音亞悅電梯3樓,桃園市觀音區永吉街,華廈,4.2年,建坪19.82,主+陽15.72,3/5樓,2房(室)2廳2衛," 1.屋齡新,屋況佳,四年屋,有電梯
2.送傢俱,床組,冷氣,冰箱
3.天然瓦斯,不用叫瓦斯
4.垃圾24小時都可以丟,不用追垃圾車
5.有2個機車車位 ",永慶不動產新上,618,618,無
2025_10_16 23_52_21,18,大園馥誠裝潢2房車,桃園市大園區文興街,華廈,12.4年,建坪45.55,主+陽22.86,4/10樓,2房(室)2廳2衛," 1.社區有中庭花園,有管理,出入安全
2.環境清幽,格局方正,採光通風良好
3.精美裝潢,屋況優,溫馨兩房車,適合小家庭
4.近公園綠地,便利商店,交通方便 ",永慶不動產新上,"1,050","1,050",無
2025_10_16 23_52_21,18,青埔A18高鐵捷運全新W站前1+1房高樓平車位,桃園市中壢區領航南路三段,電梯大樓,0.5年,建坪27.30,主+陽12.76,14/18樓,1房(室)1廳1衛," 1.石材框架造型，日式極簡風格外觀

2.全區僅156戶，A18站前黃金地段，緊鄰國泰260億開發案

3.青埔唯一榮獲建築金石獎的社區

4.參考W飯店風格打造精品飯店宅，挑高7米6大廳，交誼廳，會議室，閱覽室，親子遊戲室，LOUNGE BAR及空中花園

5.家泰建設青埔第一個建案，口碑打造W時尚DNA美學飯店宅

6.五大防疫健康設計:3M社區淨水系統,電梯空氣淨化系統,垃圾藏,人臉辨識社區門口機及科技逆止閥阻絕異味

7.六大世界精品五金:laufen瑞士衛浴,Grohe德國衛浴,Yale美國電子鎖,Ykkap品牌氣密窗及Lamett歐洲名牌地板

⚠️本廣告內容依屋主提供資料及政府核發之謄本彙整，若有錯誤或異動，均以實際現況為準。
💰售價依屋主委託為主，如有調整或成交，恕不另行通知。
‼️本廣告僅於屋主有效委託期間內刊登，委託期滿或成交後即失效，所有資訊僅供參考。‼️ ",永慶不動產新上近捷運高鐵桃園站,"1,668","1,668",無
2025_10_16 23_52_21,18,未來平鎮車站全新未住優質大露臺戶三房雙車,桃園市平鎮區中豐路,電梯大樓,7.3年,建坪72.91,主+陽35.56,2/18樓,3房(室)2廳2衛," 近未來平鎮車站
新勢國小/中壢國中/學區宅，就學沒煩惱
邊間採光好/乾溼分離/有約定超大露臺
公設完善/社區有空中花園 ",永慶不動產新上,"2,498","2,498",無
2025_10_16 23_52_21,18,台北商專建地,桃園市平鎮區福林段,土地,#NAME?,建坪--,無,#NAME?,#NAME?, ,永慶不動產新上,"2,378","2,378",無
2025_10_16 23_52_21,18,藝文登瑞指標宅【尊龍大地/4改3房+車位】,桃園市桃園區莊敬路一段,電梯大樓,26.5年,建坪64.11,主+陽41.28,7/16樓,3房(室)2廳2衛," 1.超稀有釋出,高指名度社區,客餐廳連結動線流暢,衛浴有開窗
2.室內空間超大,光主建就36.8坪,讓您好規畫,
3.尊龍車位極少,本戶有一個地下室停車位
4.藝文高指標宅,保證在家就是一種享受
5.高質感社區猶如住在五星級飯店  住戶素質高
 
6.未來綠線捷運線G09.G10.G11.G12站中正北路交流道已開通 ,百貨商場,影城.總圖圖書館在您身邊~交通機能一級棒 ",永慶不動產新上近捷運蘆興埤站(施工中),"2,088","2,088",無
2025_10_16 23_52_21,18,和境初見通風採光景觀兩房車,桃園市觀音區草新一路,電梯大樓,0.8年,建坪34.27,主+陽18.33,8/13樓,2房(室)2廳2衛," 1.全新景觀兩房車，採光通風佳，視野開闊。
2.步行約3分鐘可至水之丘主題公園，帶小孩、毛小孩放電的好地方。
3.草漯國小旁有全聯，就近採買超便利。
4.鄰近青埔，約15分可達，月桃路拓寬便民行駛。

 ",永慶不動產新上,958,958,無
2025_10_16 23_52_21,18,寶祥縣寶武陵高中及愛買商場旁收租廠房(乙工),桃園市桃園區中山路,廠房,30.5年,建坪18.49,主+陽14.85,13/17樓,#NAME?," 1.低總價收租廠房，輕鬆入手當房東 自住收租皆可
2.多元公設(健身房/閱覽室/兒童遊戲室/桌球室..等等)
3.適合投資置產,單身,小情侶購置
4.近武陵高中第一學府 、愛買商場 近龍安街黃昏市場 
5.有陽台1+1格局優  挑高格局可再重新規劃空間
6.另承租一個機車車位月租200元B1-116
7.現有租客需提前預約(月租10000) ",永慶不動產新上,517,517,無
2025_10_16 23_52_21,18,寶祥縣寶武陵高中及愛買旁收租廠房有車位(乙工),桃園市桃園區中山路,廠房,30.5年,建坪28.70,主+陽14.65,13/17樓,#NAME?," 1.低總價收租廠房，輕鬆入手當房東 自住收租皆可
2.多元公設(健身房/閱覽室/兒童遊戲室/桌球室..等等)
3.適合投資置產,單身,小情侶購置
4.近武陵高中第一學府 、愛買商場 近龍安街黃昏市場 
5.有陽台1+1格局優  挑高格局可再重新規劃空間
6.平面車位、(另承租一個機車車位月租200元B2-73) ",永慶不動產新上,630,630,無
2025_10_16 23_52_21,18,龍山國小旁福麗舍邊間明亮通風樓中樓三房車,桃園市桃園區龍泉五街,華廈,31.1年,建坪35.10,主+陽21.89,5/6樓,3房(室)2廳2衛," 1.社區門口即是龍山國小，走路就可以輕鬆上學
2.社區稀有邊間釋出，採光通風明亮
3.樓中樓設計，室內使用空間大
4.溫馨裝潢，一卡皮箱即入住
5.附有平面大車位，免找車位 ",永慶不動產新上,880,880,無
2025_10_16 23_52_21,18,同德二街店面,桃園市桃園區同德二街,透天厝,36.7年,建坪79.14,主+平+陽64.78,1~5/5樓,6房(室)2廳4衛," 藝文特區稀有透天金店面
12米巷寬，5米面寬
國小國中學區走路就到慈文國小(240公尺)慈文國中(170公尺)
格局方正、室內空間大好規畫 ",永慶不動產新上,"4,500","4,500",無
2025_10_16 23_52_21,18,青埔A18。高鐵前黃金店面B。成家大璽含雙車位,桃園市中壢區領航南路四段,電梯大樓,6.2年,建坪35.34,主12.25,1/15樓,#NAME?," ü青埔A18核心地段，面領航南路四段，步行10分鐘至桃園高鐵站及捷運，為店鋪或辦公的最佳首選。
ü靠近華泰名品城、IKEA、大江購物中心等商圈，生活採買便利，附近有全聯福利中心等大型賣場
ü社區公設包含：接待大廳、交誼廳、健身房、游泳池、SPA池、KTV、兒童遊戲區，且有24小時警衛物業管理，安全有保障
ü未來增值潛力高，投資、自用兩相宜 ",永慶不動產新上近捷運高鐵桃園站,"2,080","2,080",無
2025_10_16 23_52_21,18,青埔A18。高鐵前黃金店面A。成家大璽含雙車位,桃園市中壢區領航南路四段,電梯大樓,6.2年,建坪56.44,主26.11,1/15樓,#NAME?," ü青埔A18核心地段，面領航南路四段，步行10分鐘至桃園高鐵站及捷運，為店鋪或辦公的最佳首選。
ü靠近華泰名品城、IKEA、大江購物中心等商圈，生活採買便利，附近有全聯福利中心等大型賣場
ü社區公設包含：接待大廳、交誼廳、健身房、游泳池、SPA池、KTV、兒童遊戲區，且有24小時警衛物業管理，安全有保障
ü未來增值潛力高，投資、自用兩相宜 ",永慶不動產新上近捷運高鐵桃園站,"3,980","3,980",無
2025_10_16 23_52_21,18,青埔(A18)步行高鐵站首選!邊間採光2房車位,桃園市大園區高鐵南路一段,電梯大樓,5.4年,建坪43.30,主+陽17.96,3/13樓,2房(室)2廳1衛," 1.稀有釋出位置優秀，旁邊有麥當勞，後面有老街溪步道，步行可到A18高鐵站，宜居住宅社區

2.全室裝潢用心，室內寬敞好規劃 採光好
3.本案配置B2好停的大車位，後面新案力璞建設，實登已破75了~~
4. 步行至高鐵僅約8分鐘（600公尺)，室內約19坪~蛋黃區內絕無僅有的大兩房

 ",永慶不動產新上有天然瓦斯房間都有窗,"2,180","2,180",無
2025_10_16 23_52_21,18,A7地王興富發鉑悦B棟高樓層景觀兩房車,桃園市龜山區文化一路,電梯大樓,#NAME?,建坪31.89,主14.34,31/35樓,2房(室)1廳1衛," 1.興富發鉑悦為區域少見之三面臨路2581坪大基地，置身角地享永久棟距。
2.基地正對A7科技園區、郵政園區，華亞科技園區，三大園區環繞
3.未來中心商業區將沿著文化一路和文桃路設空橋連結，一路暢行至捷運A7站。興富發鉑悦有專屬空橋可以從社區通往捷運站，除提升安全性外，在下雨天或者大太陽時步行也較為方便。
4.建案規劃採用SRC+SC+RC工法，於地下層施作SRC、基座層施作SC鋼骨，使基座部分更有韌性，可吸收地震能量後釋放，並同時保有各種工法之優點，三重工法構建出安全有保障的35層摩天地標。
5.主打五大主題、豐富全齡設施，包含10米挑高禮賓大廳、空中花園、交誼廳、閱覽室、游泳池、信箱區等公設。
6.生活機能豐富，步行約8分鐘至捷運A7站，一線直達桃園機場、台北車站，省去轉乘時間。
7.未來文青雙語國中、小即將於2023年完工，就近上學方便家長接送。
8.區域綠覆高，步行約10分鐘內可至4000坪郵政形象公園、4780坪景觀滯洪公園、3025坪文青生態池。 ",永慶不動產新上,"1,360","1,360",無
2025_10_16 23_52_21,18,A7地王興富發鉑悦B棟高樓層景觀兩房車,桃園市龜山區文化一路,電梯大樓,#NAME?,建坪31.89,主14.34,31/35樓,2房(室)1廳1衛," 1.興富發鉑悦為區域少見之三面臨路2581坪大基地，置身角地享永久棟距。
2.基地正對A7科技園區、郵政園區，華亞科技園區，三大園區環繞
3.未來中心商業區將沿著文化一路和文桃路設空橋連結，一路暢行至捷運A7站。興富發鉑悦有專屬空橋可以從社區通往捷運站，除提升安全性外，在下雨天或者大太陽時步行也較為方便。
4.建案規劃採用SRC+SC+RC工法，於地下層施作SRC、基座層施作SC鋼骨，使基座部分更有韌性，可吸收地震能量後釋放，並同時保有各種工法之優點，三重工法構建出安全有保障的35層摩天地標。
5.主打五大主題、豐富全齡設施，包含10米挑高禮賓大廳、空中花園、交誼廳、閱覽室、游泳池、信箱區等公設。
6.生活機能豐富，步行約8分鐘至捷運A7站，一線直達桃園機場、台北車站，省去轉乘時間。
7.未來文青雙語國中、小即將於2023年完工，就近上學方便家長接送。
8.區域綠覆高，步行約10分鐘內可至4000坪郵政形象公園、4780坪景觀滯洪公園、3025坪文青生態池。 ",永慶不動產新上,"1,360","1,360",無
2025_10_16 23_52_21,18,藝文特區中國江山稀有露臺大三房,桃園市桃園區明德街,電梯大樓,31.1年,建坪39.36,主+陽+露34.03,3/17樓,3房(室)2廳2衛," 一層4戶2電梯
露臺外推,室內使用空間很大
主臥衛浴開窗
屋況好已整理過
藝文特區商圈機能超優 ",永慶不動產新上房間都有窗,"1,068","1,068",無
2025_10_16 23_52_21,18,龍安商圈中路御品高樓景觀3房車,桃園市桃園區國豐三街,電梯大樓,10.3年,建坪38.15,主+陽23.02,13/15樓,3房(室)2廳2衛," 一層三戶住戶單純
高樓景觀採光佳
客用衛浴有開窗
全室清裝潢、油漆整理過
龍安商圈機能完整 ",永慶不動產新上有天然瓦斯房間都有窗,"1,568","1,568",無
2025_10_16 23_52_21,18,湯城世紀領袖大樓區魔術大空間工業宅,桃園市中壢區中華路一段,電梯大樓,11.8年,建坪14.01,主9.87,3/11樓,#NAME?," 1.內壢站前商圈，寶雅&家樂福以及內壢成功市場生活一級棒!
2.使用空間大，二套廁所使用上不強碰!
3.近內壢日月光工廠以及工業區，就業機會多! ",永慶不動產新上,798,798,無
2025_10_16 23_52_28,19,桃園內壢華勛商圈低總價精緻華廈三房,桃園市中壢區新中北路二段,華廈,31.7年,建坪33.01,主+陽25.15,6/7樓,3房(室)2廳2衛," 1.近內壢榮安商圈、華勛商圈，幸福商場、自由聯盟超市，7-11，全聯
2.內壢火車站騎車8分鐘，開車15分鐘上內壢交流道，公車有到內壢八德
3.全室局部室內裝潢客廳及房間已配置好冷媒管線及排水多處細心配置開關插座，方便使用

 ",永慶不動產新上,898,898,無
2025_10_16 23_52_28,19,桃園內壢華勛商圈低總價精緻華廈三房,桃園市中壢區新中北路二段,華廈,31.7年,建坪33.01,主+陽25.15,6/7樓,3房(室)2廳2衛," 1.近內壢榮安商圈、華勛商圈，幸福商場、自由聯盟超市，7-11，全聯
2.內壢火車站騎車8分鐘，開車15分鐘上內壢交流道，公車有到內壢八德
3.全室局部室內裝潢客廳及房間已配置好冷媒管線及排水多處細心配置開關插座，方便使用

 ",永慶不動產新上,898,898,無
2025_10_16 23_52_28,19,A7【富宇上城】永久森林景觀三房車,桃園市龜山區文禾路,電梯大樓,1.5年,建坪46.88,主+陽25.39,21/24樓,3房(室)2廳2衛," 1.無敵森林景觀，俯瞰A8、A9。
2.高樓採光佳，通風佳。
3.近科技園區、郵政物流總部。
4.A7優質建商，富宇建設。
5.標準三房車，雙衛浴開窗。
 ",永義房屋新上,"2,198","2,198",含車位售價210萬元
2025_10_16 23_52_28,19,江南名園3房 近學區 零管理費 超低公設,桃園市蘆竹區五福六路,華廈,34.1年,建坪49.75,主+陽38.26,5/6樓,3房(室)2廳2衛," 1.臨完全中學、周邊商店林立、生活機能佳。
2.全區25戶、住戶優質單純、唯一轉售。
3.零管理費、超低公設23%。
4.一梯兩戶、梯間寬敞、方便進出。
5.格局佳、室內坪數大好規劃。
6.近林口交流道、交通便利。 ",永義房屋新上,"1,398","1,398",無
2025_10_16 23_52_28,19,近G01站 遠雄艾菲爾 稀有釋出 大坪數3房車,桃園市八德區豐德路,電梯大樓,12.5年,建坪62.61,主+陽34.51,4/19樓,3房(室)2廳2衛," 1. 多學區，孩子就學免煩惱
2. 八德重劃區大基地建案指標住宅
3. 公設：咖啡廳、游泳池、閱覽室、電影室、咖啡廳等，
4. 社區大門即可搭乘713A的公車站直達至永寧
5. 鄰近豐德公園、興豐公園，休閒散步好去處 ",永義房屋新上廁所有窗有天然瓦斯房間都有窗,"1,790","1,790",無
2025_10_16 23_52_28,19,大業寶山商圈四季水花園景觀三房車,桃園市桃園區民富十一街,電梯大樓,19.8年,建坪43.16,主+陽24.91,10/13樓,3房(室)2廳2衛," ﻿👉大業路.寶山街商圈美裝潢三房車
👉社區24小時管理：中庭花園,健身房,交誼廳,桌球室,撞球室..垃圾分類集中
👉大業路.寶山街.燦坤.屈臣氏.7-11.商家林立機能便利
👉寶山黃昏市場.全聯.自由聯盟採買便利
👉近國1.春日路.大業路.寶山街多班公車交通便捷 ",永義房屋新上,"1,538","1,538",無
2025_10_16 23_52_28,19, 八擴【遠雄艾菲爾】 3+1房車/高樓層景觀戶,桃園市八德區豐德路,電梯大樓,12.5年,建坪77.78,主+陽44.06,13/19樓,3房(室)2廳2衛," 1. 高樓層景觀戶，享有無限視野
2. 八德重劃區大基地建案指標住宅（基地面積達5千多坪）
3. 公設：咖啡廳、游泳池、閱覽室、電影室、咖啡廳等，
4. 社區大門即可搭乘713A的公車站直達至永寧
5. 鄰近豐德公園、興豐公園，休閒散步好去處 ",永義房屋新上,"2,880","2,880",無
2025_10_16 23_52_28,19,桃園八德近捷運佳瑞遊city優質三房車位,桃園市八德區仁德一路,電梯大樓,7.9年,建坪44.88,主+陽25.63,7/13樓,3房(室)1廳2衛," 真正的好物件，真心的推薦給您！
【﻿﻿★】
1.桃園捷運綠線(G02站)建設中
2.環境優美，交通便利，管理單純且完善
3.屋況新穎，好成家
歡迎來電預約鑑賞
公司備有更詳盡的物件資訊，方便您了解物件完整狀況
誠摯期待您的光臨，祝福您有美好的一天! ",永義房屋新上,"1,500","1,500",無
2025_10_16 23_52_28,19,南崁近台茂高樓層邊間景觀明亮成家四房車,桃園市蘆竹區南山路一段,電梯大樓,30.2年,建坪52.44,主+陽29.76,13/20樓,4房(室)2廳2衛," 南崁鄰近台茂購物中心 近學校 小朋友就學方便
社區24H警衛安全門禁管理
高樓層 景觀戶，邊間室内空間大，寛敞採光明亮通風好，天然瓦斯，平面車位
社區大門兩側就是7-11. 全家便利商店 周遭店家林立採買方便
社區大門旁就有公車站 開車約7分鐘可上南崁交流道 交通便利 成家電梯明亮好屋 ",有巢氏房屋新上有天然瓦斯房間都有窗,"1,380","1,380",無
2025_10_16 23_52_28,19,龍潭市區/近交流道/電梯美大3房,桃園市龍潭區健行路,華廈,31.0年,建坪35.12,主+陽22.20,6/6樓,#NAME?," 1.近交流道/台一省道,交通便利
2.正龍潭商圈/近龍潭市區,周邊商家林立,生活機能完善
3.近武漢國小/武漢國中,9年教 育免煩腦
4.前後陽台,室內採光通風良好
5.雙衛浴皆開窗
6.室內水電管線/衛浴/氣密窗/地板皆更新
7.一層僅2戶,出入單純安靜舒適
8.近桃園市立圖書館龍潭分館
9.近龍潭運動公園/永興公園
10.頂樓重作防水 售出附贈5年保固書
11.全新裝潢,即可入住
12.24小時警衛管理

 ",有巢氏房屋新上,718,718,無
2025_10_16 23_52_28,19,大湳商圈陸光國宅美三房+輪抽車位（已抽到）,桃園市八德區仁愛街,電梯大樓,25.9年,建坪41.05,主+陽28.22,7/13樓,3房(室)2廳2衛," 大湳精華地段正字號正三房，通風好、採光佳，未來將有桃園綠線G04、G05站
全室地板、廚房、廁所、陽台、水電曾翻新整理，屋況維護良好

鄰近八德生活置地廣場、大湳市場、全聯福利中心、美聯社，生活機能一級棒
社區車位兩年輪抽一次，現有抽到大車位+兩個機車位 ",有巢氏房屋新上,998,"1,088萬",無
2025_10_16 23_52_28,19,龜山.迴龍巴頓低樓層邊間成家三房美屋,桃園市龜山區萬壽路一段,公寓,48.5年,建坪22.62,主22.62,3/4樓,3房(室)2廳1衛," ﻿龜山近迴龍.龍華科大 台一甲線巴頓工業區
邊間 低樓層三樓 全新整理 前後大陽台室內空間寬敞 衛浴有開窗
環境寧靜 巷口就有出租停車場可租車位
走路約1分鐘有公車站牌.7-11便利商店
採買可到龍興街早市.龍華科大商圈 生活機能好 交通便利﻿ ",有巢氏房屋新上廁所有窗房間都有窗,738,738,無
2025_10_16 23_52_28,19,龜山幸福低樓層邊間明亮溫馨成家三房,桃園市龜山區幸福十五街,公寓,43.9年,建坪27.29,主+陽27.29,3/5樓,3房(室)2廳1衛," 稀有低樓層三樓邊間採光明亮通風
近幸福國中/幸福國小
環境寧靜前後陽台前陽台進出 格局方正
全新整理 水電管線更新 室內空間大 溫馨舒適 房間.衛浴有開窗附家具，床組
附近有一間7-11，兩間全家便利商店．超級市場周遭生活機能好
近龜山中興路商圈 店家林立 採買方便 直接可入住 成家好屋 機會不等人 把握購屋機會 ",有巢氏房屋新上廁所有窗房間都有窗,698,698,無
2025_10_16 23_52_28,19,八德魚中魚低樓層邊間明亮成家三房美屋,桃園市八德區中華路,公寓,42.4年,建坪26.92,主+陽26.92,2/5樓,3房(室)2廳2衛," 八德區中華路近麥當勞 鄰近魚中魚桃園八德店
稀有低樓層二樓 邊間 前後陽台 前陽台進出
全新整理 溫馨裝潢 室內空間大 寬敞舒適 雙衛浴
巷口就有全家邊利商店，周遭生活機能好 騎車約3分鐘可到愛買桃園店（依Google地圖標示）
低樓層二樓邊間 舒適溫馨的家 購屋好選擇 ",有巢氏房屋新上房間都有窗,868,868,無
2025_10_16 23_52_28,19,英雄鎮8樓三房,桃園市平鎮區新富二街,華廈,28.5年,建坪34.10,主+陽30.37,8/8樓,3房(室)2廳2衛," 未來平鎮火車站
全新整理、粉刷、衛浴、廚具更新
24小時警衛管理、垃圾集中整理
有天然瓦斯、水電線局部更新 ",台慶不動產新上,998,998,無
2025_10_16 23_52_28,19,新屋整新孝親四房,桃園市新屋區中華南路二段,透天厝,45.0年,建坪24.48,主24.48,1~2/2樓,4房(室)2廳4衛," 低總價透天
一樓孝親房長輩免爬樓梯
近31快速路、交通便利
門前停車出入方便
頂樓加蓋可做曬衣、儲藏等多功能空間使用 ",台慶不動產新上,758,758,無
2025_10_16 23_52_28,19,交流道旁中悦稀有四房車,桃園市楊梅區三元街,華廈,29.8年,建坪54.15,主+陽34.53,2/8樓,4房(室)2廳2衛," ◆楊梅交流道旁，中悅建設大利市富貴區，稀有四房平車
◆低樓層、屋況超美、採光明亮通風佳、建物方正，未來好規劃
◆鄰近中山高，開車約1分鐘即可上國道，交通好便捷免塞車
◆機能地段，愛買商圈、大全聯、生鮮便利店，採買好方便 ",台慶不動產新上,"1,298","1,298",無
2025_10_16 23_52_28,19,平鎮【隆邦達莊】稀有一樓+B1溫馨三房,桃園市平鎮區興隆路,公寓,30.0年,建坪31.06,主+平+陽16.49,B1~1/4樓,3房(室)2廳2衛," 低總價、月付輕鬆，用租房的預算輕鬆成家。
12年國教學區完整，子女就學沒煩惱。
距埔心車站約6-8分鐘，交通方便快速。
距中興路生活圈、四維商圈僅5-8分鐘，生活便利。
內部挑高、格局方正，適合小家庭入住。 ",台慶不動產新上,468,468,無
2025_10_16 23_52_28,19,復旦國小旁前後門大地坪透天厝,桃園市平鎮區廣平街,透天厝,47.3年,建坪32.57,主32.57,1~2/2樓,4房(室)2廳3衛," 格局方正, 增建3,4樓, 使用空間加倍, 靈活運用空間好規劃, 近新屋交流道, 南來北往生活出行好方便。
鄰近公園, 學區, 市區商圈,採買方便, 孩子上學優質學區在旁邊, 生活居住好選擇 。
大地坪,室內大,前後門,CP值高。

 ",永慶不動產新上,"1,880","1,880",無
2025_10_16 23_52_28,19,文七一街有車位三房三面採光公寓,桃園市龜山區文七一街,公寓,30.8年,建坪41.20,主+陽25.93,4/5樓,3房(室)2廳1衛," ⛪⛪⛪物件特色⛪⛪⛪
1.前後陽台，三面採光通風佳
2.稀有有平面車位的公寓
3.靜巷位置，生活舒適又不失便利
4.周邊生活機能成熟
5.距林口交流道僅約2公里，連接南北快速
6.近工四工業區
✨✨✨優質團隊✨✨✨
1.一家委託，永慶集團聯賣，物件最多、服務最好。
2.房價透明、資訊透明，科技服務，一鍵賞屋。
3.優質物件，業界知名品牌，買賣交易有保障。 ",永慶不動產新上,"1,100","1,100",無
2025_10_16 23_52_28,19,鼎藏富御二期3房雙車露臺戶,桃園市中壢區溪洲三街,電梯大樓,10.1年,建坪92.44,主+陽43.62,2/15樓,3房(室)2廳2衛," 近中壢火車站，交通便利
近中壢中正公園
標準大三房/雙套房/皆可放置雙人床/有個約定露臺空間好利用 ",永慶不動產新上,"3,188","3,188",無
2025_10_16 23_52_28,19,大皇冠整棟透天,桃園市大園區大觀路,透天厝,29.3年,建坪47.16,主+陽46.50,1~4/4樓,4房(室)2廳3衛," 1.1-4樓空間大好規劃
2.投資自住皆宜
3.交通便利,近大園草漯市區
4.近大園草漯雙商圈機能佳
5.小資成家第一首選
6.前院停車 ",永慶不動產新上,988,988,無
2025_10_16 23_52_28,19,英堡日朗兩房車,桃園市大園區科一街,電梯大樓,0.5年,建坪36.83,主+陽18.50,13/14樓,2房(室)2廳2衛," 1.鄰近學區，潮音國小。

2.近主幹道，大觀路，交通便捷，生活機能也較便利。
3.行車約11分至捷運大園站，自行開車有國道2號大園交流道。
4.鄰近全聯車型約4 分鐘，採買便利。
5.空屋未住，依自己喜好裝潢自己的夢想宅
6.邊間一套衛浴開窗，B1大車位

 ",永慶不動產新上,"1,138","1,138",無
2025_10_16 23_52_28,19,璟都凱悅輕裝潢隔間事務所,桃園市大園區溪福路,電梯大樓,0.7年,建坪40.84,主+陽22.00,2/14樓,2房(室)1廳1衛," 1.鄰近學區，潮音國小。
2.近主幹道，大觀路，交通便捷，生活機能也較便利。
3.行車約11分至捷運大園站，自行開車有國道2號大園交流道。
4.鄰近全聯車型約4 分鐘，採買便利。
5.社區16戶事務所，稀有釋出，輕裝潢做隔間規劃。

 ",永慶不動產新上,"1,098","1,098",無
2025_10_16 23_52_28,19,桃園中路特區合陽合仰邊間綠意3房車,桃園市桃園區慈文路,電梯大樓,6.1年,建坪51.55,主+陽25.66,3/12樓,3房(室)2廳2衛," ◎充滿溫度值得推薦的優質社區，24小時物業管理
◎社區常辦活動，與住戶同樂，溫馨就是家的感覺
◎邊間，面公園綠地，大棟距，通風採光超好
◎前後大陽台，雙衛浴開窗，溫馨美裝潢
◎格局方正，空間感十足，3房皆可放雙人床，
◎有低溫垃圾、廚餘集中櫃，乾淨無異味
◎每年全社區公共區域消毒及清潔工作，讓住戶享有高品質居住環境
◎樓下就有小公園，近大型風禾公園、全聯、慈文力行商圈、桃園交流道，周邊機能便利 ",永慶不動產新上,"2,280","2,280",無
2025_10_16 23_52_28,19,全新樂善妍低總價兩房車,桃園市龜山區文康街,華廈,3.6年,建坪26.61,主+陽15.36,4/8樓,2房(室)2廳1衛," ♥♥物件特色♥♥
﻿1
【林口・龜山 三捷運核心生活圈】
A7 體育大學站：新市鎮計畫推動，環境新穎，物流、科技產業進駐，適合首購與新興家庭。
A8 長庚醫院站：醫療、教育資源充足，生活機能便利，人口穩定。
A9 林口站：大型商圈與產業聚集，發展成熟，房市潛力強。 機捷直達雙北與桃園機場，重大建設與產業園區加持，區域增值空間大。 學有所教、職涯進階、安養無憂、便利樂活，讓每一位居民，無論處在人生哪個階段，都能在此安心落腳、精彩生活。 橫跨桃園龜山與新北林口，打造北台灣最具潛力的生活圈，是自住與投資的黃金地段首選。 ",永慶不動產新上,"1,198","1,198",含車位售價100萬元
2025_10_16 23_52_28,19,專任A7【大亮泊】住宅高樓遠景2房,桃園市龜山區文化一路,電梯大樓,#NAME?,建坪23.72,主14.37,23/29樓,2房(室)1廳1衛," 1.低總價，適合單身貴族、小倆口,預計2026第四季交屋
2.A7捷運700米，步行10分鐘,未來空橋計畫區，增值空間大
3.精品建材：廚具: BOSCH排油煙機＋IH感應爐＋嵌入式洗碗機 + Noblessa德國進口櫥櫃。衛浴: TOTO＋hansgrohe。室內地板、浴室地板、牆面，廚具櫃體、檯面，提供多種款式供消費者選擇，不另加價。【林口・龜山 三捷運核心生活圈】
A7 體育大學站：新市鎮計畫推動，環境新穎，物流、科技產業進駐，適合首購與新興家庭。
A8 長庚醫院站：醫療、教育資源充足，生活機能便利，人口穩定。
A9 林口站：大型商圈與產業聚集，發展成熟，房市潛力強。
機捷直達雙北與桃園機場，重大建設與產業園區加持，區域增值空間大。學有所教、職涯進階、安養無憂、便利樂活，讓每一位居民，無論處在人生哪個階段，都能在此安心落腳、精彩生活。橫跨桃園龜山與新北林口，打造北台灣最具潛力的生活圈，是自住與投資的黃金地段首選。 ",永慶不動產新上,"1,138","1,138",無
2025_10_16 23_52_28,19,【九揚威世紀】長庚A8核心地段超值大空間,桃園市龜山區文興路,電梯大樓,27.5年,建坪27.12,主+陽20.64,4/14樓,--房(室)2廳1衛," 🌟 稀有釋出｜地段難得，錯過不再有！
📍 長庚商業區中心｜生活圈完整，餐飲、超商、銀行一應俱全
🏙 周遭店家林立｜商機聚集、人潮穩定，機能超便利
☀️ 邊間採光通風佳｜自然光充足、對流好、住起來更舒服
🚻 稀有廁所開窗｜衛浴通風無潮濕，少見高規格設計
💼 多元用途｜投資、置產、自用、工作室皆宜 ",永慶不動產新上,"1,198","1,198",無
2025_10_16 23_52_28,19,羅丹大有學區高樓邊間採光3房,桃園市桃園區大有路,電梯大樓,32.2年,建坪33.26,主+陽25.69,13/16樓,3房(室)2廳2衛,"   羅丹藝術家1期, 社區位於桃園大有路與寶山街交界處, 實屬最具生活機能的中心圈,
  臨近大有國中小學區, 寶山街口公車站, 家樂福超市,
  以上提及地點僅需5~10分鐘即可抵達,
  駕車10~15紛爭可抵達中山高桃園交流道,與機場支線南桃園交流道。
  大有路視野第一排景觀戶, 高樓採光, 廳堂明亮，
  格局方正, 邊間優勢, 通風對流相對良好,
  門禁管理森嚴, 有24小時警衛, 社區整體環境好。
  少有高樓邊間3房釋出, 小家庭/ 首購族 首選, 歡迎詢問與蒞臨賞屋！
 ",永慶不動產新上,"1,168","1,288萬",無
2025_10_16 23_52_28,19,大園威泰電梯4樓,桃園市大園區自立二街,華廈,7.2年,建坪21.16,主+陽17.96,4/5樓,2房(室)2廳2衛," 1.屋齡新,屋況佳,採光通風好
2.稀有低總價2房2衛
3.衛浴皆有對外窗
4.有垃圾子母車,不用等垃圾車 ",永慶不動產新上,658,658,無
