抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/95709C?breadcrumb=list,金華商圈大坪好宅平車,台南市中西區金華路三段,華廈,39.1年,建坪 46.49,主 + 陽23.04,5樓/5樓,5房2廳3衛(含加蓋3房1衛),有裝潢有景觀前後陽台有 165 人也在關注這間👀,"1,588萬","1,268","1,588萬1,268萬",坡道平面車位
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/6552KJ?breadcrumb=list,近碳佐麻里４樓寓,台南市南區中華西路一段,公寓,42.6年,建坪 28.21,主 + 陽26.32,4樓/5樓,3房2廳2衛,有景觀前後陽台有陽台有 99 人也在關注這間👀,488萬,488,488萬,
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/6012YS?breadcrumb=list,漁人碼頭旁美裝潢華夏,台南市安平區育平九街,華廈,31.5年,建坪 36.76,主 + 陽27.02,6樓/6樓,3房2廳2衛,有裝潢前後陽台有陽台有 1196 人也在關注這間👀,850萬,850,850萬,
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/1038CJ?breadcrumb=list,南科首選質感美妝店住,台南市永康區永二街,別墅/透天,28.1年,建坪 53.62,主 + 陽52.05,1-4樓/4樓,4房2廳3衛1室(含加蓋1室),有裝潢有景觀有陽台有 314 人也在關注這間👀,"2,380萬","1,880","2,380萬1,880萬",其他
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/0782MM?breadcrumb=list,商６０雙車朝南傳統別墅,台南市安南區北安路二段,別墅/透天,11.6年,建坪 54.62,主 + 陽54.62,1-4樓/4樓,4房2廳5衛(含加蓋1衛),有裝潢前後陽台有陽台有 977 人也在關注這間👀,"2,968萬","2,588","2,968萬2,588萬",其他
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/8115KU?breadcrumb=list,鄭仔寮の面寬質感雙車墅,台南市北區文成二路,別墅/透天,19.4年,建坪 64.41,主 + 陽58.96,1-4樓/4樓,6房2廳4衛,有裝潢有陽台廁所開窗有 807 人也在關注這間👀,"2,450萬","2,388","2,450萬2,388萬",其他
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/6125JZ?breadcrumb=list,佃西重劃區大面寬車墅,台南市安南區安佃七街,別墅/透天,2.7年,建坪 56.29,主 + 陽48.46,1-3樓/3樓,5房2廳3衛,有裝潢有陽台廁所開窗有 3272 人也在關注這間👀,"1,950萬","1,850","1,950萬1,850萬",
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/5388BT?breadcrumb=list,南區福吉透天店住,台南市南區福吉路,透天/店面,45.6年,建坪 102.34,主建物89.69,B1-4樓/4樓,9房2廳7衛2室(含加蓋2房2衛),有裝潢有景觀前後陽台有 538 人也在關注這間👀,"2,668萬","2,188","2,668萬2,188萬",
2025_11_24 13_28_48,42,https://www.sinyi.com.tw//buy/house/5752ZM?breadcrumb=list,安平運河旁庭院透天,台南市安平區安平路,透天,50.8年,建坪 55.07,主建物55.07,1-3樓/3樓,7房2廳3衛,前後陽台有陽台房間皆有窗有 382 人也在關注這間👀,"2,188萬","1,750","2,188萬1,750萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/0435DZ?breadcrumb=list,承學ＷＥ八樓三房車位,台南市安平區平通路,華廈,0.7年,建坪 32.94,主 + 陽18.96,8樓/10樓,3房2廳2衛,廁所開窗警衛管理具垃圾處理有 288 人也在關注這間👀,"1,150萬","1,150","1,150萬",其他
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/1456US?breadcrumb=list,海景．高樓層樓中樓含車位,台南市安平區慶平路,大樓,26.8年,建坪 52.77,主 + 陽33.76,21-22樓/24樓,4房3廳2衛(含加蓋1房),有裝潢有景觀有陽台有 350 人也在關注這間👀,898萬,898,898萬,坡道機械車位
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/3016XC?breadcrumb=list,長榮路文青宅,台南市北區長榮路五段,透天,54.0年,建坪 24.9,主建物24.9,1-2樓/2樓,2房2廳2衛(含加蓋1衛),有裝潢有陽台廁所開窗有 1336 人也在關注這間👀,988萬,938,988萬938萬,
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/3634MD?breadcrumb=list,台南回憶！康樂神農名店,台南市中西區康樂街,店面/透天,33.6年,建坪 16.42,主建物11.82,1-2樓/2樓,3房2廳3衛(含加蓋2房2廳2衛),廁所開窗房間皆有窗近公園有 399 人也在關注這間👀,"1,250萬","1,111","1,250萬1,111萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/1033AR?breadcrumb=list,面永康國小景觀稀有釋出,台南市永康區永正路,華廈,30.0年,建坪 34.25,主 + 陽24.38,7樓/8樓,2房2廳2衛,有裝潢有陽台房間皆有窗有 368 人也在關注這間👀,735萬,735,735萬,
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/6826NY?breadcrumb=list,歸仁｜近黃昏市場美妝透天,台南市歸仁區文化北街,別墅/透天,46.3年,建坪 29.65,主建物26.02,1-2樓/2樓,4房1廳5衛(含加蓋2房3衛),有裝潢前後陽台有陽台有 540 人也在關注這間👀,"1,488萬","1,198","1,488萬1,198萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/2159ZF?breadcrumb=list,同安路雙車庫好大間金店面,台南市安南區同安路,店面/透天,33.1年,建坪 94.65,主 + 陽59.54,B1-4樓/4樓,4房4廳4衛(含加蓋1衛),有陽台廁所開窗房間皆有窗有 210 人也在關注這間👀,"2,680萬","2,180","2,680萬2,180萬",坡道平面車位
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/0069DY?breadcrumb=list,日式庭院４房空間,台南市安南區海佃路三段,透天,15.9年,建坪 51.23,主 + 陽51.22,1-2樓/2樓,4房3廳3衛,有裝潢前後陽台有陽台有 580 人也在關注這間👀,"2,950萬","2,380","2,950萬2,380萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/9095ND?breadcrumb=list,霸景！北區高樓質感雙車宅桂花鄉,台南市北區開元路,大樓,25.0年,建坪 59.2,主 + 陽31.07,14樓/14樓,4房2廳4衛(含加蓋2房),有裝潢有陽台房間皆有窗有 439 人也在關注這間👀,"1,780萬","1,598","1,780萬1,598萬",兩個以上車位
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/3693BC?breadcrumb=list,［透天］德高面公園透天,台南市東區德祥街,透天,44.2年,建坪 47.16,主 + 陽40.29,B1-3樓/3樓,5房3廳4衛(含加蓋1房1廳2衛),有裝潢有景觀廁所開窗有 1522 人也在關注這間👀,"1,988萬","1,480","1,988萬1,480萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/1553XS?breadcrumb=list,家專天地優質套房有車位,台南市永康區新民街,華廈,31.9年,建坪 22.03,主 + 陽6.98,9樓/9樓,1房1衛,警衛管理具垃圾處理花園有 108 人也在關注這間👀,498萬,498,498萬,兩個以上車位
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/2415YC?breadcrumb=list,伯爵大樓清新小套房,台南市安平區安平路,套房,43.8年,建坪 7.58,主建物5.16,3樓/7樓,1房1衛,有裝潢房間皆有窗具垃圾處理有 382 人也在關注這間👀,268萬,268,268萬,
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/1429BZ?breadcrumb=list,裕農商圈‧雙層大空間樓店南府天廈,台南市東區裕農路,店面,33.2年,建坪 51.55,主 + 陽44.51,1-3樓/14樓,3房2廳2衛,廁所開窗房間皆有窗警衛管理有 302 人也在關注這間👀,"1,168萬",998,"1,168萬998萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/5493NU?breadcrumb=list,太子大學城一樓大空間太子大學城,台南市北區長榮路四段,公寓/店面,39.9年,建坪 53.98,主 + 陽38.36,1樓/5樓,6房2廳2衛(含加蓋3房1衛),有裝潢有陽台房間皆有窗有 198 人也在關注這間👀,"1,480萬","1,280","1,480萬1,280萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/1042XN?breadcrumb=list,景觀佳大空間平車美居寓見海,台南市安平區育平路,大樓,12.0年,建坪 48.83,主 + 陽26.72,10樓/14樓,4房2廳2衛1室(含加蓋2房1室),前後陽台有陽台房間皆有窗有 310 人也在關注這間👀,"1,480萬","1,338","1,480萬1,338萬",坡道平面車位
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/7239TK?breadcrumb=list,白玉無瑕霸氣☆車庫金店住,台南市永康區中正南路,店面/透天,1.7年,建坪 124.19,主 + 陽111.28,1-4樓/4樓,3房2廳6衛,有裝潢前後陽台有陽台有 130 人也在關注這間👀,"5,580萬","4,500","5,580萬4,500萬",其他
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/7608JL?breadcrumb=list,經典大地坪金店面,台南市安平區慶平路,店面/透天,20.8年,建坪 104.49,主 + 陽92.95,1-4樓/4樓,4房5廳6衛(含加蓋2廳),有裝潢有陽台房間皆有窗有 96 人也在關注這間👀,"4,950萬","3,800","4,950萬3,800萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/4348SF?breadcrumb=list,建平七街面公園角窗車墅,台南市安平區建平七街,別墅/透天,2.2年,建坪 84.82,主 + 陽84.82,1-4樓/4樓,5房2廳6衛,廁所開窗近公園近市場有 1231 人也在關注這間👀,"3,780萬","3,780","3,780萬",一樓平面車位
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/5119AT?breadcrumb=list,近河樂廣場古風老宅,台南市中西區大勇街,店面/透天,62.5年,建坪 18.99,主建物15.59,1-2樓/2樓,4房2廳2衛(含加蓋2房1廳2衛),有裝潢房間皆有窗近公園有 284 人也在關注這間👀,"1,980萬","1,580","1,980萬1,580萬",
2025_11_24 13_29_01,43,https://www.sinyi.com.tw//buy/house/1739AD?breadcrumb=list,建興學區｜大空間平車美寓,台南市中西區健康路一段,公寓,40.3年,建坪 40.4,主 + 陽27.5,5樓/5樓,4房3廳3衛(含加蓋1房1廳1衛),前後陽台有陽台近公園有 321 人也在關注這間👀,938萬,888,938萬888萬,坡道平面車位
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/9775JC?breadcrumb=list,承學ＷＥ全新九樓三房車位,台南市安平區平通路,華廈,0.7年,建坪 32.92,主 + 陽18.94,9樓/10樓,3房2廳2衛,廁所開窗警衛管理具垃圾處理有 171 人也在關注這間👀,"1,180萬","1,180","1,180萬",其他
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/18953T?breadcrumb=list,金鑽透天㊣財富大苑,台南市安平區平豐路,透天,33.5年,建坪 54.39,主 + 陽51.58,1-3樓/3樓,4房2廳3衛,有裝潢前後陽台有陽台有 327 人也在關注這間👀,"1,780萬","1,368","1,780萬1,368萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/2744ZP?breadcrumb=list,㊣東興路吃市金店住成大書香,台南市東區東興路,店面/華廈,40.3年,建坪 42.72,主 + 陽36.37,1-2樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 355 人也在關注這間👀,"1,580萬","1,380","1,580萬1,380萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/9558FP?breadcrumb=list,實踐書香可出租美透,台南市北區實踐街,透天,51.8年,建坪 26.61,主建物26.61,1-2樓/2樓,7房3衛(含加蓋2房1衛),有裝潢廁所開窗近公園有 1532 人也在關注這間👀,738萬,599,738萬599萬,
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/3631VC?breadcrumb=list,國泰建設傳統式美透天,台南市仁德區大同路三段,透天,28.5年,建坪 52.74,主 + 陽51.1,1-4樓/4樓,4房2廳3衛,有裝潢前後陽台有陽台有 8258 人也在關注這間👀,"1,380萬","1,380","1,380萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/0340PS?breadcrumb=list,㊣東區大地坪面寬庭院透天,台南市東區中華東路三段,透天,51.1年,建坪 44.43,主 + 陽42.04,1-2樓/2樓,4房3廳3衛(含加蓋1衛),有裝潢有陽台廁所開窗有 542 人也在關注這間👀,"6,000萬","4,980","6,000萬4,980萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/0619DC?breadcrumb=list,南科ＬＭ大創世紀大面寬透,台南市善化區善新西路,透天,10.6年,建坪 77.14,主 + 陽69.04,1-3樓/3樓,5房2廳5衛,有裝潢前後陽台有陽台有 85 人也在關注這間👀,"4,680萬","3,980","4,680萬3,980萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/8118UM?breadcrumb=list,善化｜面寬朝南景觀豪邸,台南市善化區公園路,店面/透天,3.4年,建坪 161.79,主 + 陽147.81,1-3樓/3樓,1房4廳1衛,毛胚屋廁所開窗有2D/3D看屋有 125 人也在關注這間👀,"12,800萬","9,888","12,800萬9,888萬",其他
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/5543DC?breadcrumb=list,走路到南紡優質透天厝,台南市東區中華東路一段,透天,50.4年,建坪 27.33,主建物27.33,1-2樓/2樓,3房2廳2衛(含加蓋1衛),廁所開窗房間皆有窗近公園有 328 人也在關注這間👀,"1,688萬","1,568","1,688萬1,568萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/8308XK?breadcrumb=list,北園｜漫步生活美透,台南市北區北園街,透天,48.3年,建坪 28.44,主建物28.44,1-2樓/2樓,5房4廳2衛(含加蓋2房1廳1衛),有裝潢前後陽台有陽台有 115 人也在關注這間👀,"1,368萬","1,368","1,368萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/4293UH?breadcrumb=list,近勝利國小傳統格局透天,台南市永康區勝利街,透天,43.4年,建坪 26.37,主 + 陽22.75,1-2樓/2樓,4房1廳2衛(含加蓋2房1衛),有裝潢前後陽台有陽台有 732 人也在關注這間👀,"1,150萬",988,"1,150萬988萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/4219RX?breadcrumb=list,南科小新營溫馨美妝透天,台南市善化區小新營,透天,28.8年,建坪 195.44,主 + 陽195.43,1-5樓/5樓,4房5廳7衛3室(含加蓋1廳),有裝潢前後陽台有陽台有 124 人也在關注這間👀,"3,998萬","3,680","3,998萬3,680萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/48153X?breadcrumb=list,成大商圈活巷透天,台南市北區南園街,透天,54.3年,建坪 22.94,主 + 陽22.95,1-2樓/2樓,3房2廳2衛,有陽台廁所開窗近公園有 633 人也在關注這間👀,928萬,868,928萬868萬,
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/2652JF?breadcrumb=list,後鄰公園｜亞航透天,台南市仁德區亞航街,別墅/透天,48.1年,建坪 24.56,主建物21.1,1-2樓/2樓,5房2廳2衛(含加蓋2房),有裝潢前後陽台有陽台有 316 人也在關注這間👀,958萬,810,958萬810萬,
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/8077NG?breadcrumb=list,【草湖寮】約１５米路店透,台南市安南區大安街,店面/透天,37.9年,建坪 50,主 + 陽39.17,1-2樓/2樓,5房2廳4衛(含加蓋3房2衛),有裝潢前後陽台有陽台有 548 人也在關注這間👀,"1,650萬","1,388","1,650萬1,388萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/5485PH?breadcrumb=list,大興街水噹噹車庫透天,台南市北區大興街,透天,31.4年,建坪 66.53,主 + 陽58.27,1-3樓/3樓,5房3廳6衛(含加蓋1房1廳1衛),有裝潢前後陽台有陽台有 472 人也在關注這間👀,"2,980萬","2,480","2,980萬2,480萬",其他
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/4085XM?breadcrumb=list,景泰然１－２樓店面！,台南市安平區建平八街,店面,1.8年,建坪 66.46,主 + 陽46.51,1-2樓/15樓,2廳1衛,警衛管理近公園近市場有 107 人也在關注這間👀,"6,880萬","6,880","6,880萬",
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/1243RR?breadcrumb=list,百貨生活圈．北區電梯車墅,台南市北區旭日街,別墅/透天,1.9年,建坪 78.21,主 + 陽71.8,1-4樓/4樓,6房2廳7衛(含加蓋1衛),有裝潢前後陽台有陽台有 528 人也在關注這間👀,"3,868萬","3,280","3,868萬3,280萬",其他
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/5844VS?breadcrumb=list,【前進南科】歐風莊園豪邸,台南市麻豆區客子寮,別墅/透天,18.9年,建坪 76.32,主 + 陽56.33,B1-3樓/3樓,4房2廳3衛1室(含加蓋1室),有裝潢前後陽台有陽台有 261 人也在關注這間👀,"2,180萬","1,798","2,180萬1,798萬",其他
2025_11_24 13_29_14,44,https://www.sinyi.com.tw//buy/house/4269KY?breadcrumb=list,亞伯巷清新三樓寓,台南市東區東安路,公寓,42.7年,建坪 28.7,主 + 陽24.94,3樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 524 人也在關注這間👀,788萬,788,788萬,
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/2477SB?breadcrumb=list,中西區｜民族路二段金店面,台南市中西區民族路二段,店面/透天,59.0年,建坪 56.28,主建物52.47,1-3樓/3樓,4房5廳2衛,有裝潢近公園近市場有 173 人也在關注這間👀,"3,680萬","3,288","3,680萬3,288萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/6963NM?breadcrumb=list,正中山路熊夯臨路金讚透店,台南市仁德區中山路,店面,52.1年,建坪 24.61,主建物24.61,1-2樓/2樓,7房1廳2.5衛(含加蓋4房2.5衛),前後陽台有陽台廁所開窗有 41 人也在關注這間👀,"2,588萬","1,980","2,588萬1,980萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/2266SH?breadcrumb=list,史博館朝南電梯雙車豪墅,台南市安南區環館路,別墅/透天,10.1年,建坪 153.61,主 + 陽144.92,1-4樓/4樓,3房4廳4衛1室,有裝潢有景觀前後陽台有 341 人也在關注這間👀,"4,988萬","4,388","4,988萬4,388萬",其他
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/2395WH?breadcrumb=list,水交社上新光邊間讚店住上新光,台南市南區大成路一段,店面/大樓,8.1年,建坪 95.36,主 + 陽61.73,1-2樓/14樓,2房3廳2衛(含加蓋2房),三角窗有裝潢警衛管理有 80 人也在關注這間👀,"4,380萬","3,980","4,380萬3,980萬",坡道平面車位
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/8657JY?breadcrumb=list,新市市中心懷舊透天,台南市新市區和平街,透天,41.2年,建坪 33.6,主 + 陽33.59,1-2樓/2樓,3房2廳2衛(含加蓋1廳),有裝潢有陽台廁所開窗有 105 人也在關注這間👀,950萬,950,950萬,其他
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/14568B?breadcrumb=list,安平｜育平路優質經典店面,台南市安平區育平路,店面/透天,31.6年,建坪 135.26,主 + 陽129.21,1-5樓/5樓,5房2廳6衛,前後陽台有陽台房間皆有窗有 47 人也在關注這間👀,"3,650萬","3,650","3,650萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/1968GH?breadcrumb=list,近北區三代同堂美透天,台南市安南區安和路一段,透天,44.8年,建坪 31.01,主建物31.01,1-2樓/2樓,7房2廳3衛(含加蓋5房1衛),有裝潢有陽台廁所開窗有 360 人也在關注這間👀,"2,388萬","2,188","2,388萬2,188萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/2598BN?breadcrumb=list,愛琴海景１６樓,台南市安平區國平北路,大樓,0.6年,建坪 27.9,主 + 陽15.67,16樓/34樓,2房2廳1衛,警衛管理具垃圾處理健身房有 38 人也在關注這間👀,998萬,998,998萬,坡道機械車位
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/5412DV?breadcrumb=list,正鹽洲二街傳家店住,台南市永康區鹽洲二街,店面/透天,33.2年,建坪 63.47,主 + 陽59.65,1-4樓/4樓,8房3廳3衛2室(含加蓋3房2廳),前後陽台有陽台房間皆有窗有 290 人也在關注這間👀,"1,680萬","1,398","1,680萬1,398萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/60089Q?breadcrumb=list,復國路角窗店霸,台南市永康區復國一路,店面/透天,12.8年,建坪 98.16,主 + 陽84.5,1-3樓/3樓,5房5廳5.5衛(含加蓋3房2廳2衛),三角窗有裝潢廁所開窗有 83 人也在關注這間👀,"6,980萬","4,880","6,980萬4,880萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/6928UC?breadcrumb=list,㊣中山北路收租傳家店宿,台南市永康區中山北路,店面,29.2年,建坪 98.95,主 + 陽93.45,1-5樓/5樓,7房2廳8衛(含加蓋1房2衛),有裝潢廁所開窗近公園有 40 人也在關注這間👀,"2,880萬","2,380","2,880萬2,380萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/9183PK?breadcrumb=list,近成功路正金華路店面透天,台南市中西區金華路四段,店面/透天,40.9年,建坪 83.08,主 + 陽76.45,1-5樓/5樓,7房3廳5衛,有裝潢有陽台房間皆有窗有 169 人也在關注這間👀,"2,850萬","2,388","2,850萬2,388萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/4947CD?breadcrumb=list,百貨生活圈．靜巷電梯車墅,台南市北區旭日街,別墅/透天,1.9年,建坪 72.65,主 + 陽67.51,1-4樓/4樓,6房2廳7衛(含加蓋1衛),有裝潢前後陽台有陽台有 384 人也在關注這間👀,"3,798萬","3,280","3,798萬3,280萬",其他
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/7336KR?breadcrumb=list,安平近市府小家樓中樓歡喜樓,台南市安平區建平五街,華廈,30.4年,建坪 29.21,主 + 陽20.17,6樓/6樓,5房2廳2衛(含加蓋2房),有裝潢有景觀前後陽台有 346 人也在關注這間👀,738萬,698,738萬698萬,
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/9899HR?breadcrumb=list,東風木香質感大器別墅,台南市安平區府平路,別墅/透天,19.7年,建坪 82.94,主 + 陽74.87,1-5樓/5樓,5房2廳5衛,近公園近市場有2D/3D看屋有 696 人也在關注這間👀,"2,580萬","2,580","2,580萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/2982DG?breadcrumb=list,正東區追夢金店面,台南市東區府連東路,店面/透天,34.5年,建坪 29.1,主建物20.16,1-4樓/4樓,4房1廳4衛(含加蓋1廳4衛),有裝潢廁所開窗房間皆有窗有 383 人也在關注這間👀,"1,280萬","1,088","1,280萬1,088萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/8315JQ?breadcrumb=list,南科｜邊間質感雙車別墅,台南市善化區茄拔,透天,10.9年,建坪 53.1,主 + 陽47.95,1-3樓/3樓,4房2廳4衛,有裝潢前後陽台有陽台有 233 人也在關注這間👀,"1,598萬","1,598","1,598萬",兩個以上車位
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/5248WH?breadcrumb=list,復興學區次頂樓三房平車台南奇蹟,台南市東區自由路三段,華廈,31.1年,建坪 33.07,主 + 陽18.34,9樓/10樓,3房2廳2衛(含加蓋2房),有裝潢有景觀有陽台有 132 人也在關注這間👀,888萬,888,888萬,坡道平面車位
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/0997XP?breadcrumb=list,文元及第·公園樓店面文元及第-公園樓,台南市北區文成三路,店面/大樓,4.4年,建坪 29.26,主建物12.9,1樓/14樓,1房1廳2衛(含加蓋1房),有裝潢有景觀房間皆有窗有 92 人也在關注這間👀,"1,980萬","1,980","1,980萬",
2025_11_24 13_29_27,45,https://www.sinyi.com.tw//buy/house/4055ZS?breadcrumb=list,恬靜·淡雅·離囂·不離城太子綠世紀,台南市安南區環館北路,別墅/透天,17.0年,建坪 75.76,主 + 陽69.15,1-4樓/4樓,4房2廳4衛1室,有裝潢有景觀有陽台有 137 人也在關注這間👀,"2,388萬","2,388","2,388萬",其他
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/4102DC?breadcrumb=list,虎尾寮仰哲電梯透天,台南市東區裕孝路,透天,1.6年,建坪 61.28,主 + 陽46.06,1-5樓/5樓,7房2廳8.5衛(含加蓋2房1廳5衛),毛胚屋廁所開窗房間皆有窗有 1052 人也在關注這間👀,"4,580萬","3,980","4,580萬3,980萬",一樓平面車位
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/1207TB?breadcrumb=list,大日坎城小資美居大日坎城,台南市永康區南工街,大樓,28.2年,建坪 25.19,主建物--,B1-1樓/11樓,3房1廳2衛(含加蓋2房1衛),有裝潢有陽台廁所開窗有 344 人也在關注這間👀,538萬,538,538萬,
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/9916FB?breadcrumb=list,近安平國中裝潢美墅,台南市安平區育平九街,透天,38.8年,建坪 50.95,主 + 陽49.15,1-3樓/3樓,5房2廳3衛2室(含加蓋2房1廳),有裝潢有陽台廁所開窗有 262 人也在關注這間👀,"2,360萬","1,998","2,360萬1,998萬",其他
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/9682RC?breadcrumb=list,荷蘭澄園溫馨裝潢店住荷蘭澄園,台南市東區仁東街,店面/大樓,27.2年,建坪 41.24,主 + 陽34.53,1-2樓/12樓,2房2廳2衛,有裝潢有景觀前後陽台有 214 人也在關注這間👀,"1,398萬","1,398","1,398萬",
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/5006GU?breadcrumb=list,【觀雲】霸景平車豪邸觀雲乙區,台南市永康區中華二路,大樓,33.2年,建坪 85.72,主 + 陽67.5,17-18樓/20樓,5房3廳3衛,有裝潢有景觀前後陽台有 66 人也在關注這間👀,"1,888萬","1,888","1,888萬",坡道平面車位
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/2184CX?breadcrumb=list,鄭仔寮｜橘郡花園雙車美墅,台南市北區文成路,別墅/透天,22.7年,建坪 68.12,主 + 陽64.06,1-4樓/4樓,6房2廳4衛(含加蓋2房),有裝潢前後陽台有陽台有 797 人也在關注這間👀,"2,488萬","2,180","2,488萬2,180萬",一樓平面車位
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/5286VG?breadcrumb=list,北園街約六米路透天,台南市北區北園街,透天,43.4年,建坪 58.93,主 + 陽47.48,B1-3樓/3樓,4房2廳3衛(含加蓋1衛),有裝潢近公園近市場有 270 人也在關注這間👀,"1,988萬","1,680","1,988萬1,680萬",
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/0554ZC?breadcrumb=list,面南紡浩瀚無極Ａ１四房,台南市東區平實路,大樓,預售,建坪 71.15,主+附 41.68,10樓/28樓,4房2廳3衛,毛胚屋有景觀房間皆有窗有 184 人也在關注這間👀,"4,388萬","3,988","4,388萬3,988萬",坡道平面車位
2025_11_24 13_29_39,46,https://www.sinyi.com.tw//buy/house/1036JM?breadcrumb=list,健康路超氣派店霸,台南市南區健康路二段,店面/別墅/透天,4.3年,建坪 273.06,主 + 陽263.38,1-4樓/4樓,4房6廳11衛(含加蓋1房1廳2衛),前後陽台有陽台廁所開窗有 295 人也在關注這間👀,"10,888萬","9,388","10,888萬9,388萬",一樓平面車位
