抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,,,,
2025_11_21 18_04_24,37,https://www.sinyi.com.tw//buy/house/42759H?breadcrumb=list,千琚美精品兩房,台北市北投區大同街,其它/大樓,--,建坪 24.72,主 + 陽15.67,13樓/18樓,2房1廳1衛,有景觀有陽台房間皆有窗有 435 人也在關注這間👀,3200萬,"3,200",3200萬,坡道平面車位,,,,,
2025_11_21 18_04_24,37,https://www.sinyi.com.tw//buy/house/2656FB?breadcrumb=list,安和新力精品大四房新力大廈,台北市大安區安和路一段,大樓,48.8年,建坪 46.83,主 + 陽41.14,3樓/12樓,4房2廳2衛,有裝潢前後陽台有陽台有 339 人也在關注這間👀,5999萬,"5,999",5999萬,,,,,,
2025_11_21 18_04_25,37,https://www.sinyi.com.tw//buy/house/2699CU?breadcrumb=list,近捷運低總價三房,台北市大安區富陽街,公寓,48.6年,建坪 28.35,主 + 陽28.35,4樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 146 人也在關注這間👀,1880萬,"1,880",1880萬,,,,,,
2025_11_21 18_04_25,37,https://www.sinyi.com.tw//buy/house/6838LU?breadcrumb=list,湖畔庭園２樓稀有釋出湖畔庭園,台北市內湖區大湖山莊街,公寓,38.5年,建坪 30.12,主 + 陽27.22,2樓/5樓,3房2廳2衛,前後陽台有陽台具垃圾處理有 1670 人也在關注這間👀,1980萬,"1,980",1980萬,,,,,,
2025_11_21 18_04_25,37,https://www.sinyi.com.tw//buy/house/6448VF?breadcrumb=list,大中山龍江面寬店辦,台北市中山區龍江路,辦公/店面,45.1年,建坪 72.76,主建物57.11,1樓/7樓,3房2廳1衛,有裝潢有景觀警衛管理有 161 人也在關注這間👀,6800萬,"6,800",6800萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/9910RG?breadcrumb=list,福德邊間採光美寓,台北市信義區福德街,公寓,41.8年,建坪 29.92,主 + 陽26.52,5樓/5樓,5房3廳2.5衛(含加蓋3房1廳1衛),有景觀廁所開窗近公園有 266 人也在關注這間👀,2280萬,"2,280",2280萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/9978QB?breadcrumb=list,稀有邊間公寓一樓,台北市文山區景福街,公寓,43.5年,建坪 52.03,主建物24.45,B1-1樓/6樓,3房2廳2衛,有裝潢廁所開窗近公園有 650 人也在關注這間👀,2350萬,"2,350",2350萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/5154PY?breadcrumb=list,師大夜市❤️收租金店面,台北市大安區龍泉街,店面,53.2年,建坪 8.33,主 + 陽8.34,1樓/4樓,1廳1衛(含加蓋1衛),有裝潢有陽台近公園有 127 人也在關注這間👀,2480萬,"2,480",2480萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/11558S?breadcrumb=list,忠孝延吉巨蛋人潮金店面,台北市大安區延吉街,店面,49.0年,建坪 19.88,主建物15.17,1樓/7樓,1廳1衛1室(含加蓋1室),有裝潢具垃圾處理近公園有 76 人也在關注這間👀,4780萬,"4,780",4780萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/89607Q?breadcrumb=list,莊敬★純一樓店面★七米寬,台北市信義區莊敬路,店面/公寓,50.0年,建坪 27.84,主建物18.75,1樓/4樓,3房2廳1衛(含加蓋1衛),有裝潢廁所開窗近公園有 213 人也在關注這間👀,3980萬,"3,980",3980萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/2279LH?breadcrumb=list,一層一戶典雅美寓,台北市士林區中山北路六段,公寓,42.1年,建坪 39.05,主 + 陽37.42,3樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 661 人也在關注這間👀,2788萬,"2,788",2788萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/7467NV?breadcrumb=list,專任佳園溫州電梯美邸佳園大廈,台北市大安區溫州街,華廈,39.2年,建坪 43.3,主 + 陽37.94,2樓/7樓,3房2廳2衛,有裝潢近公園近市場有 1862 人也在關注這間👀,4330萬,"4,330",4330萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/4458QL?breadcrumb=list,美麗校園旁２房,台北市中山區農安街,公寓,57.1年,建坪 14.65,主建物14.65,2樓/3樓,2房1廳1衛,有裝潢有陽台廁所開窗有 2850 人也在關注這間👀,1380萬,"1,380",1380萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/3143QD?breadcrumb=list,松江民生．捷運店辦,台北市中山區吉林路,店面/辦公,56.3年,建坪 24.15,主建物24.15,1樓/4樓,2房2廳1衛,廁所開窗近公園近捷運有 344 人也在關注這間👀,2880萬,"2,880",2880萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/38750W?breadcrumb=list,湖水裔精美二房湖水裔,台北市內湖區文德路,大樓/辦公,15.7年,建坪 38.19,主 + 陽14.71,2樓/12樓,2房2廳1衛,有裝潢有景觀有陽台有 677 人也在關注這間👀,2480萬,"2,480",2480萬,坡道平面車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/75062L?breadcrumb=list,東門捷運坡機新屋PARK259,台北市中正區信義路二段,大樓,7.4年,建坪 42.82,主 + 陽21.04,11樓/14樓,2廳1衛,有裝潢有景觀有陽台有 419 人也在關注這間👀,6388萬,"6,388",6388萬,兩個以上車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/5147NM?breadcrumb=list,彩色羅馬好美高樓兩房彩色羅馬,台北市南港區東明街,華廈,16.2年,建坪 34.24,主 + 陽18.43,8樓/9樓,2房2廳1衛,警衛管理具垃圾處理健身房有 409 人也在關注這間👀,3400萬,"3,400",3400萬,坡道機械車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/6981DH?breadcrumb=list,北安路一層一戶住辦華廈,台北市中山區北安路,辦公,42.0年,建坪 49.75,主 + 陽49.76,3樓/7樓,4房2廳2衛,有裝潢有景觀有陽台有 41 人也在關注這間👀,4280萬,"4,280",4280萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/3201HU?breadcrumb=list,新光河山採光裝潢屋新光河山,台北市文山區木柵路四段,大樓,27.3年,建坪 65.14,主 + 陽36.71,4樓/13樓,3房2廳3衛,有景觀有陽台房間皆有窗有 349 人也在關注這間👀,3888萬,"3,888",3888萬,兩個以上車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/2247ZX?breadcrumb=list,安居頂加舒適大坪宅,台北市大安區安居街,公寓,49.4年,建坪 31.16,主 + 陽31.16,4樓/4樓,6房3廳2.5衛(含加蓋3房1廳1衛),有裝潢有景觀前後陽台有 761 人也在關注這間👀,2499萬,"2,499",2499萬,,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/6950VG?breadcrumb=list,奇岩大戶別墅,台北市北投區奇岩路,透天,54.2年,建坪 70.78,主建物70.78,1-2樓/2樓,5房2廳3.5衛(含加蓋1衛),廁所開窗房間皆有窗近公園有 3640 人也在關注這間👀,4488萬,"4,488",4488萬,坡道平面車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/0454NK?breadcrumb=list,麗源富域,台北市北投區大興街,大樓,0.9年,建坪 69.17,主 + 陽34.59,4樓/27樓,2房2廳2衛,有景觀前後陽台有陽台有 163 人也在關注這間👀,5680萬,"5,680",5680萬,兩個以上車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/9891VK?breadcrumb=list,璞山鄰景觀名宅璞園璞山鄰,台北市內湖區內湖路一段,大樓,14.0年,建坪 80.22,主 + 陽43.5,6樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 1241 人也在關注這間👀,7280萬,"7,280",7280萬,坡道平面車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/6260TH?breadcrumb=list,港墘捷運台北登峰整層辦公,台北市內湖區瑞光路,辦公/大樓,19.3年,建坪 122.16,主建物48.52,8樓/13樓,1廳7室,有裝潢有景觀廁所開窗有 49 人也在關注這間👀,7700萬,"7,700",7700萬,兩個以上車位,,,,,
2025_11_21 18_04_34,38,https://www.sinyi.com.tw//buy/house/7304FF?breadcrumb=list,信義計劃★國美信義花園★國美信義花園A座,台北市信義區忠孝東路五段,大樓,19.3年,建坪 127.6,主 + 陽61.95,6樓/14樓,4房2廳4衛(含加蓋1房1衛),有裝潢有陽台廁所開窗有 861 人也在關注這間👀,20888萬,"20,888",20888萬,兩個以上車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/4671ZC?breadcrumb=list,全新三面採光高樓景觀宅匯泰鴻,台北市中山區建國北路二段,大樓,1.3年,建坪 51.73,主 + 陽29.65,13樓/13樓,2房2廳2衛,毛胚屋有景觀前後陽台有 548 人也在關注這間👀,6480萬,"6,480",6480萬,塔式車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/4657HM?breadcrumb=list,國品近捷運雙併採光大三房國品大樓,台北市大安區和平東路三段,大樓,41.4年,建坪 33.67,主 + 陽32.33,6樓/12樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 1207 人也在關注這間👀,3098萬,"3,098",3098萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/7569CV?breadcrumb=list,青年新城高樓美三房青年國宅,台北市萬華區青年路,大樓,38.7年,建坪 31.5,主 + 陽24.43,12樓/12樓,3房2廳2衛,有裝潢廁所開窗近公園有 510 人也在關注這間👀,2370萬,"2,370",2370萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/5606VD?breadcrumb=list,近美麗華三房美景露台戶大直新貴,台北市內湖區文湖街,華廈,22.5年,建坪 39.6,主 + 陽25.25,6樓/8樓,3房2廳2衛,有裝潢有景觀有陽台有 2821 人也在關注這間👀,2880萬,"2,880",2880萬,升降機械車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/7486DR?breadcrumb=list,僑大花園高樓景觀五房僑大聯合廣場,台北市中山區民權東路三段,大樓/辦公,41.1年,建坪 83.08,主 + 陽68.13,13樓/15樓,5房2廳4衛1室,有裝潢有景觀有陽台有 210 人也在關注這間👀,6888萬,"6,888",6888萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/5938VV?breadcrumb=list,雙鐵✬ＳＲＣ鋼骨✬三房新東星大樓,台北市松山區八德路四段,大樓/套房,16.3年,建坪 37.08,主 + 陽29.36,5樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 641 人也在關注這間👀,3708萬,"3,708",3708萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/0513FV?breadcrumb=list,主推＊正隆官邸四房豪邸正隆官邸,台北市中正區杭州南路一段,大樓,2.2年,建坪 95.31,主 + 陽46.58,5樓/22樓,4房2廳2衛,毛胚屋有景觀有陽台有 1306 人也在關注這間👀,9980萬,"9,980",9980萬,兩個以上車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/3599HB?breadcrumb=list,高樓巧洋花園３房＋車位巧洋花園,台北市內湖區星雲街,大樓,20.4年,建坪 38.95,主 + 陽19.74,12樓/14樓,3房2廳1衛1室(含加蓋1室),有裝潢有景觀前後陽台有 826 人也在關注這間👀,3600萬,"3,600",3600萬,坡道平面車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/5805FY?breadcrumb=list,中央廚房⭐店面福星大廈,台北市大安區延吉街,店面,39.4年,建坪 42.43,主建物33.15,1樓/7樓,3廳2衛1室(含加蓋1廳1室),有景觀具垃圾處理近公園有 141 人也在關注這間👀,5680萬,"5,680",5680萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/5125YL?breadcrumb=list,【迎風賞】靜心電梯３房,台北市文山區興隆路二段,華廈,16.0年,建坪 47.07,主 + 陽28.05,2樓/9樓,3房2廳2衛,有陽台廁所開窗警衛管理有 683 人也在關注這間👀,3488萬,"3,488",3488萬,坡道機械車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/4263VW?breadcrumb=list,重劃河景２房大車位芬第LIFE,台北市南港區向陽路,華廈,17.1年,建坪 41.56,主 + 陽20.26,6樓/9樓,2房2廳1衛1室,有裝潢有景觀有陽台有 789 人也在關注這間👀,3198萬,"3,198",3198萬,坡道平面車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/8501SL?breadcrumb=list,國際名紳露臺大空間國際名紳,台北市信義區松德路,大樓,31.1年,建坪 83.46,主 + 陽43.29,3樓/24樓,4房2廳2衛1室,廁所開窗房間皆有窗警衛管理有 441 人也在關注這間👀,6288萬,"6,288",6288萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/1027BB?breadcrumb=list,大安森林捷運高樓兩房車位宏普PARK,台北市大安區建國南路一段,大樓,7.6年,建坪 30.79,主 + 陽12.29,14樓/14樓,2房2廳1衛,有景觀有陽台廁所開窗有 801 人也在關注這間👀,3700萬,"3,700",3700萬,其他,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/6041RB?breadcrumb=list,王者鄉靜心綠景美屋王者鄉,台北市文山區仙岩路,大樓,30.6年,建坪 31.29,主 + 陽22.4,10樓/18樓,3房2廳2衛,有裝潢有景觀有陽台有 626 人也在關注這間👀,2500萬,"2,500",2500萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/6299ZJ?breadcrumb=list,萬芳捷運金店面萬芳環遊市,台北市文山區萬芳路,店面/辦公,18.2年,建坪 39.94,主 + 陽25.45,1樓/7樓,1廳1衛,有裝潢有陽台廁所開窗有 60 人也在關注這間👀,3388萬,"3,388",3388萬,坡道機械車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/1179NK?breadcrumb=list,西門捷運幸福電梯３房榮耀鴻禧,台北市萬華區貴陽街二段,大樓,21.9年,建坪 39.73,主 + 陽29.49,3樓/13樓,3房2廳2衛,有裝潢有陽台警衛管理有 1242 人也在關注這間👀,2988萬,"2,988",2988萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/73570C?breadcrumb=list,朗朗台大金店面Ｂ,台北市大安區新生南路三段,店面,1.3年,建坪 21.05,主建物14.01,1樓/12樓,1廳1衛,警衛管理近公園近市場有 131 人也在關注這間👀,4000萬,"4,000",4000萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/5925PS?breadcrumb=list,朗朗台大金店面Ａ,台北市大安區新生南路三段,店面,1.3年,建坪 21.39,主建物14.24,1樓/12樓,1廳1衛,警衛管理近公園近市場有 373 人也在關注這間👀,4065萬,"4,065",4065萬,,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/4315DD?breadcrumb=list,新川普優質美宅新川普,台北市信義區信義路五段,大樓,16.4年,建坪 25.59,主 + 陽9.34,11樓/19樓,1房1廳1衛,有裝潢有景觀廁所開窗有 183 人也在關注這間👀,2380萬,"2,380",2380萬,坡道平面車位,,,,,
2025_11_21 18_04_41,39,https://www.sinyi.com.tw//buy/house/2064SF?breadcrumb=list,長虹虹頂霸景豪邸長虹虹頂,台北市士林區中山北路五段,大樓,14.1年,建坪 187.8,主 + 陽84.54,8樓/19樓,4房2廳2衛4室,警衛管理具垃圾處理健身房有 517 人也在關注這間👀,23980萬,"23,980",23980萬,兩個以上車位,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/1765FG?breadcrumb=list,專任˙真善美麗景大車位真善美雅苑,台北市士林區天母北路,華廈,44.6年,建坪 58.8,主 + 陽44.17,7樓/7樓,5房4廳3衛(含加蓋2房2廳1衛),有裝潢前後陽台有陽台有 296 人也在關注這間👀,4168萬,"4,168",4168萬,坡道平面車位,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/7625AK?breadcrumb=list,八方來財崇偉大樓三房車位南京崇偉大樓,台北市松山區南京東路五段,大樓/辦公,43.1年,建坪 54.94,主 + 陽35.4,7樓/16樓,3房2廳2衛,有景觀前後陽台有陽台有 637 人也在關注這間👀,3980萬,"3,980",3980萬,坡道平面車位,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/66152T?breadcrumb=list,璞真。詠真。面公園,台北市中山區中山北路二段,大樓,12.9年,建坪 84.46,主 + 陽35.58,2樓/12樓,1房2廳2衛1室,有裝潢有景觀前後陽台有 3393 人也在關注這間👀,6980萬,"6,980",6980萬,兩個以上車位,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/65419M?breadcrumb=list,南海敘,台北市中正區南海路,華廈,預售,建坪 24.32,主+附 15.85,7樓/10樓,2房2廳2衛1室,廁所開窗具垃圾處理健身房有 408 人也在關注這間👀,3130萬,"3,130",3130萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/41493G?breadcrumb=list,將捷旅境．－善境,台北市文山區木柵路二段,大樓,預售,建坪 22.51,主+附 13.71,13樓/13樓,1房1廳1衛,有陽台廁所開窗房間皆有窗有 234 人也在關注這間👀,2110萬,"2,110",2110萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/8097LT?breadcrumb=list,松江路１號辦公,台北市中山區松江路,辦公/大樓,42.7年,建坪 34.02,主 + 陽28.83,10樓/12樓,2房1廳1衛,有裝潢有景觀有陽台有 133 人也在關注這間👀,3280萬,"3,280",3280萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/0082WC?breadcrumb=list,天母北路邊間大電梯群耀大廈,台北市士林區天母北路,華廈/辦公,40.3年,建坪 45.76,主 + 陽38.97,2樓/7樓,4房2廳2衛,有裝潢有陽台廁所開窗有 253 人也在關注這間👀,2950萬,"2,950",2950萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/1751AL?breadcrumb=list,⭐世賢大樓＊龍門附小設籍世賢大廈,台北市大安區和平東路二段,大樓,42.8年,建坪 15.54,主建物12.29,4樓/12樓,1房1廳1衛,有裝潢有景觀警衛管理有 444 人也在關注這間👀,2032萬,"2,032",2032萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/5755AW?breadcrumb=list,【ＶＲ】泉之鄉溫泉小宅♨,台北市北投區溫泉路,華廈,48.1年,建坪 10.53,主建物7.62,1樓/7樓,1房1廳1衛,有裝潢有陽台房間皆有窗有 2519 人也在關注這間👀,418萬,418,418萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/05725N?breadcrumb=list,松南捷運邊間採光大店辦長安長鴻大樓,台北市中山區長安東路二段,店面/辦公/大樓,24.7年,建坪 50.25,主 + 陽27.32,2樓/12樓,2廳2衛,有裝潢廁所開窗警衛管理有 111 人也在關注這間👀,4500萬,"4,500",4500萬,坡道平面車位,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/7403LB?breadcrumb=list,實踐國小旁三房有車位,台北市文山區光輝路,公寓,29.5年,建坪 32.92,主 + 陽21.79,2樓/5樓,3房2廳2衛,有裝潢房間皆有窗近公園有 2302 人也在關注這間👀,1800萬,"1,800",1800萬,升降平面車位,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/3077NH?breadcrumb=list,新案‧葫洲精緻邊間店面,台北市內湖區康寧路三段,店面,40.7年,建坪 28.41,主建物22.34,1樓/5樓,2廳2衛4室(含加蓋1衛2室),有裝潢廁所開窗近公園有 173 人也在關注這間👀,3688萬,"3,688",3688萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/6551QH?breadcrumb=list,富綠地ＲＩＣＨ美裝小宅富綠地,台北市內湖區民權東路六段,華廈,30.9年,建坪 11.97,主 + 陽8.34,3樓/7樓,2房1廳1衛(含加蓋1房),有裝潢廁所開窗房間皆有窗有 1741 人也在關注這間👀,1198萬,"1,198",1198萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/1860SB?breadcrumb=list,★雙園吉第景觀３房,台北市萬華區西園路二段,大樓,36.0年,建坪 37.94,主 + 陽31.98,12樓/12樓,3房2廳2衛1室(含加蓋1室),有裝潢前後陽台有陽台有 427 人也在關注這間👀,2680萬,"2,680",2680萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/8763KZ?breadcrumb=list,芝山捷運鄰公園收租宅,台北市士林區至誠路二段,公寓,43.4年,建坪 32.58,主 + 陽29.19,5樓/5樓,7房2廳7衛1室(含加蓋2房1廳2衛),有裝潢有景觀有陽台有 1007 人也在關注這間👀,2238萬,"2,238",2238萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/7911UW?breadcrumb=list,南港花園風光明媚採光好宅南港國宅,台北市南港區福德街,大樓,27.5年,建坪 38.71,主 + 陽23.58,5樓/18樓,3房2廳1衛,有景觀廁所開窗警衛管理有 564 人也在關注這間👀,2768萬,"2,768",2768萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/7374CL?breadcrumb=list,內湖捷運電梯新裝潢２房友座新生活,台北市內湖區內湖路二段,大樓,20.1年,建坪 29.95,主 + 陽19.64,2樓/12樓,2房2廳1衛1室(含加蓋1廳),有裝潢有陽台警衛管理有 2153 人也在關注這間👀,2680萬,"2,680",2680萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/8026DH?breadcrumb=list,內湖捷運機能大兩房友座新生活,台北市內湖區內湖路二段,大樓,20.1年,建坪 32.86,主建物21.59,2樓/12樓,2房2廳1衛1室(含加蓋1衛),有裝潢房間皆有窗警衛管理有 2052 人也在關注這間👀,2835萬,"2,835",2835萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/1713WZ?breadcrumb=list,【靜心集】近捷運挑高店面靜心集,台北市文山區辛亥路五段,店面/華廈,8.3年,建坪 17.98,主建物11.95,1樓/9樓,1廳1衛1室(含加蓋1室),有裝潢警衛管理具垃圾處理有 385 人也在關注這間👀,1998萬,"1,998",1998萬,,,,,,
2025_11_21 18_04_52,40,https://www.sinyi.com.tw//buy/house/1903UC?breadcrumb=list,捷運低總價高級裝潢大套房春天首席,台北市信義區忠孝東路五段,華廈/店面,26.1年,建坪 10.17,主建物7.28,1樓/5樓,1房1廳1衛1室,有裝潢有陽台廁所開窗有 844 人也在關注這間👀,1800萬,"1,800",1800萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/3001HY?breadcrumb=list,麗山國中方正小家庭三房,台北市內湖區內湖路三段,公寓,46.5年,建坪 22.71,主建物19.42,1樓/5樓,3房2廳2衛1室(含加蓋1廳1衛1室),有裝潢廁所開窗房間皆有窗有 736 人也在關注這間👀,1980萬,"1,980",1980萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/7480YD?breadcrumb=list,發現之旅高樓美景發現之旅,台北市文山區辛亥路六段,大樓,26.3年,建坪 65.32,主 + 陽36.64,14樓/22樓,2房2廳2衛1室,有景觀前後陽台有陽台有 927 人也在關注這間👀,3920萬,"3,920",3920萬,坡道平面車位,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/31621G?breadcrumb=list,【計劃區】領袖名邸獨院,台北市信義區忠孝東路五段,華廈,27.3年,建坪 98.32,主 + 陽80.74,1樓/8樓,6房2廳4衛1室,有裝潢前後陽台有陽台有 415 人也在關注這間👀,23800萬,"23,800",23800萬,坡道平面車位,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/37885L?breadcrumb=list,精裝｜景觀電梯四房雙陽台山居生活,台北市北投區泉源路,華廈,43.8年,建坪 62.42,主 + 陽45.66,4樓/7樓,4房2廳2衛,有裝潢有景觀前後陽台有 9107 人也在關注這間👀,2980萬,"2,980",2980萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/6889DD?breadcrumb=list,專任百吉管理附坡平車位,台北市大安區延吉街,華廈,46.3年,建坪 54.27,主 + 陽37.6,6樓/7樓,3房2廳2衛,有裝潢有景觀有陽台有 357 人也在關注這間👀,5288萬,"5,288",5288萬,坡道平面車位,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/8311TN?breadcrumb=list,忠孝新生站電梯兩房文心,台北市中山區新生北路一段,大樓,37.5年,建坪 20.82,主 + 陽14.83,3樓/14樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 1224 人也在關注這間👀,2050萬,"2,050",2050萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/3195KX?breadcrumb=list,南港巴黎春天就選這間巴黎春天,台北市南港區南深路,華廈,26.7年,建坪 17.78,主 + 陽12.54,3樓/10樓,1房1廳1衛,有裝潢有景觀有陽台有 1985 人也在關注這間👀,1100萬,"1,100",1100萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/2195FB?breadcrumb=list,絕美★松仁富邑★三房車位松仁富邑,台北市信義區信義路五段,大樓,20.5年,建坪 44.76,主 + 陽27.21,3樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 1161 人也在關注這間👀,4450萬,"4,450",4450萬,坡道平面車位,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/4451WT?breadcrumb=list,採光邊間大空間亮麗３房,台北市萬華區東園街,公寓,44.1年,建坪 41.81,主 + 陽41.8,4樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 250 人也在關注這間👀,2550萬,"2,550",2550萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/66366Z?breadcrumb=list,校園首排邊間三房,台北市萬華區南寧路,大樓,預售,建坪 36.41,主+附 22.81,13樓/15樓,3房2廳2衛,前後陽台有陽台廁所開窗有 156 人也在關注這間👀,4598萬,"4,598",4598萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/38957S?breadcrumb=list,面寬邊間美三房,台北市萬華區南寧路,大樓,預售,建坪 42.07,主+附 26.27,11樓/15樓,3房2廳2衛,前後陽台有陽台廁所開窗有 210 人也在關注這間👀,4856萬,"4,856",4856萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/21091F?breadcrumb=list,將捷旅境．－真境,台北市文山區木柵路二段,大樓,預售,建坪 24.74,主+附 16.3,3樓/22樓,2房2廳1衛,有陽台房間皆有窗警衛管理有 250 人也在關注這間👀,2446萬,"2,446",2446萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/47380V?breadcrumb=list,華誼信義採光宅,台北市信義區基隆路二段,大樓,預售,建坪 35.61,主+附 22.98,9樓/24樓,2房2廳2衛,有陽台房間皆有窗警衛管理有 205 人也在關注這間👀,5813萬,"5,813",5813萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/7265DY?breadcrumb=list,敦南首都近捷運精品套房敦南首都,台北市大安區和平東路三段,大樓,39.8年,建坪 15.96,主 + 陽13.2,5樓/12樓,1房1廳1衛,有裝潢有景觀房間皆有窗有 233 人也在關注這間👀,1650萬,"1,650",1650萬,,,,,,
