鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
鳳山區,房地(土地+建物)+車位,高雄市鳳山區公園三街,22.58,1140306,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.62,3,2,2,有,無,16450000,104424,坡道平面,20.2,2100000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區公園三街,23.23,1140307,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.98,3,2,2,有,無,16500000,102998,坡道平面,20.2,2000000
大寮區,房地(土地+建物),高雄市大寮區伍厝段1010-0001,93.11,1140315,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,172.26,4,1,4,有,無,17700000,102752,,0,0
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,9.09,1140304,土地3建物1車位1,十層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.33,3,2,2,有,無,23360000,148914,坡道平面,37.57,2250000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,8.11,1140305,土地3建物1車位1,二十五層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.11,2,2,2,有,無,23410000,166403,坡道平面,34.55,2350000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,8.49,1140305,土地3建物1車位1,二十五層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.49,2,2,2,有,無,24590000,166503,坡道平面,45.12,2550000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,8.11,1140306,土地3建物1車位1,二十二層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.13,2,2,2,有,無,22800000,162769,坡道平面,37.57,2200000
前金區,房地(土地+建物),高雄市前金區五福三路,5.16,1140308,土地3建物1車位0,五層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.78,1,2,1,有,無,12180000,150780,,0,0
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,9.09,1140312,土地3建物1車位1,二十三層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.33,3,2,2,有,無,25450000,161893,坡道平面,37.57,2500000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,9.09,1140315,土地3建物1車位1,二十二層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.33,3,2,2,有,無,25250000,161188,坡道平面,37.57,2400000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,9.09,1140314,土地3建物1車位1,十三層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.31,3,2,2,有,無,23750000,153428,坡道平面,34.55,2000000
彌陀區,房地(土地+建物),高雄市彌陀區公園路,93.65,1140312,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,163.28,3,2,4,有,無,15300000,93704,,0,0
大寮區,房地(土地+建物)+車位,高雄市大寮區江山路,24.16,1140316,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.56,3,2,2,有,無,9930000,79855,坡道平面,13.75,1800000
大寮區,房地(土地+建物)+車位,高雄市大寮區江山路,19.83,1140316,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.36,2,2,2,有,無,8550000,80732,坡道平面,13.75,1800000
大寮區,房地(土地+建物)+車位,高雄市大寮區江山路,28.18,1140228,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.78,4,2,2,有,無,11950000,84610,坡道平面,15,1900000
三民區,房地(土地+建物)+車位,高雄市三民區覺民路,0,1140322,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.56,3,2,2,有,無,10880000,85958,坡道平面,27.6,1600000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德中路上,19.72,1140315,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,2,2,2,有,無,18300000,126103,坡道平面,24.83,2150000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德中路上,19.72,1140321,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.93,2,2,1,有,無,18120000,125869,坡道平面,22.86,2000000
仁武區,房地(土地+建物)+車位,高雄市仁武區永新一街,22,1140315,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.8,2,2,2,有,無,12100000,114116,坡道機械,24.35,1550000
路竹區,房地(土地+建物)+車位,高雄市路竹區民治路16巷6號二樓之2,30.44,1140323,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.22,3,2,2,有,無,11150000,98407,一樓平面,15.19,1700000
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美明路,17.99,1140321,土地1建物1車位1,十八層,30,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,231.08,1,2,2,有,無,36370000,166355,坡道平面,28.08,2600000
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路,10.64,1140321,土地1建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.36,3,1,2,有,無,17350000,156151,坡道平面,23.26,2500000
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多四路66號旁,9.12,1140311,土地1建物1車位1,十七層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.74,3,2,2,有,無,20380000,144061,坡道平面,33.99,1400000
新興區,房地(土地+建物)+車位,高雄市新興區五福一街,10.82,1140228,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.52,2,2,2,有,無,16200000,128892,一樓平面,20.35,2000000
小港區,房地(土地+建物)+車位,高雄市小港區漢威街及港後路口,21.95,1140227,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.88,3,2,2,有,無,12150000,86821,坡道平面,27.79,1550000
小港區,房地(土地+建物)+車位,高雄市小港區漢威街及港後路口,21.95,1140311,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.88,3,2,2,有,無,13380000,95258,坡道平面,27.79,1750000
小港區,房地(土地+建物)+車位,高雄市小港區漢威街及港後路口,20.99,1140311,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.53,3,2,2,有,無,13120000,97396,坡道平面,27.79,1750000
小港區,房地(土地+建物)+車位,高雄市小港區宏平路439號旁,10.48,1140321,土地1建物1車位1,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.3,3,2,2,有,無,14700000,94907,坡道平面,23.27,1600000
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路37號旁,9.11,1140311,土地1建物1車位1,二十五層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.31,3,2,2,有,無,17100000,120153,坡道平面,34.14,1700000
燕巢區,房地(土地+建物),高雄市燕巢區燕平街,23,1140305,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,67.01,2,2,2,有,無,6660000,99388,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區福誠五街,0,1140318,土地0建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.24,2,1,1,有,無,6830000,75987,坡道平面,23.07,1650000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區福誠五街,0,1140322,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.78,3,1,2,有,無,8150000,75837,坡道平面,23.07,1650000
美濃區,房地(土地+建物),高雄市美濃區自強街三段2巷,28.36,1140322,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.52,2,2,2,有,無,4700000,61422,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,21.47,1140307,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.18,2,2,2,有,無,15030000,113096,坡道平面,22.41,2050000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,16.65,1140308,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.36,2,1,2,有,無,11900000,110736,坡道平面,22.41,2050000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,21.47,1140308,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.18,2,2,2,有,無,15190000,114490,坡道平面,22.41,2050000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,29.81,1140309,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.72,3,2,2,有,無,19970000,111230,坡道平面,22.41,2250000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,29.24,1140311,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.74,3,2,2,有,無,20180000,114693,坡道平面,22.41,2250000
小港區,房地(土地+建物)+車位,高雄市小港區宏平路439號旁,11.85,1140321,土地1建物1車位1,十層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.15,3,2,2,有,無,15500000,88456,坡道平面,22.01,1600000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,15.28,1140318,土地1建物1車位1,十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.69,1,2,2,有,無,20400000,131745,坡道平面,19.58,2600000
鳳山區,房地(土地+建物),高雄市鳳山區林森路,18.54,1140226,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.8,0,0,0,無,無,8200000,112637,,0,0
仁武區,房地(土地+建物)+車位,高雄市仁武區新祥街,61.15,1140314,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,173.42,3,2,4,有,無,19000000,109561,,0,0
湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.72,1140321,土地1建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,135.14,3,2,2,有,無,9800000,68047,坡道平面,13.9,1550000
湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.8,1140321,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,135.24,3,2,2,有,無,9880000,68650,坡道平面,13.9,1550000
湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,22.36,1140323,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.63,2,1,1,有,無,7430000,71075,坡道平面,13.9,1550000
湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.8,1140322,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.14,3,2,2,有,無,9700000,69639,坡道平面,12.8,1250000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,17.81,1140310,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.05,3,2,2,有,無,23420000,158718,坡道平面,24.85,2120000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,13.05,1140314,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.23,2,2,1,有,無,18820000,168225,坡道平面,24.85,2270000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,17.81,1140315,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.05,3,2,2,有,無,24800000,166766,坡道平面,24.85,2420000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,17.75,1140315,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.45,3,2,2,有,無,23410000,158608,坡道平面,24.85,2220000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,17.81,1140316,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.05,3,2,2,有,無,23520000,159463,坡道平面,24.85,2120000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,13.23,1140320,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.64,2,2,1,有,無,18310000,161239,坡道平面,24.85,2220000
三民區,房地(土地+建物)+車位,高雄市三民區九如一路B08棟F08樓,10.41,1140312,土地2建物1車位1,八層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.82,3,2,2,有,無,17990000,131820,坡道平面,20.76,1900000
三民區,房地(土地+建物)+車位,高雄市三民區九如一路A10棟F08樓,12.15,1140316,土地2建物1車位1,八層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.2,3,2,2,有,無,21300000,133389,坡道平面,20.76,2300000
左營區,房地(土地+建物)+車位,高雄市左營區大中二路,14.58,1140319,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.21,3,2,2,有,無,17200000,114618,坡道平面,38.34,2200000
左營區,房地(土地+建物),高雄市左營區民族一路1101巷16號3樓,25.07,1140317,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.95,2,2,2,有,無,13880000,118683,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街,11.18,1140322,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.26,2,2,2,有,無,14800000,117838,坡道平面,32.09,1700000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街,11.18,1140322,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.68,2,2,2,有,無,15750000,123684,坡道平面,26.51,2000000
梓官區,房地(土地+建物),高雄市梓官區中正路,19.43,1140322,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,64.16,2,2,1,有,無,5800000,90399,,0,0
岡山區,房地(土地+建物)+車位,高雄市岡山區富貴南街39巷和富貴西街口,26.62,1140323,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,101.91,2,2,2,有,無,11680000,115446,坡道平面,13.73,1500000
路竹區,房地(土地+建物)+車位,高雄市路竹區民有路32-3號後面,25.84,1140225,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.58,3,2,2,有,無,8900000,83831,一樓平面,16.5,1600000
鼓山區,房地(土地+建物),高雄市鼓山區明倫路vs昌盛路,5.06,1140322,土地1建物1車位0,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.21,2,1,2,有,無,14980000,199176,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區明倫路vs昌盛路,5.06,1140321,土地1建物1車位0,二十層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.28,2,1,2,有,無,14900000,197928,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路,20.26,1140322,土地1建物1車位1,十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.38,3,2,2,有,無,28770000,140787,坡道平面,22.01,2250000
新興區,房地(土地+建物)+車位,高雄市新興區中山橫路,12.01,1140319,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.03,2,2,2,有,無,15880000,144989,坡道機械,16.85,1500000
新興區,房地(土地+建物),高雄市新興區中山橫路,12.01,1140310,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.18,2,2,2,有,無,14550000,146703,,0,0
新興區,房地(土地+建物),高雄市新興區中山橫路,12.02,1140310,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.23,2,2,2,有,無,13450000,135544,,0,0
小港區,房地(土地+建物),高雄市小港區坪鳳段686地號,19.18,1140322,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.33,2,2,1,有,無,5250000,81610,,0,0
小港區,房地(土地+建物)+車位,高雄市小港區坪鳳段686地號,23.11,1140320,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.3,3,2,1,有,無,7590000,82569,一樓平面,14.91,1200000
前鎮區,房地(土地+建物)+車位,高雄市前鎮區凱旋四路與瑞田街,7.68,1140315,土地1建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.39,1,1,2,有,無,14190000,133474,坡道平面,17.56,2200000
前鎮區,房地(土地+建物)+車位,高雄市前鎮區凱旋四路與瑞田街,10.54,1140318,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.97,2,1,2,有,無,19070000,135656,坡道平面,17.56,2600000
左營區,房地(土地+建物),高雄市左營區民族一路1101巷20號3樓,15.61,1140318,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.83,2,2,1,有,無,10570000,145133,,0,0
左營區,房地(土地+建物)+車位,高雄市左營區左屏段2地號,9.01,1140327,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.47,2,1,1,有,無,9530000,96645,坡道機械,12.9,1550000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保泰路,9.15,1140321,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.68,2,2,1,有,無,11730000,123342,坡道機械,16.74,1500000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保泰路,14.41,1140322,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.16,3,2,2,有,無,17380000,115164,坡道平面,32.65,2350000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保泰路,9.15,1140323,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.68,2,2,1,有,無,11780000,123945,坡道機械,16.74,1500000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保泰路,15.19,1140326,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.25,3,2,2,有,無,18650000,117733,坡道平面,32.65,2450000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,29.81,1140308,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.72,3,2,2,有,無,19260000,106773,坡道平面,22.41,2250000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,29.24,1140315,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.74,3,2,2,有,無,19550000,111303,坡道平面,22.41,2150000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,16.65,1140309,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.36,2,1,2,有,無,12080000,112760,坡道平面,22.41,2050000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,21.47,1140309,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.18,2,2,2,有,無,15390000,115361,坡道平面,22.41,2150000
鹽埕區,房地(土地+建物),高雄市鹽埕區建國四路,6.56,1140315,土地1建物1車位0,九層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.2,2,2,2,有,無,12950000,134615,,0,0
鹽埕區,房地(土地+建物),高雄市鹽埕區建國四路,6.56,1140315,土地1建物1車位0,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.2,2,2,2,有,無,13820000,143659,,0,0
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區建國四路,9.99,1140316,土地1建物1車位1,二十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.39,3,2,2,有,無,24600000,154245,坡道平面,28.87,2000000
鹽埕區,房地(土地+建物),高雄市鹽埕區建國四路,6.56,1140316,土地1建物1車位0,十五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.2,2,2,2,有,無,13960000,145114,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路53巷,12.6,1140302,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.25,1,2,2,有,無,14580000,119870,坡道平面,21.72,2050000
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路53巷,13.38,1140303,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.65,1,1,2,有,無,14800000,114036,坡道平面,21.72,2150000
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路53巷,9.99,1140307,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.92,1,1,2,有,無,9530000,114930,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路53巷,10.73,1140322,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.72,1,1,2,有,無,13590000,130225,坡道平面,21.72,2000000
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路53巷,10.95,1140323,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.46,1,1,2,有,無,13420000,126405,坡道平面,21.72,1950000
左營區,房地(土地+建物)+車位,高雄市左營區大中二路,12.02,1140325,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.28,3,2,2,有,無,13800000,108394,坡道平面,38.34,2100000
左營區,房地(土地+建物)+車位,高雄市左營區華夏路至真路,10.47,1140303,土地1建物1車位1,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.64,2,2,2,有,無,20600000,133541,坡道平面,25.48,2150000
左營區,房地(土地+建物)+車位,高雄市左營區華夏路至真路,10.47,1140322,土地1建物1車位1,十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.64,2,2,2,有,無,22600000,144760,坡道平面,25.48,2600000
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路廣東二街,11.94,1140323,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,193.08,2,1,2,有,無,22850000,121093,坡道平面,22.55,2200000
苓雅區,房地(土地+建物),高雄市苓雅區三多二路廣東二街,6.45,1140323,土地2建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.15,1,1,2,有,無,12000000,130222,,0,0
大寮區,房地(土地+建物),高雄市大寮區上寮南段928地號,25.08,1140306,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.47,2,1,2,有,無,5880000,82272,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學南路大學二十九路大學五十六街,10.42,1140308,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.38,2,2,2,有,無,12300000,119401,坡道平面,12.86,1850000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路111巷,14.79,1140320,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,105.97,2,2,2,有,無,11400000,106337,坡道平面,13.81,1600000
岡山區,房地(土地+建物)+車位,高雄市岡山區富貴南街39巷和富貴西街口,24.2,1140329,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,93.79,2,2,2,有,無,10800000,114914,坡道平面,13.73,1600000
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路,10.64,1140330,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.36,3,1,2,有,無,18510000,168349,坡道平面,23.26,2500000
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,3.41,1140331,土地34建物1車位0,二十二層,37,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,81.51,1,1,1,有,無,11830000,145136,,0,0
新興區,房地(土地+建物),高雄市新興區中山橫路,8.71,1140327,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.91,0,0,0,無,無,10860000,151022,,0,0
新興區,房地(土地+建物),高雄市新興區中山橫路,8.71,1140327,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.91,0,0,0,無,無,10860000,151022,,0,0
新興區,房地(土地+建物),高雄市新興區中山橫路,8.71,1140327,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.91,0,0,0,無,無,10890000,151439,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140309,土地2建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,15850000,157264,坡道平面,25.82,1800000
左營區,房地(土地+建物)+車位,高雄市左營區華夏路1773巷,15.25,1140308,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.85,3,2,2,有,無,13150000,122564,坡道機械,15.39,1450000
左營區,房地(土地+建物),高雄市左營區華夏路1773巷,11.28,1140309,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.78,2,1,1,有,無,8880000,125459,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街,13.3,1140324,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.83,3,2,2,有,無,16800000,114117,坡道平面,26.51,1700000
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新三路,16.06,1140329,土地1建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.69,3,2,2,有,無,15800000,124714,坡道平面,23.23,1650000
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新三路,20.71,1140322,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.77,4,2,2,有,無,19950000,123356,坡道平面,23.23,1750000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山東路,9.5,1140327,土地9建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.45,0,2,1,有,無,10400000,119674,坡道平面,14.51,2030000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區頂新一街,9.24,1140308,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.44,2,2,1,有,無,9400000,101704,坡道平面,42.73,1700000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區頂新一街,12.32,1140308,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.55,2,2,2,有,無,11880000,101394,坡道平面,39.15,1700000
