抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,
2025_11_24 10_09_48,39,https://www.sinyi.com.tw//buy/house/0115JK?breadcrumb=list,大毅讚幸福視野高樓大二房讚幸福,台中市北屯區崇德十六路,大樓,6.0年,建坪 50.46,主 + 陽26.66,10樓/15樓,2房2廳2衛,有裝潢有景觀前後陽台有 396 人也在關注這間👀,"2,580萬","2,368","2,580萬2,368萬",坡道平面車位,,
2025_11_24 10_09_48,39,https://www.sinyi.com.tw//buy/house/2454BX?breadcrumb=list,逢甲商圈♥４房平面車位大鵬新城,台中市西屯區文華路,大樓,20.4年,建坪 65.24,主 + 陽40.78,6樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 596 人也在關注這間👀,"2,350萬","2,150","2,350萬2,150萬",坡道平面車位,,
2025_11_24 10_09_48,39,https://www.sinyi.com.tw//buy/house/2786CS?breadcrumb=list,面馬路！富宇富好２房平車富宇富好,台中市北屯區敦富一街,大樓,1.5年,建坪 31.53,主 + 陽15,10樓/12樓,2房2廳1衛,有裝潢有景觀房間皆有窗有 246 人也在關注這間👀,"1,698萬","1,558","1,698萬1,558萬",坡道平面車位,,
2025_11_24 10_09_48,39,https://www.sinyi.com.tw//buy/house/8995NV?breadcrumb=list,可談～西區三房視野戶華第,台中市西區華美西街一段,大樓,29.5年,建坪 41.62,主 + 陽30.56,10樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 454 人也在關注這間👀,"1,748萬","1,598","1,748萬1,598萬",,,
2025_11_24 10_09_48,39,https://www.sinyi.com.tw//buy/house/7077DW?breadcrumb=list,屋齡約６年三房平車視野戶塗城京讚,台中市大里區塗城路,大樓,6.7年,建坪 49.01,主 + 陽24.99,11樓/11樓,3房2廳2衛,有裝潢有景觀前後陽台有 194 人也在關注這間👀,"1,688萬","1,538","1,688萬1,538萬",坡道平面車位,,
2025_11_24 10_09_48,39,https://www.sinyi.com.tw//buy/house/0715PC?breadcrumb=list,東榮商圈優質三房平車寶浩世家,台中市大里區永興路,大樓,34.1年,建坪 46.67,主 + 陽30.73,11樓/12樓,3房1廳2衛,有裝潢有景觀前後陽台有 102 人也在關注這間👀,"1,168萬","1,068","1,168萬1,068萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/2003BJ?breadcrumb=list,現代經典高樓四房大平車現代經典,台中市南屯區大墩一街,大樓,32.8年,建坪 74.5,主 + 陽51.98,9樓/13樓,4房2廳3衛,有裝潢有景觀有陽台有 232 人也在關注這間👀,"2,280萬","2,088","2,280萬2,088萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/6381SU?breadcrumb=list,美✧景觀視野三房平車位勝美有禮,台中市大里區環中東路六段,大樓,5.4年,建坪 46.34,主 + 陽25.04,9樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 155 人也在關注這間👀,"1,698萬","1,550","1,698萬1,550萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/1362UY?breadcrumb=list,急售！水湳富宇３房大空間富宇新天地,台中市西屯區中康街,華廈,31.9年,建坪 44.66,主建物25.56,1樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 169 人也在關注這間👀,"1,520萬","1,388","1,520萬1,388萬",坡道機械車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/6024PW?breadcrumb=list,ＶＲ近捷運雙商圈三房平車太子紐約,台中市北區青島路一段,大樓,22.0年,建坪 44.07,主 + 陽26.39,4樓/13樓,3房2廳2衛,有裝潢房間皆有窗警衛管理有 296 人也在關注這間👀,"1,750萬","1,660","1,750萬1,660萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/0764PG?breadcrumb=list,西屯逢甲★美兩房★精裝宅燕國天地,台中市西屯區黎明路三段,大樓,30.8年,建坪 17.27,主 + 陽11.72,5樓/13樓,2房2廳1衛,有裝潢有陽台警衛管理有 435 人也在關注這間👀,798萬,738,798萬738萬,,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/2490WY?breadcrumb=list,帥近興安商圈大三房好停車星捷市,台中市北屯區遼寧路一段,大樓,9.8年,建坪 52.43,主 + 陽28.51,2樓/11樓,3房2廳2衛,有裝潢有景觀前後陽台有 239 人也在關注這間👀,"2,058萬","1,888","2,058萬1,888萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/9429BQ?breadcrumb=list,【富宇新天地】三房車位富宇新天地,台中市西屯區中康街,華廈,31.9年,建坪 35.98,主 + 陽28.62,4樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 530 人也在關注這間👀,"1,198萬","1,098","1,198萬1,098萬",坡道機械車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/8929LL?breadcrumb=list,樹禾院美三房Ｂ１平車位樹禾院A,台中市南屯區龍富十二街,華廈,7.5年,建坪 44.08,主 + 陽21.13,3樓/9樓,3房2廳2衛,有裝潢有景觀前後陽台有 506 人也在關注這間👀,"2,288萬","2,088","2,288萬2,088萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/5604QG?breadcrumb=list,巴黎捷運兩房雙衛浴開窗巴黎第六區,台中市北屯區文心路四段,大樓,12.3年,建坪 30.18,主 + 陽19.33,17樓/22樓,2房2廳2衛,有裝潢有景觀有陽台有 354 人也在關注這間👀,"1,558萬","1,399","1,558萬1,399萬",,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/4168VK?breadcrumb=list,美村路採光３＋１房大露台碧夏庭,台中市南區美村路二段,大樓,30.8年,建坪 43.08,主 + 陽31.19,3樓/13樓,3房2廳2衛1室,有裝潢前後陽台有陽台有 368 人也在關注這間👀,"1,168萬","1,068","1,168萬1,068萬",,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/6734NW?breadcrumb=list,馥景莊園四房雙平車,台中市潭子區僑興路,大樓,1.1年,建坪 65,主 + 陽32.88,9樓/15樓,4房2廳2衛,有景觀前後陽台有陽台有 180 人也在關注這間👀,"2,750萬","2,380","2,750萬2,380萬",兩個以上車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/8511YS?breadcrumb=list,純寓稀有三房Ｂ１獨立平車,台中市西屯區逢大路,華廈,1.8年,建坪 38.23,主 + 陽18.44,2樓/9樓,3房2廳2衛,有裝潢有陽台廁所開窗有 33 人也在關注這間👀,"2,680萬","2,498","2,680萬2,498萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/58687N?breadcrumb=list,中科低總價工作室國安國宅乙區,台中市西屯區國安一路,大樓/店面,29.5年,建坪 35.23,主 + 陽19.99,1樓/12樓,2房2廳1衛,有陽台房間皆有窗警衛管理有 293 人也在關注這間👀,"1,100萬","1,000","1,100萬1,000萬",,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/7150ZL?breadcrumb=list,樹孝商圈低總價三房豪門星鑽,台中市太平區樹孝路,華廈,33.4年,建坪 27.45,主 + 陽20.9,7樓/7樓,3房2廳1衛,有陽台房間皆有窗警衛管理有 510 人也在關注這間👀,698萬,638,698萬638萬,,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/0214CU?breadcrumb=list,北屯皇家豪門三房＋車位皇家豪門,台中市北屯區安順東二街,大樓,33.0年,建坪 40.85,主 + 陽30.94,5樓/11樓,3房2廳2衛,有裝潢有陽台廁所開窗有 1025 人也在關注這間👀,"1,198萬","1,098","1,198萬1,098萬",坡道機械車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/5623PW?breadcrumb=list,四房／高樓層Ｂ２大車位允將大有,台中市西屯區朝馬路,大樓,8.9年,建坪 70.76,主 + 陽40.8,24樓/28樓,4房2廳2衛,有景觀前後陽台有陽台有 278 人也在關注這間👀,"3,980萬","3,550","3,980萬3,550萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/4360GB?breadcrumb=list,愛人！次頂樓視野☆露臺戶愛人同志,台中市西屯區青海路二段,大樓,31.7年,建坪 30.38,主 + 陽15.01,13樓/14樓,1房2廳1衛,有裝潢有景觀有陽台有 80 人也在關注這間👀,"1,198萬","1,088","1,198萬1,088萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/5503FQ?breadcrumb=list,水湳典藏Ω舒適大三房皇城帝寶,台中市西屯區皇城街,大樓,18.4年,建坪 62.72,主 + 陽38.04,6樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 806 人也在關注這間👀,"2,188萬","1,998","2,188萬1,998萬",坡道平面車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/4783SX?breadcrumb=list,臻品次頂樓大三房附車位太子臻品,台中市北屯區松竹路二段,大樓,26.6年,建坪 45.85,主 + 陽30.14,13樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 171 人也在關注這間👀,"1,588萬","1,458","1,588萬1,458萬",坡道機械車位,,
2025_11_24 10_10_00,40,https://www.sinyi.com.tw//buy/house/1896RP?breadcrumb=list,專任文華高中四房車位誠售狀元吉第,台中市西屯區重慶路,大樓,32.6年,建坪 48.32,主 + 陽33.74,3樓/12樓,4房2廳2衛,有裝潢前後陽台有陽台有 492 人也在關注這間👀,"1,438萬","1,338","1,438萬1,338萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/0743VN?breadcrumb=list,１１期旁國聚建設三房平車國聚之丘,台中市北屯區梅川南街,大樓,10.1年,建坪 48.31,主 + 陽24.39,15樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 419 人也在關注這間👀,"2,480萬","2,280","2,480萬2,280萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/88417L?breadcrumb=list,聯聚理仁高檔裝潢棟距遠聯聚理仁,台中市西屯區市政北一路,大樓,11.9年,建坪 115.22,主 + 陽61.54,20樓/25樓,2房2廳3衛1室,有裝潢有景觀前後陽台有 211 人也在關注這間👀,"7,680萬","7,000","7,680萬7,000萬",兩個以上車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/1389XF?breadcrumb=list,近市府捷運站大面寬金店面文心綠映,台中市西屯區大隆路,店面,28.9年,建坪 59.25,主建物25.13,1樓/12樓,1廳1衛,有裝潢警衛管理花園有 38 人也在關注這間👀,"3,850萬","3,850","3,850萬",,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/1211PW?breadcrumb=list,南區４房平車鄉林凱撒,台中市南區忠明南路,大樓,20.9年,建坪 50.22,主 + 陽31,10樓/18樓,4房2廳2衛,有裝潢有陽台警衛管理有 116 人也在關注這間👀,"1,968萬","1,968","1,968萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/2673MF?breadcrumb=list,專任！世界之心朝東角間世界之心,台中市西屯區文心路三段,大樓,16.3年,建坪 22.38,主 + 陽11.12,22樓/26樓,1房1廳1衛,有裝潢有陽台房間皆有窗有 73 人也在關注這間👀,"1,380萬","1,380","1,380萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/6341BV?breadcrumb=list,龍邦１２樓四房Ｂ１平車龍邦富邑,台中市南屯區五權西路二段,大樓,30.7年,建坪 61.77,主 + 陽40.27,12樓/16樓,4房2廳2衛,有裝潢有景觀前後陽台有 607 人也在關注這間👀,"2,068萬","1,880","2,068萬1,880萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/42860X?breadcrumb=list,五期三房有車位裝潢新,台中市南屯區大進街,華廈,34.4年,建坪 35.59,主 + 陽28.68,5樓/7樓,3房2廳1衛,有裝潢有陽台廁所開窗有 234 人也在關注這間👀,"1,548萬","1,388","1,548萬1,388萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/89319K?breadcrumb=list,降價水安宮捷運旁兩房車位,台中市西屯區大容西街,華廈,27.0年,建坪 29.43,主 + 陽17.44,3樓/9樓,2房2廳1衛,有裝潢前後陽台有陽台有 1068 人也在關注這間👀,"1,198萬","1,098","1,198萬1,098萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/7860WN?breadcrumb=list,河南道北歐風質感三房平車親家河南道,台中市西屯區智惠街,大樓,2.7年,建坪 39.62,主 + 陽19.27,6樓/13樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 198 人也在關注這間👀,"2,068萬","2,068","2,068萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/9492PW?breadcrumb=list,一生推＊微笑之心兩房平車微笑世紀A區/微...,台中市北區育樂街,大樓,4.1年,建坪 36.68,主 + 陽16.71,3樓/22樓,2房2廳1衛1室,有裝潢有陽台房間皆有窗有 518 人也在關注這間👀,"1,458萬","1,298","1,458萬1,298萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/3393FF?breadcrumb=list,強案！華園四房＋車位大東家－華園,台中市南區復興路三段,大樓,30.3年,建坪 44.38,主 + 陽29.89,13樓/15樓,4房2廳2衛,前後陽台有陽台廁所開窗有 61 人也在關注這間👀,"1,375萬","1,375","1,375萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/3268NF?breadcrumb=list,近中山醫三房附車位未來之翼,台中市南區文心南十路,大樓,19.4年,建坪 40.49,主 + 陽28.43,15樓/32樓,3房2廳2衛,有裝潢有景觀有陽台有 93 人也在關注這間👀,"1,298萬","1,298","1,298萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/4001LW?breadcrumb=list,水岸之星兩房平車誠售可看水岸之星,台中市太平區新興二街,大樓,11.9年,建坪 37.18,主 + 陽17.66,11樓/14樓,2房2廳1衛,有裝潢有景觀前後陽台有 560 人也在關注這間👀,"1,268萬","1,198","1,268萬1,198萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/6202RB?breadcrumb=list,中區近車站優質套房,台中市中區民權路,大樓,29.1年,建坪 9.94,主 + 陽6.68,6樓/12樓,1房1廳1衛,有裝潢有陽台廁所開窗有 369 人也在關注這間👀,328萬,328,328萬,,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/1647FV?breadcrumb=list,市政１號院兩房邊間視野戶市政1號院,台中市西屯區市政路,大樓,0.4年,建坪 37.7,主 + 陽18.18,19樓/31樓,2房2廳1衛,有景觀前後陽台有陽台有 61 人也在關注這間👀,"2,150萬","2,150","2,150萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/1670CD?breadcrumb=list,皇凱名門文昌國小三房車位皇凱名門,台中市北屯區昌平路一段,大樓,31.6年,建坪 33.22,主 + 陽24.11,12樓/13樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 180 人也在關注這間👀,968萬,968,968萬,坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/0699WY?breadcrumb=list,１４期行情內兩房稀有兩衛亞昕一沐,台中市北屯區豐樂五街,大樓,1.1年,建坪 37.82,主 + 陽18.98,4樓/14樓,2房2廳2衛,有景觀有陽台廁所開窗有 104 人也在關注這間👀,"1,898萬","1,898","1,898萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/0703GR?breadcrumb=list,崇德國中旁美三房平車,台中市北屯區安順北二街,華廈,34.5年,建坪 53.57,主 + 陽42.14,2樓/6樓,3房2廳2衛,有裝潢前後陽台有陽台有 436 人也在關注這間👀,"1,598萬","1,398","1,598萬1,398萬",坡道平面車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/3976AP?breadcrumb=list,急售！美東區四房平移車位,台中市東區十甲路,大樓,31.4年,建坪 37.86,主 + 陽31.65,7樓/13樓,4房2廳2衛,有裝潢有景觀有陽台有 239 人也在關注這間👀,"1,128萬","1,058","1,128萬1,058萬",坡道機械車位,,
2025_11_24 10_10_12,41,https://www.sinyi.com.tw//buy/house/4921UC?breadcrumb=list,朝南視野戶親家景一方親家景一方,台中市東區東英路,大樓,9.4年,建坪 47.04,主 + 陽26.88,15樓/15樓,3房2廳2衛,有景觀有陽台廁所開窗有 124 人也在關注這間👀,"2,058萬","1,880","2,058萬1,880萬",坡道機械車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/5835TR?breadcrumb=list,㊣文心會館優質三房平車㊣文心會館,台中市北區青島東街,大樓,18.9年,建坪 50.34,主 + 陽30.47,3樓/14樓,3房2廳2衛,有裝潢有陽台廁所開窗有 196 人也在關注這間👀,"2,150萬","1,998","2,150萬1,998萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/4426FY?breadcrumb=list,強！近興大三房平面車位廣三大時代,台中市南區工學二街,大樓,27.2年,建坪 49.66,主 + 陽25.12,3樓/12樓,3房2廳2衛,有裝潢有陽台廁所開窗有 347 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/4988QZ?breadcrumb=list,近森林公園捷運三房平車陽光綠意三期,台中市南屯區大英西一街,大樓,32.1年,建坪 39.12,主 + 陽27.85,5樓/22樓,3房2廳2衛,有裝潢警衛管理花園有 452 人也在關注這間👀,"1,388萬","1,288","1,388萬1,288萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/0032NR?breadcrumb=list,逢甲雅園高樓漂亮三房車位雅園,台中市西屯區西安街,大樓,29.1年,建坪 36.99,主 + 陽26.12,11樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 345 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",坡道機械車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/4041GQ?breadcrumb=list,梅川鮮境裝潢三房附車位鮮境,台中市北區梅川西路四段,大樓,31.0年,建坪 37.02,主 + 陽27.05,17樓/17樓,3房2廳2衛,有裝潢有景觀有陽台有 427 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",坡道機械車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/9449FJ?breadcrumb=list,近中國醫兩房車位河景四月泊樂,台中市北屯區景賢路,大樓,4.2年,建坪 29.98,主 + 陽15.39,3樓/12樓,2房2廳1衛,有裝潢有景觀前後陽台有 2680 人也在關注這間👀,"1,258萬","1,168","1,258萬1,168萬",坡道機械車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/3986XK?breadcrumb=list,鉅虹水岸岩稀有釋出雙平車鉅虹水岸岩,台中市北屯區南興一路,大樓,4.2年,建坪 53.48,主 + 陽26,5樓/14樓,2房2廳2衛,前後陽台有陽台廁所開窗有 596 人也在關注這間👀,"2,688萬","2,488","2,688萬2,488萬",兩個以上車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/9222GH?breadcrumb=list,近中科東大萌朝南視野一房,台中市西屯區臺灣大道四段,套房/華廈,1.3年,建坪 21.42,主 + 陽13.49,6樓/9樓,1房2廳1衛,有裝潢有景觀前後陽台有 174 人也在關注這間👀,"1,480萬","1,300","1,480萬1,300萬",,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/2753SK?breadcrumb=list,十二期精美裝潢三房平車浩瀚中港層峰,台中市西屯區上安路,大樓,10.1年,建坪 59.01,主 + 陽32.9,2樓/25樓,3房2廳2衛,有裝潢前後陽台有陽台有 432 人也在關注這間👀,"2,780萬","2,580","2,780萬2,580萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/8583LM?breadcrumb=list,中科。世界１景三房附車位,台中市沙鹿區向上路六段,華廈,13.3年,建坪 41.7,主 + 陽23.59,6樓/9樓,3房2廳2衛,有裝潢前後陽台有陽台有 104 人也在關注這間👀,"1,580萬","1,380","1,580萬1,380萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/8831MB?breadcrumb=list,大櫻國３全新兩房平車,台中市太平區環中東路四段,大樓,1.3年,建坪 36.45,主 + 陽18.91,3樓/15樓,2房2廳1衛,前後陽台有陽台廁所開窗有 264 人也在關注這間👀,"1,480萬","1,280","1,480萬1,280萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/6203AT?breadcrumb=list,優質南屯市場三房平車我愛我家,台中市南屯區萬和路二段,大樓,32.1年,建坪 40.9,主 + 陽27,10樓/11樓,3房2廳2衛,有裝潢有景觀前後陽台有 281 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/0074QT?breadcrumb=list,誠售氣派皇居大四房雙車位,台中市西屯區臺灣大道三段,大樓,15.1年,建坪 102.86,主 + 陽64.21,22樓/28樓,4房2廳4衛,有裝潢有景觀廁所開窗有 569 人也在關注這間👀,"4,588萬","3,988","4,588萬3,988萬",兩個以上車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/3571SF?breadcrumb=list,水湳后庄三房車位視野戶,台中市北屯區后庄一街,華廈,32.5年,建坪 44.04,主 + 陽28.28,8樓/8樓,3房2廳2衛,有裝潢有景觀廁所開窗有 198 人也在關注這間👀,"1,380萬","1,198","1,380萬1,198萬",坡道機械車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/8638FQ?breadcrumb=list,★七期高樓大三房平車厝王市政交響曲,台中市西屯區市政北一路,大樓,19.0年,建坪 78.34,主 + 陽47.4,16樓/16樓,3房2廳2衛,有裝潢有景觀前後陽台有 368 人也在關注這間👀,"3,768萬","3,488","3,768萬3,488萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/7963SY?breadcrumb=list,近太原園道北興街裝潢華廈,台中市北區北興街,華廈,40.0年,建坪 48.29,主 + 陽35.76,2樓/7樓,3房2廳2衛,有裝潢有陽台廁所開窗有 117 人也在關注這間👀,"1,098萬",998,"1,098萬998萬",,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/2845FK?breadcrumb=list,益翔有樂仕高樓兩房車位,台中市梧棲區大勇二路,大樓,1.3年,建坪 34.3,主 + 陽18.77,12樓/15樓,2房2廳1衛,前後陽台有陽台廁所開窗有 246 人也在關注這間👀,858萬,750,858萬750萬,坡道機械車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/6538QS?breadcrumb=list,中山醫商圈採光四房文心大國民,台中市南區復興北路,大樓,29.2年,建坪 39.6,主 + 陽33.24,9樓/13樓,4房2廳2衛,有裝潢有景觀前後陽台有 231 人也在關注這間👀,"1,298萬","1,198","1,298萬1,198萬",,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/4166SX?breadcrumb=list,百萬視野四房子母車位台灣國寶,台中市西區臺灣大道二段,大樓,29.4年,建坪 101.94,主 + 陽68.03,25樓/25樓,4房2廳3衛,有裝潢有景觀廁所開窗有 560 人也在關注這間👀,"3,880萬","3,588","3,880萬3,588萬",坡道平面車位,,
2025_11_24 10_10_24,42,https://www.sinyi.com.tw//buy/house/3450TP?breadcrumb=list,極品✪公園捷運四房雙車位,台中市北屯區天津路四段,華廈,35.5年,建坪 52.85,主 + 陽38.94,2樓/7樓,4房2廳2衛,有景觀前後陽台有陽台有 181 人也在關注這間👀,"1,580萬","1,388","1,580萬1,388萬",兩個以上車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/4340MK?breadcrumb=list,近中國醫國泰建設大四房,台中市北區大義街,公寓,37.2年,建坪 37.6,主 + 陽36.31,4樓/5樓,4房2廳2衛,有裝潢前後陽台有陽台有 214 人也在關注這間👀,"1,188萬",998,"1,188萬998萬",,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/9236TN?breadcrumb=list,上安學區視野二房平移車位中港世紀紅,台中市西屯區上明三街,大樓,29.9年,建坪 34.13,主 + 陽21.19,10樓/14樓,2房2廳2衛,有裝潢有景觀有陽台有 180 人也在關注這間👀,"1,398萬","1,288","1,398萬1,288萬",坡道機械車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/3787QF?breadcrumb=list,惠宇首選視野三房平車惠宇宇山鄰,台中市北屯區軍福七路,大樓,11.1年,建坪 55.78,主 + 陽30.63,13樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 379 人也在關注這間👀,"2,600萬","2,398","2,600萬2,398萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/4797ST?breadcrumb=list,降價！百達富裔面秋紅谷百達富裔,台中市西屯區臺灣大道三段,大樓,14.9年,建坪 114.53,主 + 陽66.64,20樓/35樓,4房2廳4衛,有裝潢有景觀前後陽台有 406 人也在關注這間👀,"4,500萬","4,158","4,500萬4,158萬",兩個以上車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/1241GG?breadcrumb=list,首購大空間公益路４房平車鄉林麗京,台中市南屯區公益路二段,大樓,30.0年,建坪 69.05,主 + 陽44.7,4樓/16樓,4房2廳2衛,有裝潢前後陽台有陽台有 222 人也在關注這間👀,"2,388萬","2,198","2,388萬2,198萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/1782HK?breadcrumb=list,大業學區近捷運四房大平車三采藝術園邸,台中市南屯區大業路,大樓,30.1年,建坪 77.53,主 + 陽48.45,9樓/16樓,4房2廳2衛,有裝潢有景觀前後陽台有 266 人也在關注這間👀,"2,680萬","2,480","2,680萬2,480萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/1558PH?breadcrumb=list,機捷旁高樓附平車優質戶,台中市潭子區大新路,大樓,32.3年,建坪 37.14,主 + 陽26.46,13樓/13樓,2房2廳1衛,有裝潢前後陽台有陽台有 62 人也在關注這間👀,"1,150萬",998,"1,150萬998萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/3853ZM?breadcrumb=list,【閱文心】一期一會視野戶閱文心,台中市南區福田五街,大樓,9.9年,建坪 48.72,主 + 陽26.03,20樓/20樓,3房2廳2衛,有裝潢有景觀前後陽台有 103 人也在關注這間👀,"2,488萬","2,300","2,488萬2,300萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/9492VM?breadcrumb=list,【降價】中科高樓美三房,台中市西屯區國安一路,大樓,29.2年,建坪 39.49,主 + 陽23.99,12樓/12樓,3房2廳2衛,有景觀廁所開窗房間皆有窗有 397 人也在關注這間👀,"1,180萬",998,"1,180萬998萬",,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/5635JB?breadcrumb=list,綠大地大套房,台中市西區民生路,套房,30.7年,建坪 17.98,主 + 陽11.68,3樓/6樓,1房1廳1衛,有裝潢有景觀有陽台有 224 人也在關注這間👀,588萬,588,588萬,,,
